Storgata legevakt,59.917000,10.758745
Aker sykehus & Asker legevakt,59.940184,10.796132
Ullevål sykehus,59.936368,10.735222
Rikshospitalet,59.948756,10.715981
Radiumhospitalet,59.930071,10.663622
Ahus,59.932362,10.997432
Ski sykehus & Follo legevakt,59.726417,10.843670
Lovisenberg,59.933690,10.745852
Diakonhjemmet,59.936415,10.703865
Bærum sykehus & Asker og Bærum legevakt,59.898129,10.509723
Nedre Romerike legevakt,59.953672,11.040768
