SSBID1000M,pop_tot,year,easting,northing,base_station
22630006624000,22,2018,263500,6624500,9
22630006625000,137,2018,263500,6625500,9
22630006626000,5,2018,263500,6626500,9
22630006627000,965,2018,263500,6627500,9
22630006628000,99,2018,263500,6628500,9
22630006630000,1,2018,263500,6630500,9
22630006631000,4,2018,263500,6631500,9
22630006632000,11,2018,263500,6632500,9
22630006633000,72,2018,263500,6633500,9
22630006634000,432,2018,263500,6634500,11
22630006636000,9,2018,263500,6636500,11
22630006637000,1849,2018,263500,6637500,11
22630006638000,1732,2018,263500,6638500,11
22630006639000,2517,2018,263500,6639500,11
22630006640000,2235,2018,263500,6640500,11
22630006641000,1015,2018,263500,6641500,11
22630006642000,600,2018,263500,6642500,11
22630006643000,83,2018,263500,6643500,11
22630006644000,1070,2018,263500,6644500,15
22630006645000,1652,2018,263500,6645500,15
22630006646000,1719,2018,263500,6646500,15
22630006647000,1015,2018,263500,6647500,15
22630006648000,8069,2018,263500,6648500,15
22630006649000,20085,2018,263500,6649500,7
22630006650000,20428,2018,263500,6650500,7
22630006651000,15071,2018,263500,6651500,7
22630006652000,16407,2018,263500,6652500,8
22630006653000,4183,2018,263500,6653500,8
22630006654000,3422,2018,263500,6654500,14
22630006655000,1042,2018,263500,6655500,14
22630006656000,12,2018,263500,6656500,14
22630006657000,7,2018,263500,6657500,14
22630006658000,13,2018,263500,6658500,14
22630006659000,18,2018,263500,6659500,14
22640006610000,16,2018,264500,6610500,10
22640006611000,9,2018,264500,6611500,10
22640006612000,21,2018,264500,6612500,10
22640006613000,23,2018,264500,6613500,10
22640006614000,5,2018,264500,6614500,10
22640006615000,20,2018,264500,6615500,10
22640006616000,17,2018,264500,6616500,10
22640006617000,9,2018,264500,6617500,10
22640006618000,71,2018,264500,6618500,10
22640006619000,355,2018,264500,6619500,10
22640006620000,177,2018,264500,6620500,10
22640006621000,836,2018,264500,6621500,10
22640006622000,255,2018,264500,6622500,9
22640006623000,82,2018,264500,6623500,9
22640006624000,18,2018,264500,6624500,9
22640006626000,963,2018,264500,6626500,9
22640006627000,2692,2018,264500,6627500,9
22640006628000,1554,2018,264500,6628500,9
22640006629000,3,2018,264500,6629500,9
22640006630000,11,2018,264500,6630500,9
22640006631000,114,2018,264500,6631500,9
22640006632000,1489,2018,264500,6632500,9
22640006633000,2427,2018,264500,6633500,11
22640006634000,1864,2018,264500,6634500,11
22640006635000,611,2018,264500,6635500,11
22640006636000,1302,2018,264500,6636500,11
22640006637000,2550,2018,264500,6637500,11
22640006638000,1704,2018,264500,6638500,11
22640006639000,1930,2018,264500,6639500,11
22640006640000,5099,2018,264500,6640500,11
22640006641000,3028,2018,264500,6641500,11
22640006642000,2996,2018,264500,6642500,11
22640006643000,3526,2018,264500,6643500,11
22640006644000,4230,2018,264500,6644500,15
22640006645000,3902,2018,264500,6645500,15
22640006646000,1947,2018,264500,6646500,15
22640006647000,4799,2018,264500,6647500,15
22640006648000,10064,2018,264500,6648500,15
22640006649000,9319,2018,264500,6649500,7
22640006650000,8518,2018,264500,6650500,7
22640006651000,11961,2018,264500,6651500,6
22640006652000,6580,2018,264500,6652500,6
22640006653000,5451,2018,264500,6653500,6
22640006654000,3903,2018,264500,6654500,14
22640006655000,1477,2018,264500,6655500,14
22640006656000,3,2018,264500,6656500,14
22640006658000,2,2018,264500,6658500,14
22640006659000,15,2018,264500,6659500,14
22640006660000,82,2018,264500,6660500,14
22640006661000,43,2018,264500,6661500,14
22640006662000,10,2018,264500,6662500,14
22640006708000,1,2018,264500,6708500,0
22650006613000,8,2018,265500,6613500,10
22650006614000,31,2018,265500,6614500,10
22650006615000,2,2018,265500,6615500,10
22650006616000,7,2018,265500,6616500,10
22650006617000,27,2018,265500,6617500,10
22650006618000,147,2018,265500,6618500,10
22650006619000,237,2018,265500,6619500,10
22650006620000,79,2018,265500,6620500,10
22650006621000,7,2018,265500,6621500,10
22650006622000,9,2018,265500,6622500,9
22650006623000,33,2018,265500,6623500,9
22650006624000,8,2018,265500,6624500,9
22650006625000,69,2018,265500,6625500,9
22650006626000,1759,2018,265500,6626500,9
22650006627000,2171,2018,265500,6627500,9
22650006628000,960,2018,265500,6628500,9
22650006629000,28,2018,265500,6629500,9
22650006630000,558,2018,265500,6630500,9
22650006631000,2451,2018,265500,6631500,9
22650006632000,1322,2018,265500,6632500,9
22650006633000,1169,2018,265500,6633500,11
22650006634000,7,2018,265500,6634500,11
22650006635000,722,2018,265500,6635500,11
22650006636000,2102,2018,265500,6636500,11
22650006637000,2671,2018,265500,6637500,11
22650006638000,2481,2018,265500,6638500,11
22650006639000,2025,2018,265500,6639500,11
22650006640000,1577,2018,265500,6640500,11
22650006641000,4086,2018,265500,6641500,11
22650006642000,3161,2018,265500,6642500,11
22650006643000,4028,2018,265500,6643500,15
22650006644000,5439,2018,265500,6644500,15
22650006645000,4354,2018,265500,6645500,15
22650006646000,4151,2018,265500,6646500,15
22650006647000,4555,2018,265500,6647500,15
22650006648000,5181,2018,265500,6648500,15
22650006649000,3013,2018,265500,6649500,15
22650006650000,1165,2018,265500,6650500,6
22650006651000,5467,2018,265500,6651500,6
22650006652000,5199,2018,265500,6652500,6
22650006653000,3501,2018,265500,6653500,6
22650006654000,2571,2018,265500,6654500,6
22650006655000,819,2018,265500,6655500,14
22650006658000,13,2018,265500,6658500,14
22650006659000,5,2018,265500,6659500,14
22650006660000,12,2018,265500,6660500,14
22650006661000,19,2018,265500,6661500,14
22650006675000,4,2018,265500,6675500,5
22650006710000,6,2018,265500,6710500,0
22660006613000,8,2018,266500,6613500,10
22660006614000,2,2018,266500,6614500,10
22660006615000,7,2018,266500,6615500,10
22660006616000,15,2018,266500,6616500,10
22660006617000,22,2018,266500,6617500,10
22660006618000,53,2018,266500,6618500,9
22660006619000,2,2018,266500,6619500,9
22660006620000,23,2018,266500,6620500,10
22660006621000,12,2018,266500,6621500,10
22660006622000,5,2018,266500,6622500,9
22660006623000,6,2018,266500,6623500,9
22660006624000,17,2018,266500,6624500,9
22660006625000,424,2018,266500,6625500,9
22660006626000,1234,2018,266500,6626500,9
22660006627000,1639,2018,266500,6627500,9
22660006628000,303,2018,266500,6628500,9
22660006629000,44,2018,266500,6629500,9
22660006630000,1127,2018,266500,6630500,9
22660006631000,2430,2018,266500,6631500,9
22660006632000,1339,2018,266500,6632500,9
22660006636000,20,2018,266500,6636500,11
22660006637000,1,2018,266500,6637500,15
22660006638000,1967,2018,266500,6638500,11
22660006639000,4483,2018,266500,6639500,11
22660006640000,1769,2018,266500,6640500,11
22660006641000,4227,2018,266500,6641500,15
22660006642000,2730,2018,266500,6642500,15
22660006643000,4295,2018,266500,6643500,15
22660006644000,3487,2018,266500,6644500,15
22660006645000,2050,2018,266500,6645500,15
22660006646000,957,2018,266500,6646500,15
22660006647000,3660,2018,266500,6647500,15
22660006648000,2049,2018,266500,6648500,15
22660006649000,3882,2018,266500,6649500,15
22660006650000,621,2018,266500,6650500,6
22660006651000,4092,2018,266500,6651500,6
22660006652000,5505,2018,266500,6652500,6
22660006653000,3489,2018,266500,6653500,16
22660006655000,2,2018,266500,6655500,14
22660006656000,183,2018,266500,6656500,14
22660006659000,2,2018,266500,6659500,14
22660006660000,4,2018,266500,6660500,14
22660006661000,86,2018,266500,6661500,14
22660006662000,174,2018,266500,6662500,14
22660006663000,67,2018,266500,6663500,14
22660006672000,3,2018,266500,6672500,5
22660006673000,49,2018,266500,6673500,5
22660006674000,25,2018,266500,6674500,5
22660006709000,8,2018,266500,6709500,0
22670006615000,26,2018,267500,6615500,10
22670006616000,17,2018,267500,6616500,10
22670006617000,9,2018,267500,6617500,10
22670006618000,4,2018,267500,6618500,9
22670006619000,24,2018,267500,6619500,9
22670006620000,25,2018,267500,6620500,9
22670006621000,40,2018,267500,6621500,9
22670006622000,93,2018,267500,6622500,9
22670006623000,147,2018,267500,6623500,9
22670006624000,45,2018,267500,6624500,9
22670006625000,24,2018,267500,6625500,9
22670006626000,26,2018,267500,6626500,9
22670006627000,523,2018,267500,6627500,9
22670006628000,157,2018,267500,6628500,9
22670006629000,23,2018,267500,6629500,9
22670006630000,13,2018,267500,6630500,9
22670006631000,692,2018,267500,6631500,9
22670006632000,1967,2018,267500,6632500,9
22670006634000,5,2018,267500,6634500,11
22670006638000,165,2018,267500,6638500,11
22670006639000,184,2018,267500,6639500,11
22670006640000,377,2018,267500,6640500,11
22670006641000,1091,2018,267500,6641500,15
22670006642000,481,2018,267500,6642500,15
22670006643000,548,2018,267500,6643500,15
22670006644000,2813,2018,267500,6644500,15
22670006645000,5987,2018,267500,6645500,15
22670006646000,4663,2018,267500,6646500,15
22670006647000,8716,2018,267500,6647500,15
22670006648000,3311,2018,267500,6648500,15
22670006649000,4312,2018,267500,6649500,6
22670006650000,422,2018,267500,6650500,6
22670006651000,679,2018,267500,6651500,6
22670006652000,5309,2018,267500,6652500,16
22670006653000,606,2018,267500,6653500,16
22670006663000,7,2018,267500,6663500,14
22670006672000,67,2018,267500,6672500,5
22670006673000,423,2018,267500,6673500,5
22670006674000,6,2018,267500,6674500,5
22680006616000,8,2018,268500,6616500,9
22680006617000,5,2018,268500,6617500,9
22680006618000,4,2018,268500,6618500,9
22680006619000,18,2018,268500,6619500,9
22680006620000,19,2018,268500,6620500,9
22680006621000,18,2018,268500,6621500,9
22680006622000,339,2018,268500,6622500,9
22680006623000,715,2018,268500,6623500,9
22680006624000,21,2018,268500,6624500,9
22680006625000,13,2018,268500,6625500,9
22680006626000,31,2018,268500,6626500,9
22680006627000,16,2018,268500,6627500,9
22680006628000,22,2018,268500,6628500,9
22680006629000,22,2018,268500,6629500,9
22680006630000,23,2018,268500,6630500,9
22680006631000,2,2018,268500,6631500,9
22680006632000,118,2018,268500,6632500,9
22680006634000,5,2018,268500,6634500,11
22680006635000,741,2018,268500,6635500,11
22680006636000,6,2018,268500,6636500,11
22680006637000,29,2018,268500,6637500,11
22680006638000,56,2018,268500,6638500,11
22680006639000,25,2018,268500,6639500,11
22680006640000,97,2018,268500,6640500,11
22680006644000,19,2018,268500,6644500,15
22680006645000,761,2018,268500,6645500,15
22680006646000,1555,2018,268500,6646500,15
22680006647000,1199,2018,268500,6647500,15
22680006648000,2258,2018,268500,6648500,6
22680006649000,5686,2018,268500,6649500,6
22680006650000,2050,2018,268500,6650500,6
22680006651000,15,2018,268500,6651500,16
22680006652000,4446,2018,268500,6652500,16
22680006653000,2972,2018,268500,6653500,16
22680006654000,9,2018,268500,6654500,16
22680006661000,3,2018,268500,6661500,5
22680006665000,4,2018,268500,6665500,5
22680006666000,1,2018,268500,6666500,5
22680006670000,96,2018,268500,6670500,5
22680006671000,374,2018,268500,6671500,5
22680006672000,52,2018,268500,6672500,5
22680006673000,25,2018,268500,6673500,5
22680006674000,2,2018,268500,6674500,5
22690006617000,7,2018,269500,6617500,9
22690006618000,23,2018,269500,6618500,9
22690006619000,12,2018,269500,6619500,9
22690006620000,12,2018,269500,6620500,9
22690006621000,19,2018,269500,6621500,9
22690006622000,33,2018,269500,6622500,9
22690006623000,12,2018,269500,6623500,9
22690006624000,31,2018,269500,6624500,9
22690006625000,12,2018,269500,6625500,9
22690006626000,32,2018,269500,6626500,9
22690006627000,11,2018,269500,6627500,9
22690006628000,9,2018,269500,6628500,9
22690006629000,4,2018,269500,6629500,9
22690006630000,18,2018,269500,6630500,9
22690006631000,3,2018,269500,6631500,9
22690006632000,3,2018,269500,6632500,9
22690006634000,64,2018,269500,6634500,11
22690006635000,531,2018,269500,6635500,11
22690006636000,52,2018,269500,6636500,11
22690006637000,164,2018,269500,6637500,11
22690006638000,100,2018,269500,6638500,11
22690006639000,10,2018,269500,6639500,11
22690006640000,3,2018,269500,6640500,11
22690006644000,2,2018,269500,6644500,15
22690006649000,577,2018,269500,6649500,6
22690006650000,6831,2018,269500,6650500,6
22690006651000,1503,2018,269500,6651500,16
22690006652000,1406,2018,269500,6652500,6
22690006653000,5317,2018,269500,6653500,16
22690006654000,5884,2018,269500,6654500,16
22690006655000,601,2018,269500,6655500,16
22690006658000,3,2018,269500,6658500,16
22690006661000,2,2018,269500,6661500,5
22690006663000,114,2018,269500,6663500,5
22690006664000,2515,2018,269500,6664500,5
22690006665000,1609,2018,269500,6665500,5
22690006668000,41,2018,269500,6668500,5
22690006669000,16,2018,269500,6669500,5
22690006670000,717,2018,269500,6670500,5
22690006671000,793,2018,269500,6671500,5
22690006672000,397,2018,269500,6672500,5
22690006677000,2,2018,269500,6677500,5
22690006708000,6,2018,269500,6708500,0
22690006709000,2,2018,269500,6709500,0
22690006710000,2,2018,269500,6710500,0
22700006617000,8,2018,270500,6617500,9
22700006618000,13,2018,270500,6618500,9
22700006619000,9,2018,270500,6619500,9
22700006620000,9,2018,270500,6620500,9
22700006621000,20,2018,270500,6621500,9
22700006622000,20,2018,270500,6622500,9
22700006623000,2,2018,270500,6623500,9
22700006624000,12,2018,270500,6624500,9
22700006625000,14,2018,270500,6625500,9
22700006626000,18,2018,270500,6626500,9
22700006627000,17,2018,270500,6627500,9
22700006628000,22,2018,270500,6628500,9
22700006629000,9,2018,270500,6629500,9
22700006630000,14,2018,270500,6630500,9
22700006631000,117,2018,270500,6631500,9
22700006632000,118,2018,270500,6632500,9
22700006633000,180,2018,270500,6633500,9
22700006634000,190,2018,270500,6634500,9
22700006637000,29,2018,270500,6637500,11
22700006638000,93,2018,270500,6638500,11
22700006639000,6,2018,270500,6639500,11
22700006650000,1207,2018,270500,6650500,6
22700006651000,2514,2018,270500,6651500,16
22700006652000,4886,2018,270500,6652500,16
22700006653000,2630,2018,270500,6653500,16
22700006654000,5784,2018,270500,6654500,16
22700006655000,493,2018,270500,6655500,16
22700006659000,1,2018,270500,6659500,5
22700006660000,3,2018,270500,6660500,5
22700006661000,97,2018,270500,6661500,5
22700006662000,34,2018,270500,6662500,5
22700006663000,696,2018,270500,6663500,5
22700006664000,1260,2018,270500,6664500,5
22700006665000,422,2018,270500,6665500,5
22700006666000,22,2018,270500,6666500,5
22700006667000,103,2018,270500,6667500,5
22700006668000,1226,2018,270500,6668500,5
22700006669000,119,2018,270500,6669500,5
22700006670000,102,2018,270500,6670500,5
22700006671000,491,2018,270500,6671500,5
22700006708000,27,2018,270500,6708500,0
22710006619000,14,2018,271500,6619500,9
22710006620000,402,2018,271500,6620500,9
22710006621000,150,2018,271500,6621500,9
22710006622000,6,2018,271500,6622500,9
22710006623000,20,2018,271500,6623500,9
22710006624000,4,2018,271500,6624500,9
22710006628000,6,2018,271500,6628500,9
22710006629000,55,2018,271500,6629500,9
22710006630000,50,2018,271500,6630500,9
22710006631000,25,2018,271500,6631500,9
22710006632000,80,2018,271500,6632500,9
22710006633000,110,2018,271500,6633500,9
22710006634000,98,2018,271500,6634500,9
22710006636000,16,2018,271500,6636500,11
22710006639000,2,2018,271500,6639500,11
22710006646000,6,2018,271500,6646500,4
22710006648000,20,2018,271500,6648500,4
22710006649000,3,2018,271500,6649500,4
22710006650000,952,2018,271500,6650500,4
22710006651000,3939,2018,271500,6651500,4
22710006652000,5722,2018,271500,6652500,4
22710006653000,2948,2018,271500,6653500,16
22710006654000,1660,2018,271500,6654500,16
22710006655000,1938,2018,271500,6655500,16
22710006657000,1361,2018,271500,6657500,5
22710006658000,508,2018,271500,6658500,5
22710006659000,21,2018,271500,6659500,5
22710006660000,488,2018,271500,6660500,5
22710006661000,465,2018,271500,6661500,5
22710006662000,51,2018,271500,6662500,5
22710006663000,23,2018,271500,6663500,5
22710006664000,37,2018,271500,6664500,5
22710006665000,45,2018,271500,6665500,5
22710006666000,57,2018,271500,6666500,5
22710006667000,33,2018,271500,6667500,5
22710006668000,83,2018,271500,6668500,5
22710006669000,92,2018,271500,6669500,5
22710006670000,77,2018,271500,6670500,5
22710006671000,2,2018,271500,6671500,5
22710006707000,5,2018,271500,6707500,0
22710006708000,21,2018,271500,6708500,0
22710006709000,10,2018,271500,6709500,0
22720006619000,6,2018,272500,6619500,9
22720006620000,14,2018,272500,6620500,9
22720006621000,9,2018,272500,6621500,9
22720006629000,48,2018,272500,6629500,9
22720006630000,1,2018,272500,6630500,9
22720006631000,4,2018,272500,6631500,9
22720006632000,21,2018,272500,6632500,9
22720006633000,52,2018,272500,6633500,9
22720006634000,25,2018,272500,6634500,11
22720006635000,48,2018,272500,6635500,11
22720006648000,1446,2018,272500,6648500,4
22720006649000,1911,2018,272500,6649500,4
22720006650000,1248,2018,272500,6650500,4
22720006651000,3894,2018,272500,6651500,4
22720006652000,4016,2018,272500,6652500,4
22720006653000,4655,2018,272500,6653500,16
22720006654000,9079,2018,272500,6654500,16
22720006655000,3845,2018,272500,6655500,16
22720006656000,546,2018,272500,6656500,16
22720006657000,569,2018,272500,6657500,5
22720006658000,2171,2018,272500,6658500,5
22720006659000,997,2018,272500,6659500,5
22720006660000,199,2018,272500,6660500,5
22720006661000,13,2018,272500,6661500,5
22720006662000,20,2018,272500,6662500,5
22720006663000,8,2018,272500,6663500,5
22720006665000,93,2018,272500,6665500,5
22720006666000,4,2018,272500,6666500,5
22720006667000,1,2018,272500,6667500,5
22720006707000,14,2018,272500,6707500,0
22720006708000,3,2018,272500,6708500,0
22730006628000,4,2018,273500,6628500,9
22730006629000,4,2018,273500,6629500,9
22730006630000,4,2018,273500,6630500,9
22730006631000,18,2018,273500,6631500,9
22730006632000,2,2018,273500,6632500,9
22730006634000,150,2018,273500,6634500,11
22730006635000,1,2018,273500,6635500,11
22730006646000,7,2018,273500,6646500,4
22730006647000,22,2018,273500,6647500,4
22730006648000,1772,2018,273500,6648500,4
22730006649000,4367,2018,273500,6649500,4
22730006650000,3356,2018,273500,6650500,4
22730006651000,1569,2018,273500,6651500,4
22730006652000,2691,2018,273500,6652500,4
22730006653000,1573,2018,273500,6653500,16
22730006654000,164,2018,273500,6654500,16
22730006655000,904,2018,273500,6655500,16
22730006656000,1268,2018,273500,6656500,16
22730006657000,182,2018,273500,6657500,16
22730006658000,606,2018,273500,6658500,5
22730006659000,545,2018,273500,6659500,5
22730006660000,32,2018,273500,6660500,5
22730006661000,8,2018,273500,6661500,5
22730006662000,2,2018,273500,6662500,5
22730006688000,2,2018,273500,6688500,0
22730006707000,12,2018,273500,6707500,0
22730006708000,19,2018,273500,6708500,0
22740006628000,24,2018,274500,6628500,9
22740006629000,77,2018,274500,6629500,9
22740006630000,43,2018,274500,6630500,9
22740006632000,115,2018,274500,6632500,9
22740006633000,17,2018,274500,6633500,11
22740006634000,10,2018,274500,6634500,11
22740006645000,1,2018,274500,6645500,4
22740006646000,41,2018,274500,6646500,4
22740006647000,30,2018,274500,6647500,4
22740006648000,3036,2018,274500,6648500,4
22740006649000,3480,2018,274500,6649500,4
22740006650000,1921,2018,274500,6650500,4
22740006651000,2896,2018,274500,6651500,4
22740006652000,277,2018,274500,6652500,4
22740006655000,128,2018,274500,6655500,17
22740006656000,24,2018,274500,6656500,17
22740006657000,22,2018,274500,6657500,17
22740006658000,20,2018,274500,6658500,17
22740006659000,79,2018,274500,6659500,5
22740006660000,3,2018,274500,6660500,5
22740006681000,9,2018,274500,6681500,2
22740006682000,10,2018,274500,6682500,2
22740006700000,6,2018,274500,6700500,0
22740006709000,1,2018,274500,6709500,0
22750006627000,9,2018,275500,6627500,9
22750006628000,127,2018,275500,6628500,9
22750006629000,342,2018,275500,6629500,9
22750006630000,189,2018,275500,6630500,9
22750006631000,47,2018,275500,6631500,9
22750006633000,5,2018,275500,6633500,11
22750006635000,5,2018,275500,6635500,11
22750006637000,1,2018,275500,6637500,11
22750006644000,11,2018,275500,6644500,4
22750006645000,15,2018,275500,6645500,4
22750006646000,19,2018,275500,6646500,4
22750006647000,12,2018,275500,6647500,4
22750006648000,241,2018,275500,6648500,4
22750006649000,309,2018,275500,6649500,4
22750006650000,244,2018,275500,6650500,4
22750006651000,2501,2018,275500,6651500,4
22750006652000,1693,2018,275500,6652500,4
22750006653000,843,2018,275500,6653500,17
22750006654000,78,2018,275500,6654500,17
22750006655000,97,2018,275500,6655500,17
22750006656000,33,2018,275500,6656500,17
22750006657000,9,2018,275500,6657500,17
22750006658000,4,2018,275500,6658500,17
22750006659000,65,2018,275500,6659500,17
22750006660000,56,2018,275500,6660500,17
22750006680000,76,2018,275500,6680500,2
22750006681000,209,2018,275500,6681500,2
22750006682000,25,2018,275500,6682500,2
22750006699000,19,2018,275500,6699500,0
22750006700000,9,2018,275500,6700500,0
22750006705000,7,2018,275500,6705500,0
22750006706000,1,2018,275500,6706500,0
22760006624000,2,2018,276500,6624500,9
22760006626000,1,2018,276500,6626500,9
22760006627000,12,2018,276500,6627500,9
22760006628000,723,2018,276500,6628500,9
22760006629000,389,2018,276500,6629500,9
22760006630000,3,2018,276500,6630500,9
22760006648000,5,2018,276500,6648500,4
22760006649000,80,2018,276500,6649500,4
22760006650000,1158,2018,276500,6650500,4
22760006651000,3210,2018,276500,6651500,4
22760006652000,2002,2018,276500,6652500,4
22760006653000,2546,2018,276500,6653500,4
22760006654000,3288,2018,276500,6654500,17
22760006655000,856,2018,276500,6655500,17
22760006656000,11,2018,276500,6656500,17
22760006657000,41,2018,276500,6657500,17
22760006658000,43,2018,276500,6658500,17
22760006659000,112,2018,276500,6659500,17
22760006660000,18,2018,276500,6660500,17
22760006667000,142,2018,276500,6667500,17
22760006668000,4,2018,276500,6668500,17
22760006678000,4,2018,276500,6678500,2
22760006679000,91,2018,276500,6679500,2
22760006680000,26,2018,276500,6680500,2
22760006681000,28,2018,276500,6681500,2
22760006682000,74,2018,276500,6682500,2
22770006624000,19,2018,277500,6624500,9
22770006625000,12,2018,277500,6625500,9
22770006626000,4,2018,277500,6626500,9
22770006627000,1054,2018,277500,6627500,9
22770006628000,523,2018,277500,6628500,9
22770006629000,11,2018,277500,6629500,9
22770006635000,5,2018,277500,6635500,9
22770006649000,6,2018,277500,6649500,4
22770006650000,1801,2018,277500,6650500,4
22770006651000,2970,2018,277500,6651500,4
22770006652000,4643,2018,277500,6652500,4
22770006653000,2837,2018,277500,6653500,4
22770006654000,1254,2018,277500,6654500,17
22770006655000,149,2018,277500,6655500,17
22770006656000,392,2018,277500,6656500,17
22770006657000,579,2018,277500,6657500,17
22770006658000,173,2018,277500,6658500,17
22770006659000,149,2018,277500,6659500,17
22770006665000,45,2018,277500,6665500,17
22770006666000,1157,2018,277500,6666500,17
22770006667000,912,2018,277500,6667500,17
22770006668000,223,2018,277500,6668500,17
22770006669000,25,2018,277500,6669500,17
22770006670000,22,2018,277500,6670500,17
22770006675000,71,2018,277500,6675500,2
22770006676000,200,2018,277500,6676500,2
22770006677000,456,2018,277500,6677500,2
22770006678000,192,2018,277500,6678500,2
22770006679000,86,2018,277500,6679500,2
22770006681000,2,2018,277500,6681500,2
22770006682000,7,2018,277500,6682500,2
22770006683000,13,2018,277500,6683500,2
22770006684000,17,2018,277500,6684500,2
22770006685000,10,2018,277500,6685500,2
22770006686000,29,2018,277500,6686500,2
22770006687000,76,2018,277500,6687500,2
22770006688000,15,2018,277500,6688500,0
22770006705000,19,2018,277500,6705500,0
22770006712000,9,2018,277500,6712500,0
22780006625000,1,2018,278500,6625500,9
22780006626000,37,2018,278500,6626500,9
22780006627000,541,2018,278500,6627500,9
22780006628000,306,2018,278500,6628500,9
22780006629000,20,2018,278500,6629500,9
22780006650000,3089,2018,278500,6650500,4
22780006651000,865,2018,278500,6651500,4
22780006652000,1856,2018,278500,6652500,4
22780006653000,2432,2018,278500,6653500,4
22780006654000,341,2018,278500,6654500,17
22780006655000,787,2018,278500,6655500,17
22780006656000,1978,2018,278500,6656500,17
22780006657000,1789,2018,278500,6657500,17
22780006658000,2250,2018,278500,6658500,17
22780006659000,1670,2018,278500,6659500,17
22780006660000,51,2018,278500,6660500,17
22780006661000,9,2018,278500,6661500,17
22780006663000,7,2018,278500,6663500,17
22780006665000,650,2018,278500,6665500,17
22780006666000,461,2018,278500,6666500,17
22780006667000,44,2018,278500,6667500,17
22780006668000,37,2018,278500,6668500,17
22780006669000,93,2018,278500,6669500,17
22780006670000,11,2018,278500,6670500,17
22780006671000,9,2018,278500,6671500,17
22780006672000,255,2018,278500,6672500,2
22780006673000,600,2018,278500,6673500,2
22780006674000,64,2018,278500,6674500,2
22780006675000,62,2018,278500,6675500,2
22780006676000,14,2018,278500,6676500,2
22780006677000,22,2018,278500,6677500,2
22780006678000,11,2018,278500,6678500,2
22780006679000,24,2018,278500,6679500,2
22780006680000,79,2018,278500,6680500,2
22780006681000,78,2018,278500,6681500,2
22780006682000,15,2018,278500,6682500,2
22780006683000,3,2018,278500,6683500,2
22780006684000,30,2018,278500,6684500,2
22780006685000,59,2018,278500,6685500,2
22780006686000,30,2018,278500,6686500,2
22780006687000,91,2018,278500,6687500,2
22780006688000,75,2018,278500,6688500,0
22780006698000,9,2018,278500,6698500,0
22780006704000,8,2018,278500,6704500,0
22780006705000,19,2018,278500,6705500,0
22780006707000,16,2018,278500,6707500,0
22780006712000,9,2018,278500,6712500,0
22790006625000,10,2018,279500,6625500,9
22790006626000,34,2018,279500,6626500,9
22790006627000,125,2018,279500,6627500,9
22790006628000,13,2018,279500,6628500,9
22790006649000,115,2018,279500,6649500,4
22790006650000,970,2018,279500,6650500,4
22790006651000,2050,2018,279500,6651500,4
22790006652000,2309,2018,279500,6652500,4
22790006653000,4894,2018,279500,6653500,4
22790006654000,1147,2018,279500,6654500,17
22790006655000,833,2018,279500,6655500,17
22790006656000,1380,2018,279500,6656500,17
22790006657000,193,2018,279500,6657500,17
22790006658000,705,2018,279500,6658500,17
22790006659000,1901,2018,279500,6659500,17
22790006660000,559,2018,279500,6660500,17
22790006661000,40,2018,279500,6661500,17
22790006662000,22,2018,279500,6662500,17
22790006663000,66,2018,279500,6663500,17
22790006664000,40,2018,279500,6664500,17
22790006665000,1009,2018,279500,6665500,17
22790006666000,432,2018,279500,6666500,17
22790006667000,88,2018,279500,6667500,17
22790006668000,44,2018,279500,6668500,17
22790006669000,66,2018,279500,6669500,17
22790006670000,83,2018,279500,6670500,17
22790006671000,36,2018,279500,6671500,2
22790006672000,237,2018,279500,6672500,2
22790006673000,218,2018,279500,6673500,2
22790006674000,19,2018,279500,6674500,2
22790006675000,77,2018,279500,6675500,2
22790006676000,11,2018,279500,6676500,2
22790006677000,30,2018,279500,6677500,2
22790006679000,59,2018,279500,6679500,2
22790006680000,19,2018,279500,6680500,2
22790006681000,48,2018,279500,6681500,2
22790006682000,894,2018,279500,6682500,2
22790006683000,906,2018,279500,6683500,2
22790006684000,111,2018,279500,6684500,2
22790006685000,278,2018,279500,6685500,2
22790006686000,104,2018,279500,6686500,0
22790006687000,67,2018,279500,6687500,0
22790006688000,5,2018,279500,6688500,0
22790006696000,64,2018,279500,6696500,0
22790006697000,87,2018,279500,6697500,0
22790006698000,90,2018,279500,6698500,0
22790006699000,29,2018,279500,6699500,0
22790006705000,7,2018,279500,6705500,0
22790006712000,9,2018,279500,6712500,0
22790006713000,20,2018,279500,6713500,0
22800006625000,25,2018,280500,6625500,9
22800006626000,40,2018,280500,6626500,9
22800006627000,50,2018,280500,6627500,9
22800006628000,6,2018,280500,6628500,9
22800006643000,66,2018,280500,6643500,4
22800006644000,41,2018,280500,6644500,4
22800006648000,180,2018,280500,6648500,4
22800006649000,492,2018,280500,6649500,4
22800006650000,2115,2018,280500,6650500,4
22800006651000,47,2018,280500,6651500,4
22800006652000,2186,2018,280500,6652500,4
22800006653000,2229,2018,280500,6653500,17
22800006654000,521,2018,280500,6654500,17
22800006655000,38,2018,280500,6655500,17
22800006656000,28,2018,280500,6656500,17
22800006657000,32,2018,280500,6657500,17
22800006658000,6,2018,280500,6658500,17
22800006659000,123,2018,280500,6659500,17
22800006660000,1339,2018,280500,6660500,17
22800006661000,399,2018,280500,6661500,17
