X,Y,Join_Count,TARGET_FID,SSBid,ost,nord,CENTROID_X,CENTROID_Y,Shape_Leng,Shape_Area,Komm2016,Fylk2016
270500.0,6648500.0,1,2421,22700006648000,2270000,6648000,270500,6648500,4000,1000000,0301,03
271500.0,6648500.0,1,2422,22710006648000,2271000,6648000,271500,6648500,4000,1000000,0301,03
256500.0,6649500.0,1,2457,22560006649000,2256000,6649000,256500,6649500,4000,1000000,0301,03
257500.0,6649500.0,1,2458,22570006649000,2257000,6649000,257500,6649500,4000,1000000,0301,03
258500.0,6649500.0,1,2459,22580006649000,2258000,6649000,258500,6649500,4000,1000000,0301,03
259500.0,6649500.0,1,2460,22590006649000,2259000,6649000,259500,6649500,4000,1000000,0301,03
260500.0,6649500.0,1,2461,22600006649000,2260000,6649000,260500,6649500,4000,1000000,0301,03
261500.0,6649500.0,1,2462,22610006649000,2261000,6649000,261500,6649500,4000,1000000,0301,03
262500.0,6649500.0,1,2463,22620006649000,2262000,6649000,262500,6649500,4000,1000000,0301,03
263500.0,6649500.0,1,2464,22630006649000,2263000,6649000,263500,6649500,4000,1000000,0301,03
264500.0,6649500.0,1,2465,22640006649000,2264000,6649000,264500,6649500,4000,1000000,0301,03
265500.0,6649500.0,1,2466,22650006649000,2265000,6649000,265500,6649500,4000,1000000,0301,03
266500.0,6649500.0,1,2467,22660006649000,2266000,6649000,266500,6649500,4000,1000000,0301,03
267500.0,6649500.0,1,2468,22670006649000,2267000,6649000,267500,6649500,4000,1000000,0301,03
268500.0,6649500.0,1,2469,22680006649000,2268000,6649000,268500,6649500,4000,1000000,0301,03
269500.0,6649500.0,1,2470,22690006649000,2269000,6649000,269500,6649500,4000,1000000,0301,03
270500.0,6649500.0,1,2471,22700006649000,2270000,6649000,270500,6649500,4000,1000000,0301,03
271500.0,6649500.0,1,2472,22710006649000,2271000,6649000,271500,6649500,4000,1000000,0301,03
256500.0,6650500.0,1,7,22560006650000,2256000,6650000,256500,6650500,4000,1000000,0301,03
257500.0,6650500.0,1,8,22570006650000,2257000,6650000,257500,6650500,4000,1000000,0301,03
258500.0,6650500.0,1,9,22580006650000,2258000,6650000,258500,6650500,4000,1000000,0301,03
259500.0,6650500.0,1,10,22590006650000,2259000,6650000,259500,6650500,4000,1000000,0301,03
