SSBID1000M,easting,northing,Join_Count,TARGET_FID,ost,nord,CENTROID_X,CENTROID_Y,Shape_Leng,Shape_Area,Komm2016,Fylk2016
22520006641000,252500,6641500,1,2053,2252000,6641000,252500,6641500,4000,1000000,219,2
22530006641000,253500,6641500,1,2054,2253000,6641000,253500,6641500,4000,1000000,216,2
22540006641000,254500,6641500,1,2055,2254000,6641000,254500,6641500,4000,1000000,216,2
22590006641000,259500,6641500,1,2060,2259000,6641000,259500,6641500,4000,1000000,216,2
22600006641000,260500,6641500,1,2061,2260000,6641000,260500,6641500,4000,1000000,216,2
22610006641000,261500,6641500,1,2062,2261000,6641000,261500,6641500,4000,1000000,216,2
22720006641000,272500,6641500,1,2073,2272000,6641000,272500,6641500,4000,1000000,230,2
22730006641000,273500,6641500,1,2074,2273000,6641000,273500,6641500,4000,1000000,230,2
22740006641000,274500,6641500,1,2075,2274000,6641000,274500,6641500,4000,1000000,230,2
22750006641000,275500,6641500,1,2076,2275000,6641000,275500,6641500,4000,1000000,230,2
22760006641000,276500,6641500,1,2077,2276000,6641000,276500,6641500,4000,1000000,230,2
22770006641000,277500,6641500,1,2078,2277000,6641000,277500,6641500,4000,1000000,228,2
22780006641000,278500,6641500,1,2079,2278000,6641000,278500,6641500,4000,1000000,228,2
22790006641000,279500,6641500,1,2080,2279000,6641000,279500,6641500,4000,1000000,228,2
22800006641000,280500,6641500,1,2081,2280000,6641000,280500,6641500,4000,1000000,228,2
22830006641000,283500,6641500,1,2084,2283000,6641000,283500,6641500,4000,1000000,228,2
22840006641000,284500,6641500,1,2085,2284000,6641000,284500,6641500,4000,1000000,228,2
22850006641000,285500,6641500,1,2086,2285000,6641000,285500,6641500,4000,1000000,228,2
22860006641000,286500,6641500,1,2087,2286000,6641000,286500,6641500,4000,1000000,227,2
22870006641000,287500,6641500,1,2088,2287000,6641000,287500,6641500,4000,1000000,227,2
22910006641000,291500,6641500,1,2092,2291000,6641000,291500,6641500,4000,1000000,227,2
22920006641000,292500,6641500,1,2093,2292000,6641000,292500,6641500,4000,1000000,227,2
22950006641000,295500,6641500,1,2096,2295000,6641000,295500,6641500,4000,1000000,227,2
22960006641000,296500,6641500,1,2097,2296000,6641000,296500,6641500,4000,1000000,221,2
22970006641000,297500,6641500,1,2098,2297000,6641000,297500,6641500,4000,1000000,221,2
22980006641000,298500,6641500,1,2099,2298000,6641000,298500,6641500,4000,1000000,221,2
22990006641000,299500,6641500,1,2100,2299000,6641000,299500,6641500,4000,1000000,221,2
22500006642000,250500,6642500,1,2101,2250000,6642000,250500,6642500,4000,1000000,220,2
22510006642000,251500,6642500,1,2102,2251000,6642000,251500,6642500,4000,1000000,220,2
22520006642000,252500,6642500,1,2103,2252000,6642000,252500,6642500,4000,1000000,219,2
22530006642000,253500,6642500,1,2104,2253000,6642000,253500,6642500,4000,1000000,219,2
22540006642000,254500,6642500,1,2105,2254000,6642000,254500,6642500,4000,1000000,216,2
22550006642000,255500,6642500,1,2106,2255000,6642000,255500,6642500,4000,1000000,216,2
22590006642000,259500,6642500,1,2110,2259000,6642000,259500,6642500,4000,1000000,216,2
22600006642000,260500,6642500,1,2111,2260000,6642000,260500,6642500,4000,1000000,216,2
22710006642000,271500,6642500,1,2122,2271000,6642000,271500,6642500,4000,1000000,230,2
22720006642000,272500,6642500,1,2123,2272000,6642000,272500,6642500,4000,1000000,230,2
22730006642000,273500,6642500,1,2124,2273000,6642000,273500,6642500,4000,1000000,230,2
22740006642000,274500,6642500,1,2125,2274000,6642000,274500,6642500,4000,1000000,230,2
22750006642000,275500,6642500,1,2126,2275000,6642000,275500,6642500,4000,1000000,230,2
22760006642000,276500,6642500,1,2127,2276000,6642000,276500,6642500,4000,1000000,230,2
22770006642000,277500,6642500,1,2128,2277000,6642000,277500,6642500,4000,1000000,228,2
22780006642000,278500,6642500,1,2129,2278000,6642000,278500,6642500,4000,1000000,228,2
22790006642000,279500,6642500,1,2130,2279000,6642000,279500,6642500,4000,1000000,228,2
22800006642000,280500,6642500,1,2131,2280000,6642000,280500,6642500,4000,1000000,228,2
22820006642000,282500,6642500,1,2133,2282000,6642000,282500,6642500,4000,1000000,228,2
22830006642000,283500,6642500,1,2134,2283000,6642000,283500,6642500,4000,1000000,228,2
22840006642000,284500,6642500,1,2135,2284000,6642000,284500,6642500,4000,1000000,228,2
22850006642000,285500,6642500,1,2136,2285000,6642000,285500,6642500,4000,1000000,227,2
22860006642000,286500,6642500,1,2137,2286000,6642000,286500,6642500,4000,1000000,227,2
22930006642000,293500,6642500,1,2144,2293000,6642000,293500,6642500,4000,1000000,227,2
22940006642000,294500,6642500,1,2145,2294000,6642000,294500,6642500,4000,1000000,227,2
22950006642000,295500,6642500,1,2146,2295000,6642000,295500,6642500,4000,1000000,227,2
22960006642000,296500,6642500,1,2147,2296000,6642000,296500,6642500,4000,1000000,221,2
22970006642000,297500,6642500,1,2148,2297000,6642000,297500,6642500,4000,1000000,221,2
22980006642000,298500,6642500,1,2149,2298000,6642000,298500,6642500,4000,1000000,221,2
22990006642000,299500,6642500,1,2150,2299000,6642000,299500,6642500,4000,1000000,221,2
22510006643000,251500,6643500,1,2152,2251000,6643000,251500,6643500,4000,1000000,220,2
22520006643000,252500,6643500,1,2153,2252000,6643000,252500,6643500,4000,1000000,219,2
22530006643000,253500,6643500,1,2154,2253000,6643000,253500,6643500,4000,1000000,219,2
22540006643000,254500,6643500,1,2155,2254000,6643000,254500,6643500,4000,1000000,219,2
22550006643000,255500,6643500,1,2156,2255000,6643000,255500,6643500,4000,1000000,216,2
22590006643000,259500,6643500,1,2160,2259000,6643000,259500,6643500,4000,1000000,216,2
22600006643000,260500,6643500,1,2161,2260000,6643000,260500,6643500,4000,1000000,216,2
22710006643000,271500,6643500,1,2172,2271000,6643000,271500,6643500,4000,1000000,230,2
22720006643000,272500,6643500,1,2173,2272000,6643000,272500,6643500,4000,1000000,230,2
22730006643000,273500,6643500,1,2174,2273000,6643000,273500,6643500,4000,1000000,230,2
22740006643000,274500,6643500,1,2175,2274000,6643000,274500,6643500,4000,1000000,230,2
22750006643000,275500,6643500,1,2176,2275000,6643000,275500,6643500,4000,1000000,230,2
22760006643000,276500,6643500,1,2177,2276000,6643000,276500,6643500,4000,1000000,230,2
22770006643000,277500,6643500,1,2178,2277000,6643000,277500,6643500,4000,1000000,228,2
22780006643000,278500,6643500,1,2179,2278000,6643000,278500,6643500,4000,1000000,228,2
22790006643000,279500,6643500,1,2180,2279000,6643000,279500,6643500,4000,1000000,228,2
22820006643000,282500,6643500,1,2183,2282000,6643000,282500,6643500,4000,1000000,228,2
22830006643000,283500,6643500,1,2184,2283000,6643000,283500,6643500,4000,1000000,228,2
22840006643000,284500,6643500,1,2185,2284000,6643000,284500,6643500,4000,1000000,228,2
22850006643000,285500,6643500,1,2186,2285000,6643000,285500,6643500,4000,1000000,227,2
22860006643000,286500,6643500,1,2187,2286000,6643000,286500,6643500,4000,1000000,227,2
22920006643000,292500,6643500,1,2193,2292000,6643000,292500,6643500,4000,1000000,227,2
22930006643000,293500,6643500,1,2194,2293000,6643000,293500,6643500,4000,1000000,227,2
22940006643000,294500,6643500,1,2195,2294000,6643000,294500,6643500,4000,1000000,221,2
22950006643000,295500,6643500,1,2196,2295000,6643000,295500,6643500,4000,1000000,221,2
22960006643000,296500,6643500,1,2197,2296000,6643000,296500,6643500,4000,1000000,221,2
22970006643000,297500,6643500,1,2198,2297000,6643000,297500,6643500,4000,1000000,221,2
22980006643000,298500,6643500,1,2199,2298000,6643000,298500,6643500,4000,1000000,221,2
22990006643000,299500,6643500,1,2200,2299000,6643000,299500,6643500,4000,1000000,221,2
22520006644000,252500,6644500,1,2203,2252000,6644000,252500,6644500,4000,1000000,219,2
22530006644000,253500,6644500,1,2204,2253000,6644000,253500,6644500,4000,1000000,219,2
22540006644000,254500,6644500,1,2205,2254000,6644000,254500,6644500,4000,1000000,219,2
22550006644000,255500,6644500,1,2206,2255000,6644000,255500,6644500,4000,1000000,219,2
22580006644000,258500,6644500,1,2209,2258000,6644000,258500,6644500,4000,1000000,216,2
22590006644000,259500,6644500,1,2210,2259000,6644000,259500,6644500,4000,1000000,216,2
22600006644000,260500,6644500,1,2211,2260000,6644000,260500,6644500,4000,1000000,216,2
22710006644000,271500,6644500,1,2222,2271000,6644000,271500,6644500,4000,1000000,230,2
22720006644000,272500,6644500,1,2223,2272000,6644000,272500,6644500,4000,1000000,230,2
22730006644000,273500,6644500,1,2224,2273000,6644000,273500,6644500,4000,1000000,230,2
22740006644000,274500,6644500,1,2225,2274000,6644000,274500,6644500,4000,1000000,230,2
22760006644000,276500,6644500,1,2227,2276000,6644000,276500,6644500,4000,1000000,230,2
22770006644000,277500,6644500,1,2228,2277000,6644000,277500,6644500,4000,1000000,228,2
22780006644000,278500,6644500,1,2229,2278000,6644000,278500,6644500,4000,1000000,228,2
22790006644000,279500,6644500,1,2230,2279000,6644000,279500,6644500,4000,1000000,228,2
22830006644000,283500,6644500,1,2234,2283000,6644000,283500,6644500,4000,1000000,228,2
22840006644000,284500,6644500,1,2235,2284000,6644000,284500,6644500,4000,1000000,227,2
22850006644000,285500,6644500,1,2236,2285000,6644000,285500,6644500,4000,1000000,227,2
22860006644000,286500,6644500,1,2237,2286000,6644000,286500,6644500,4000,1000000,227,2
22900006644000,290500,6644500,1,2241,2290000,6644000,290500,6644500,4000,1000000,227,2
22910006644000,291500,6644500,1,2242,2291000,6644000,291500,6644500,4000,1000000,227,2
22920006644000,292500,6644500,1,2243,2292000,6644000,292500,6644500,4000,1000000,227,2
22930006644000,293500,6644500,1,2244,2293000,6644000,293500,6644500,4000,1000000,226,2
22940006644000,294500,6644500,1,2245,2294000,6644000,294500,6644500,4000,1000000,226,2
22950006644000,295500,6644500,1,2246,2295000,6644000,295500,6644500,4000,1000000,221,2
22960006644000,296500,6644500,1,2247,2296000,6644000,296500,6644500,4000,1000000,221,2
22970006644000,297500,6644500,1,2248,2297000,6644000,297500,6644500,4000,1000000,221,2
22980006644000,298500,6644500,1,2249,2298000,6644000,298500,6644500,4000,1000000,221,2
22990006644000,299500,6644500,1,2250,2299000,6644000,299500,6644500,4000,1000000,221,2
22510006645000,251500,6645500,1,2252,2251000,6645000,251500,6645500,4000,1000000,219,2
22520006645000,252500,6645500,1,2253,2252000,6645000,252500,6645500,4000,1000000,219,2
22550006645000,255500,6645500,1,2256,2255000,6645000,255500,6645500,4000,1000000,219,2
22560006645000,256500,6645500,1,2257,2256000,6645000,256500,6645500,4000,1000000,216,2
22570006645000,257500,6645500,1,2258,2257000,6645000,257500,6645500,4000,1000000,216,2
22580006645000,258500,6645500,1,2259,2258000,6645000,258500,6645500,4000,1000000,216,2
22710006645000,271500,6645500,1,2272,2271000,6645000,271500,6645500,4000,1000000,230,2
22720006645000,272500,6645500,1,2273,2272000,6645000,272500,6645500,4000,1000000,230,2
22730006645000,273500,6645500,1,2274,2273000,6645000,273500,6645500,4000,1000000,230,2
22740006645000,274500,6645500,1,2275,2274000,6645000,274500,6645500,4000,1000000,230,2
22760006645000,276500,6645500,1,2277,2276000,6645000,276500,6645500,4000,1000000,230,2
22770006645000,277500,6645500,1,2278,2277000,6645000,277500,6645500,4000,1000000,228,2
22780006645000,278500,6645500,1,2279,2278000,6645000,278500,6645500,4000,1000000,228,2
22790006645000,279500,6645500,1,2280,2279000,6645000,279500,6645500,4000,1000000,228,2
22800006645000,280500,6645500,1,2281,2280000,6645000,280500,6645500,4000,1000000,228,2
22830006645000,283500,6645500,1,2284,2283000,6645000,283500,6645500,4000,1000000,228,2
22840006645000,284500,6645500,1,2285,2284000,6645000,284500,6645500,4000,1000000,227,2
22850006645000,285500,6645500,1,2286,2285000,6645000,285500,6645500,4000,1000000,227,2
22860006645000,286500,6645500,1,2287,2286000,6645000,286500,6645500,4000,1000000,227,2
22880006645000,288500,6645500,1,2289,2288000,6645000,288500,6645500,4000,1000000,227,2
22890006645000,289500,6645500,1,2290,2289000,6645000,289500,6645500,4000,1000000,227,2
22900006645000,290500,6645500,1,2291,2290000,6645000,290500,6645500,4000,1000000,227,2
22910006645000,291500,6645500,1,2292,2291000,6645000,291500,6645500,4000,1000000,227,2
22920006645000,292500,6645500,1,2293,2292000,6645000,292500,6645500,4000,1000000,226,2
22930006645000,293500,6645500,1,2294,2293000,6645000,293500,6645500,4000,1000000,226,2
22940006645000,294500,6645500,1,2295,2294000,6645000,294500,6645500,4000,1000000,226,2
22950006645000,295500,6645500,1,2296,2295000,6645000,295500,6645500,4000,1000000,221,2
22960006645000,296500,6645500,1,2297,2296000,6645000,296500,6645500,4000,1000000,221,2
22970006645000,297500,6645500,1,2298,2297000,6645000,297500,6645500,4000,1000000,221,2
22980006645000,298500,6645500,1,2299,2298000,6645000,298500,6645500,4000,1000000,221,2
22990006645000,299500,6645500,1,2300,2299000,6645000,299500,6645500,4000,1000000,221,2
22510006646000,251500,6646500,1,2302,2251000,6646000,251500,6646500,4000,1000000,219,2
22520006646000,252500,6646500,1,2303,2252000,6646000,252500,6646500,4000,1000000,219,2
22560006646000,256500,6646500,1,2307,2256000,6646000,256500,6646500,4000,1000000,219,2
22720006646000,272500,6646500,1,2323,2272000,6646000,272500,6646500,4000,1000000,230,2
22760006646000,276500,6646500,1,2327,2276000,6646000,276500,6646500,4000,1000000,230,2
22770006646000,277500,6646500,1,2328,2277000,6646000,277500,6646500,4000,1000000,230,2
22780006646000,278500,6646500,1,2329,2278000,6646000,278500,6646500,4000,1000000,228,2
22790006646000,279500,6646500,1,2330,2279000,6646000,279500,6646500,4000,1000000,228,2
22800006646000,280500,6646500,1,2331,2280000,6646000,280500,6646500,4000,1000000,228,2
22830006646000,283500,6646500,1,2334,2283000,6646000,283500,6646500,4000,1000000,228,2
22840006646000,284500,6646500,1,2335,2284000,6646000,284500,6646500,4000,1000000,227,2
22850006646000,285500,6646500,1,2336,2285000,6646000,285500,6646500,4000,1000000,227,2
22870006646000,287500,6646500,1,2338,2287000,6646000,287500,6646500,4000,1000000,227,2
22880006646000,288500,6646500,1,2339,2288000,6646000,288500,6646500,4000,1000000,227,2
22890006646000,289500,6646500,1,2340,2289000,6646000,289500,6646500,4000,1000000,227,2
22900006646000,290500,6646500,1,2341,2290000,6646000,290500,6646500,4000,1000000,227,2
22910006646000,291500,6646500,1,2342,2291000,6646000,291500,6646500,4000,1000000,226,2
22920006646000,292500,6646500,1,2343,2292000,6646000,292500,6646500,4000,1000000,226,2
22930006646000,293500,6646500,1,2344,2293000,6646000,293500,6646500,4000,1000000,226,2
22940006646000,294500,6646500,1,2345,2294000,6646000,294500,6646500,4000,1000000,226,2
22950006646000,295500,6646500,1,2346,2295000,6646000,295500,6646500,4000,1000000,221,2
22960006646000,296500,6646500,1,2347,2296000,6646000,296500,6646500,4000,1000000,221,2
22980006646000,298500,6646500,1,2349,2298000,6646000,298500,6646500,4000,1000000,221,2
22560006647000,256500,6647500,1,2357,2256000,6647000,256500,6647500,4000,1000000,219,2
22710006647000,271500,6647500,1,2372,2271000,6647000,271500,6647500,4000,1000000,230,2
22720006647000,272500,6647500,1,2373,2272000,6647000,272500,6647500,4000,1000000,230,2
22760006647000,276500,6647500,1,2377,2276000,6647000,276500,6647500,4000,1000000,230,2
22770006647000,277500,6647500,1,2378,2277000,6647000,277500,6647500,4000,1000000,230,2
22780006647000,278500,6647500,1,2379,2278000,6647000,278500,6647500,4000,1000000,228,2
22790006647000,279500,6647500,1,2380,2279000,6647000,279500,6647500,4000,1000000,228,2
22800006647000,280500,6647500,1,2381,2280000,6647000,280500,6647500,4000,1000000,228,2
22840006647000,284500,6647500,1,2385,2284000,6647000,284500,6647500,4000,1000000,227,2
22870006647000,287500,6647500,1,2388,2287000,6647000,287500,6647500,4000,1000000,227,2
22880006647000,288500,6647500,1,2389,2288000,6647000,288500,6647500,4000,1000000,227,2
22890006647000,289500,6647500,1,2390,2289000,6647000,289500,6647500,4000,1000000,227,2
22900006647000,290500,6647500,1,2391,2290000,6647000,290500,6647500,4000,1000000,227,2
22910006647000,291500,6647500,1,2392,2291000,6647000,291500,6647500,4000,1000000,226,2
22920006647000,292500,6647500,1,2393,2292000,6647000,292500,6647500,4000,1000000,226,2
22930006647000,293500,6647500,1,2394,2293000,6647000,293500,6647500,4000,1000000,226,2
22940006647000,294500,6647500,1,2395,2294000,6647000,294500,6647500,4000,1000000,226,2
22950006647000,295500,6647500,1,2396,2295000,6647000,295500,6647500,4000,1000000,221,2
22960006647000,296500,6647500,1,2397,2296000,6647000,296500,6647500,4000,1000000,221,2
22980006647000,298500,6647500,1,2399,2298000,6647000,298500,6647500,4000,1000000,221,2
22770006648000,277500,6648500,1,2428,2277000,6648000,277500,6648500,4000,1000000,230,2
22780006648000,278500,6648500,1,2429,2278000,6648000,278500,6648500,4000,1000000,228,2
22790006648000,279500,6648500,1,2430,2279000,6648000,279500,6648500,4000,1000000,228,2
22820006648000,282500,6648500,1,2433,2282000,6648000,282500,6648500,4000,1000000,227,2
22890006648000,289500,6648500,1,2440,2289000,6648000,289500,6648500,4000,1000000,227,2
22900006648000,290500,6648500,1,2441,2290000,6648000,290500,6648500,4000,1000000,227,2
22910006648000,291500,6648500,1,2442,2291000,6648000,291500,6648500,4000,1000000,226,2
22920006648000,292500,6648500,1,2443,2292000,6648000,292500,6648500,4000,1000000,226,2
22930006648000,293500,6648500,1,2444,2293000,6648000,293500,6648500,4000,1000000,226,2
22940006648000,294500,6648500,1,2445,2294000,6648000,294500,6648500,4000,1000000,226,2
22950006648000,295500,6648500,1,2446,2295000,6648000,295500,6648500,4000,1000000,226,2
22990006648000,299500,6648500,1,2450,2299000,6648000,299500,6648500,4000,1000000,221,2
22780006649000,278500,6649500,1,2479,2278000,6649000,278500,6649500,4000,1000000,228,2
22820006649000,282500,6649500,1,2483,2282000,6649000,282500,6649500,4000,1000000,227,2
22890006649000,289500,6649500,1,2490,2289000,6649000,289500,6649500,4000,1000000,227,2
22900006649000,290500,6649500,1,2491,2290000,6649000,290500,6649500,4000,1000000,227,2
22910006649000,291500,6649500,1,2492,2291000,6649000,291500,6649500,4000,1000000,226,2
22930006649000,293500,6649500,1,2494,2293000,6649000,293500,6649500,4000,1000000,226,2
22940006649000,294500,6649500,1,2495,2294000,6649000,294500,6649500,4000,1000000,226,2
22810006650000,281500,6650500,1,32,2281000,6650000,281500,6650500,4000,1000000,227,2
22820006650000,282500,6650500,1,33,2282000,6650000,282500,6650500,4000,1000000,227,2
22890006650000,289500,6650500,1,40,2289000,6650000,289500,6650500,4000,1000000,227,2
22900006650000,290500,6650500,1,41,2290000,6650000,290500,6650500,4000,1000000,226,2
22910006650000,291500,6650500,1,42,2291000,6650000,291500,6650500,4000,1000000,226,2
22920006650000,292500,6650500,1,43,2292000,6650000,292500,6650500,4000,1000000,226,2
22940006650000,294500,6650500,1,45,2294000,6650000,294500,6650500,4000,1000000,226,2
22810006651000,281500,6651500,1,82,2281000,6651000,281500,6651500,4000,1000000,231,2
22860006651000,286500,6651500,1,87,2286000,6651000,286500,6651500,4000,1000000,227,2
22900006651000,290500,6651500,1,91,2290000,6651000,290500,6651500,4000,1000000,226,2
22910006651000,291500,6651500,1,92,2291000,6651000,291500,6651500,4000,1000000,226,2
22920006651000,292500,6651500,1,93,2292000,6651000,292500,6651500,4000,1000000,226,2
22810006652000,281500,6652500,1,132,2281000,6652000,281500,6652500,4000,1000000,231,2
22840006652000,284500,6652500,1,135,2284000,6652000,284500,6652500,4000,1000000,227,2
22890006652000,289500,6652500,1,140,2289000,6652000,289500,6652500,4000,1000000,226,2
22900006652000,290500,6652500,1,141,2290000,6652000,290500,6652500,4000,1000000,226,2
22910006652000,291500,6652500,1,142,2291000,6652000,291500,6652500,4000,1000000,226,2
22920006652000,292500,6652500,1,143,2292000,6652000,292500,6652500,4000,1000000,226,2
22930006652000,293500,6652500,1,144,2293000,6652000,293500,6652500,4000,1000000,226,2
22950006652000,295500,6652500,1,146,2295000,6652000,295500,6652500,4000,1000000,226,2
22960006652000,296500,6652500,1,147,2296000,6652000,296500,6652500,4000,1000000,226,2
22990006652000,299500,6652500,1,150,2299000,6652000,299500,6652500,4000,1000000,221,2
22510006653000,251500,6653500,1,152,2251000,6653000,251500,6653500,4000,1000000,219,2
22740006653000,274500,6653500,1,175,2274000,6653000,274500,6653500,4000,1000000,231,2
22810006653000,281500,6653500,1,182,2281000,6653000,281500,6653500,4000,1000000,231,2
22850006653000,285500,6653500,1,186,2285000,6653000,285500,6653500,4000,1000000,227,2
22910006653000,291500,6653500,1,192,2291000,6653000,291500,6653500,4000,1000000,226,2
22920006653000,292500,6653500,1,193,2292000,6653000,292500,6653500,4000,1000000,226,2
22930006653000,293500,6653500,1,194,2293000,6653000,293500,6653500,4000,1000000,226,2
22980006653000,298500,6653500,1,199,2298000,6653000,298500,6653500,4000,1000000,226,2
22990006653000,299500,6653500,1,200,2299000,6653000,299500,6653500,4000,1000000,221,2
22500006654000,250500,6654500,1,201,2250000,6654000,250500,6654500,4000,1000000,219,2
22520006654000,252500,6654500,1,203,2252000,6654000,252500,6654500,4000,1000000,219,2
22740006654000,274500,6654500,1,225,2274000,6654000,274500,6654500,4000,1000000,231,2
22810006654000,281500,6654500,1,232,2281000,6654000,281500,6654500,4000,1000000,231,2
22830006654000,283500,6654500,1,234,2283000,6654000,283500,6654500,4000,1000000,227,2
22840006654000,284500,6654500,1,235,2284000,6654000,284500,6654500,4000,1000000,231,2
22850006654000,285500,6654500,1,236,2285000,6654000,285500,6654500,4000,1000000,231,2
22860006654000,286500,6654500,1,237,2286000,6654000,286500,6654500,4000,1000000,227,2
22870006654000,287500,6654500,1,238,2287000,6654000,287500,6654500,4000,1000000,227,2
22950006654000,295500,6654500,1,246,2295000,6654000,295500,6654500,4000,1000000,226,2
22990006654000,299500,6654500,1,250,2299000,6654000,299500,6654500,4000,1000000,226,2
22500006655000,250500,6655500,1,251,2250000,6655000,250500,6655500,4000,1000000,219,2
22520006655000,252500,6655500,1,253,2252000,6655000,252500,6655500,4000,1000000,219,2
22810006655000,281500,6655500,1,282,2281000,6655000,281500,6655500,4000,1000000,231,2
22820006655000,282500,6655500,1,283,2282000,6655000,282500,6655500,4000,1000000,231,2
22840006655000,284500,6655500,1,285,2284000,6655000,284500,6655500,4000,1000000,231,2
22860006655000,286500,6655500,1,287,2286000,6655000,286500,6655500,4000,1000000,231,2
22880006655000,288500,6655500,1,289,2288000,6655000,288500,6655500,4000,1000000,226,2
22990006655000,299500,6655500,1,300,2299000,6655000,299500,6655500,4000,1000000,226,2
22500006656000,250500,6656500,1,301,2250000,6656000,250500,6656500,4000,1000000,219,2
22520006656000,252500,6656500,1,303,2252000,6656000,252500,6656500,4000,1000000,219,2
22530006656000,253500,6656500,1,304,2253000,6656000,253500,6656500,4000,1000000,219,2
22710006656000,271500,6656500,1,322,2271000,6656000,271500,6656500,4000,1000000,233,2
22810006656000,281500,6656500,1,332,2281000,6656000,281500,6656500,4000,1000000,231,2
22850006656000,285500,6656500,1,336,2285000,6656000,285500,6656500,4000,1000000,231,2
22860006656000,286500,6656500,1,337,2286000,6656000,286500,6656500,4000,1000000,226,2
22870006656000,287500,6656500,1,338,2287000,6656000,287500,6656500,4000,1000000,226,2
22950006656000,295500,6656500,1,346,2295000,6656000,295500,6656500,4000,1000000,226,2
22500006657000,250500,6657500,1,351,2250000,6657000,250500,6657500,4000,1000000,219,2
22510006657000,251500,6657500,1,352,2251000,6657000,251500,6657500,4000,1000000,219,2
22520006657000,252500,6657500,1,353,2252000,6657000,252500,6657500,4000,1000000,219,2
22530006657000,253500,6657500,1,354,2253000,6657000,253500,6657500,4000,1000000,219,2
22700006657000,270500,6657500,1,371,2270000,6657000,270500,6657500,4000,1000000,233,2
22840006657000,284500,6657500,1,385,2284000,6657000,284500,6657500,4000,1000000,226,2
22850006657000,285500,6657500,1,386,2285000,6657000,285500,6657500,4000,1000000,226,2
22860006657000,286500,6657500,1,387,2286000,6657000,286500,6657500,4000,1000000,226,2
22870006657000,287500,6657500,1,388,2287000,6657000,287500,6657500,4000,1000000,226,2
22920006657000,292500,6657500,1,393,2292000,6657000,292500,6657500,4000,1000000,226,2
22500006658000,250500,6658500,1,401,2250000,6658000,250500,6658500,4000,1000000,219,2
22510006658000,251500,6658500,1,402,2251000,6658000,251500,6658500,4000,1000000,219,2
22520006658000,252500,6658500,1,403,2252000,6658000,252500,6658500,4000,1000000,219,2
22700006658000,270500,6658500,1,421,2270000,6658000,270500,6658500,4000,1000000,233,2
22750006658000,275500,6658500,1,426,2275000,6658000,275500,6658500,4000,1000000,233,2
22860006658000,286500,6658500,1,437,2286000,6658000,286500,6658500,4000,1000000,226,2
22890006658000,289500,6658500,1,440,2289000,6658000,289500,6658500,4000,1000000,226,2
22960006658000,296500,6658500,1,447,2296000,6658000,296500,6658500,4000,1000000,226,2
22970006658000,297500,6658500,1,448,2297000,6658000,297500,6658500,4000,1000000,226,2
22500006659000,250500,6659500,1,451,2250000,6659000,250500,6659500,4000,1000000,219,2
22510006659000,251500,6659500,1,452,2251000,6659000,251500,6659500,4000,1000000,219,2
22680006659000,268500,6659500,1,469,2268000,6659000,268500,6659500,4000,1000000,233,2
22690006659000,269500,6659500,1,470,2269000,6659000,269500,6659500,4000,1000000,233,2
22710006659000,271500,6659500,1,472,2271000,6659000,271500,6659500,4000,1000000,233,2
22910006659000,291500,6659500,1,492,2291000,6659000,291500,6659500,4000,1000000,226,2
22960006659000,296500,6659500,1,497,2296000,6659000,296500,6659500,4000,1000000,226,2
22680006660000,268500,6660500,1,519,2268000,6660000,268500,6660500,4000,1000000,233,2
22690006660000,269500,6660500,1,520,2269000,6660000,269500,6660500,4000,1000000,233,2
22700006660000,270500,6660500,1,521,2270000,6660000,270500,6660500,4000,1000000,233,2
22740006660000,274500,6660500,1,525,2274000,6660000,274500,6660500,4000,1000000,233,2
22770006660000,277500,6660500,1,528,2277000,6660000,277500,6660500,4000,1000000,231,2
22850006660000,285500,6660500,1,536,2285000,6660000,285500,6660500,4000,1000000,226,2
22920006660000,292500,6660500,1,543,2292000,6660000,292500,6660500,4000,1000000,226,2
22930006660000,293500,6660500,1,544,2293000,6660000,293500,6660500,4000,1000000,226,2
22980006660000,298500,6660500,1,549,2298000,6660000,298500,6660500,4000,1000000,236,2
22670006661000,267500,6661500,1,568,2267000,6661000,267500,6661500,4000,1000000,233,2
22690006661000,269500,6661500,1,570,2269000,6661000,269500,6661500,4000,1000000,233,2
22740006661000,274500,6661500,1,575,2274000,6661000,274500,6661500,4000,1000000,233,2
22750006661000,275500,6661500,1,576,2275000,6661000,275500,6661500,4000,1000000,231,2
22760006661000,276500,6661500,1,577,2276000,6661000,276500,6661500,4000,1000000,231,2
22770006661000,277500,6661500,1,578,2277000,6661000,277500,6661500,4000,1000000,231,2
22930006661000,293500,6661500,1,594,2293000,6661000,293500,6661500,4000,1000000,226,2
22670006662000,267500,6662500,1,618,2267000,6662000,267500,6662500,4000,1000000,233,2
22680006662000,268500,6662500,1,619,2268000,6662000,268500,6662500,4000,1000000,233,2
22690006662000,269500,6662500,1,620,2269000,6662000,269500,6662500,4000,1000000,233,2
22730006662000,273500,6662500,1,624,2273000,6662000,273500,6662500,4000,1000000,233,2
22740006662000,274500,6662500,1,625,2274000,6662000,274500,6662500,4000,1000000,233,2
22750006662000,275500,6662500,1,626,2275000,6662000,275500,6662500,4000,1000000,233,2
22760006662000,276500,6662500,1,627,2276000,6662000,276500,6662500,4000,1000000,231,2
22770006662000,277500,6662500,1,628,2277000,6662000,277500,6662500,4000,1000000,234,2
22780006662000,278500,6662500,1,629,2278000,6662000,278500,6662500,4000,1000000,234,2
