SSBID1000M,pop_tot,year,easting,northing
22830006708000,23,2016,283500.0,6708500.0
22830006709000,35,2016,283500.0,6709500.0
22830006710000,11,2016,283500.0,6710500.0
22830006712000,9,2016,283500.0,6712500.0
22830006713000,7,2016,283500.0,6713500.0
22840006624000,20,2016,284500.0,6624500.0
22840006625000,10,2016,284500.0,6625500.0
22840006626000,4,2016,284500.0,6626500.0
22840006627000,14,2016,284500.0,6627500.0
22840006628000,79,2016,284500.0,6628500.0
22840006629000,11,2016,284500.0,6629500.0
22840006630000,79,2016,284500.0,6630500.0
22840006631000,207,2016,284500.0,6631500.0
22840006632000,22,2016,284500.0,6632500.0
22840006633000,5,2016,284500.0,6633500.0
22840006636000,9,2016,284500.0,6636500.0
22840006637000,13,2016,284500.0,6637500.0
22840006638000,704,2016,284500.0,6638500.0
22840006639000,251,2016,284500.0,6639500.0
22840006648000,302,2016,284500.0,6648500.0
22840006649000,1059,2016,284500.0,6649500.0
22840006650000,605,2016,284500.0,6650500.0
22840006651000,350,2016,284500.0,6651500.0
22840006653000,8,2016,284500.0,6653500.0
22840006655000,15,2016,284500.0,6655500.0
22840006656000,16,2016,284500.0,6656500.0
22840006658000,37,2016,284500.0,6658500.0
22840006659000,42,2016,284500.0,6659500.0
22840006660000,18,2016,284500.0,6660500.0
22840006661000,860,2016,284500.0,6661500.0
22840006662000,69,2016,284500.0,6662500.0
22840006663000,25,2016,284500.0,6663500.0
22840006664000,645,2016,284500.0,6664500.0
22840006665000,1514,2016,284500.0,6665500.0
22840006666000,1524,2016,284500.0,6666500.0
22840006667000,269,2016,284500.0,6667500.0
22840006668000,17,2016,284500.0,6668500.0
22840006669000,13,2016,284500.0,6669500.0
22840006670000,21,2016,284500.0,6670500.0
22840006671000,8,2016,284500.0,6671500.0
22840006672000,11,2016,284500.0,6672500.0
22840006673000,43,2016,284500.0,6673500.0
22840006674000,100,2016,284500.0,6674500.0
22840006675000,438,2016,284500.0,6675500.0
22840006676000,13,2016,284500.0,6676500.0
22840006685000,6,2016,284500.0,6685500.0
22840006686000,9,2016,284500.0,6686500.0
22840006687000,33,2016,284500.0,6687500.0
22840006688000,1,2016,284500.0,6688500.0
22840006695000,3,2016,284500.0,6695500.0
22840006702000,8,2016,284500.0,6702500.0
22840006703000,2,2016,284500.0,6703500.0
22840006704000,22,2016,284500.0,6704500.0
22840006705000,52,2016,284500.0,6705500.0
22840006706000,7,2016,284500.0,6706500.0
22840006710000,13,2016,284500.0,6710500.0
22850006623000,1,2016,285500.0,6623500.0
22850006624000,15,2016,285500.0,6624500.0
22850006625000,30,2016,285500.0,6625500.0
22850006626000,20,2016,285500.0,6626500.0
22850006627000,7,2016,285500.0,6627500.0
22850006628000,28,2016,285500.0,6628500.0
22850006629000,18,2016,285500.0,6629500.0
22850006630000,49,2016,285500.0,6630500.0
22850006631000,3,2016,285500.0,6631500.0
22850006632000,25,2016,285500.0,6632500.0
22850006633000,54,2016,285500.0,6633500.0
22850006634000,23,2016,285500.0,6634500.0
22850006635000,52,2016,285500.0,6635500.0
22850006636000,46,2016,285500.0,6636500.0
22850006637000,63,2016,285500.0,6637500.0
22850006638000,62,2016,285500.0,6638500.0
22850006646000,8,2016,285500.0,6646500.0
22850006647000,63,2016,285500.0,6647500.0
22850006648000,177,2016,285500.0,6648500.0
22850006649000,772,2016,285500.0,6649500.0
22850006650000,1050,2016,285500.0,6650500.0
22850006651000,813,2016,285500.0,6651500.0
22850006652000,15,2016,285500.0,6652500.0
22850006654000,3,2016,285500.0,6654500.0
22850006655000,14,2016,285500.0,6655500.0
22850006656000,2,2016,285500.0,6656500.0
22850006658000,1044,2016,285500.0,6658500.0
22850006659000,230,2016,285500.0,6659500.0
22850006660000,1,2016,285500.0,6660500.0
22850006661000,35,2016,285500.0,6661500.0
22850006662000,11,2016,285500.0,6662500.0
22850006663000,55,2016,285500.0,6663500.0
22850006664000,150,2016,285500.0,6664500.0
22850006665000,1774,2016,285500.0,6665500.0
22850006666000,1037,2016,285500.0,6666500.0
22850006667000,374,2016,285500.0,6667500.0
22850006668000,52,2016,285500.0,6668500.0
22850006669000,38,2016,285500.0,6669500.0
22850006670000,43,2016,285500.0,6670500.0
22850006671000,3,2016,285500.0,6671500.0
22850006672000,3,2016,285500.0,6672500.0
22850006674000,1120,2016,285500.0,6674500.0
22850006675000,656,2016,285500.0,6675500.0
22850006676000,8,2016,285500.0,6676500.0
22850006681000,3,2016,285500.0,6681500.0
22850006687000,5,2016,285500.0,6687500.0
22850006688000,14,2016,285500.0,6688500.0
22850006689000,6,2016,285500.0,6689500.0
22860006622000,11,2016,286500.0,6622500.0
22860006623000,4,2016,286500.0,6623500.0
22860006624000,23,2016,286500.0,6624500.0
22860006625000,17,2016,286500.0,6625500.0
22860006626000,18,2016,286500.0,6626500.0
22860006627000,8,2016,286500.0,6627500.0
22860006628000,12,2016,286500.0,6628500.0
22860006629000,7,2016,286500.0,6629500.0
22860006630000,25,2016,286500.0,6630500.0
22860006632000,4,2016,286500.0,6632500.0
22860006633000,7,2016,286500.0,6633500.0
22860006634000,31,2016,286500.0,6634500.0
22860006635000,33,2016,286500.0,6635500.0
22860006636000,11,2016,286500.0,6636500.0
22860006637000,4,2016,286500.0,6637500.0
22860006644000,5,2016,286500.0,6644500.0
22860006645000,21,2016,286500.0,6645500.0
22860006646000,50,2016,286500.0,6646500.0
22860006647000,50,2016,286500.0,6647500.0
22860006648000,641,2016,286500.0,6648500.0
22860006649000,387,2016,286500.0,6649500.0
22860006650000,45,2016,286500.0,6650500.0
22860006651000,7,2016,286500.0,6651500.0
22860006652000,15,2016,286500.0,6652500.0
22860006653000,1,2016,286500.0,6653500.0
22860006658000,4,2016,286500.0,6658500.0
22860006659000,127,2016,286500.0,6659500.0
22860006660000,57,2016,286500.0,6660500.0
22860006661000,15,2016,286500.0,6661500.0
22860006662000,8,2016,286500.0,6662500.0
22860006663000,4,2016,286500.0,6663500.0
22860006664000,12,2016,286500.0,6664500.0
22860006665000,101,2016,286500.0,6665500.0
22860006666000,80,2016,286500.0,6666500.0
22860006667000,39,2016,286500.0,6667500.0
22860006668000,34,2016,286500.0,6668500.0
22860006669000,22,2016,286500.0,6669500.0
22860006671000,17,2016,286500.0,6671500.0
22860006672000,219,2016,286500.0,6672500.0
22860006673000,694,2016,286500.0,6673500.0
22860006674000,850,2016,286500.0,6674500.0
22860006678000,8,2016,286500.0,6678500.0
22860006679000,18,2016,286500.0,6679500.0
22860006680000,28,2016,286500.0,6680500.0
22860006681000,17,2016,286500.0,6681500.0
22860006682000,65,2016,286500.0,6682500.0
22860006683000,81,2016,286500.0,6683500.0
22860006689000,2,2016,286500.0,6689500.0
22860006690000,12,2016,286500.0,6690500.0
22860006691000,7,2016,286500.0,6691500.0
22860006712000,3,2016,286500.0,6712500.0
22870006626000,4,2016,287500.0,6626500.0
22870006630000,8,2016,287500.0,6630500.0
22870006631000,5,2016,287500.0,6631500.0
22870006642000,1,2016,287500.0,6642500.0
22870006643000,7,2016,287500.0,6643500.0
22870006644000,51,2016,287500.0,6644500.0
22870006645000,57,2016,287500.0,6645500.0
22870006646000,2,2016,287500.0,6646500.0
22870006648000,68,2016,287500.0,6648500.0
22870006649000,731,2016,287500.0,6649500.0
22870006650000,330,2016,287500.0,6650500.0
22870006651000,35,2016,287500.0,6651500.0
22870006652000,18,2016,287500.0,6652500.0
22870006653000,17,2016,287500.0,6653500.0
22870006655000,3,2016,287500.0,6655500.0
22870006658000,24,2016,287500.0,6658500.0
22870006659000,24,2016,287500.0,6659500.0
22870006660000,70,2016,287500.0,6660500.0
22870006661000,26,2016,287500.0,6661500.0
22870006662000,15,2016,287500.0,6662500.0
22870006663000,24,2016,287500.0,6663500.0
22870006664000,1,2016,287500.0,6664500.0
22870006665000,9,2016,287500.0,6665500.0
22870006666000,30,2016,287500.0,6666500.0
22870006667000,8,2016,287500.0,6667500.0
22870006668000,18,2016,287500.0,6668500.0
22870006669000,7,2016,287500.0,6669500.0
22870006672000,1445,2016,287500.0,6672500.0
22870006673000,2228,2016,287500.0,6673500.0
22870006674000,2236,2016,287500.0,6674500.0
22870006675000,388,2016,287500.0,6675500.0
22870006676000,228,2016,287500.0,6676500.0
22870006677000,11,2016,287500.0,6677500.0
22870006678000,62,2016,287500.0,6678500.0
22870006679000,14,2016,287500.0,6679500.0
22870006680000,27,2016,287500.0,6680500.0
22870006681000,33,2016,287500.0,6681500.0
22870006682000,111,2016,287500.0,6682500.0
22870006683000,788,2016,287500.0,6683500.0
22870006684000,72,2016,287500.0,6684500.0
22870006685000,1,2016,287500.0,6685500.0
22870006688000,669,2016,287500.0,6688500.0
22870006689000,1661,2016,287500.0,6689500.0
22870006690000,294,2016,287500.0,6690500.0
22870006691000,201,2016,287500.0,6691500.0
22870006692000,55,2016,287500.0,6692500.0
22870006702000,3,2016,287500.0,6702500.0
22870006711000,11,2016,287500.0,6711500.0
22870006712000,27,2016,287500.0,6712500.0
22870006713000,15,2016,287500.0,6713500.0
22880006639000,22,2016,288500.0,6639500.0
22880006640000,43,2016,288500.0,6640500.0
22880006641000,39,2016,288500.0,6641500.0
22880006642000,48,2016,288500.0,6642500.0
22880006643000,119,2016,288500.0,6643500.0
22880006644000,172,2016,288500.0,6644500.0
22880006648000,6,2016,288500.0,6648500.0
22880006649000,64,2016,288500.0,6649500.0
22880006650000,101,2016,288500.0,6650500.0
22880006651000,70,2016,288500.0,6651500.0
22880006652000,20,2016,288500.0,6652500.0
22880006653000,171,2016,288500.0,6653500.0
22880006654000,9,2016,288500.0,6654500.0
22880006655000,3,2016,288500.0,6655500.0
22880006656000,8,2016,288500.0,6656500.0
22880006657000,10,2016,288500.0,6657500.0
22880006658000,28,2016,288500.0,6658500.0
22880006659000,45,2016,288500.0,6659500.0
22880006660000,42,2016,288500.0,6660500.0
22880006661000,10,2016,288500.0,6661500.0
22880006665000,7,2016,288500.0,6665500.0
22880006666000,16,2016,288500.0,6666500.0
22880006667000,26,2016,288500.0,6667500.0
22880006668000,14,2016,288500.0,6668500.0
22880006669000,12,2016,288500.0,6669500.0
22880006670000,3,2016,288500.0,6670500.0
22880006672000,1466,2016,288500.0,6672500.0
22880006673000,1370,2016,288500.0,6673500.0
22880006674000,779,2016,288500.0,6674500.0
22880006675000,2049,2016,288500.0,6675500.0
22880006678000,2,2016,288500.0,6678500.0
22880006679000,4,2016,288500.0,6679500.0
22880006681000,3,2016,288500.0,6681500.0
22880006683000,5,2016,288500.0,6683500.0
22880006684000,143,2016,288500.0,6684500.0
22880006685000,35,2016,288500.0,6685500.0
22880006686000,77,2016,288500.0,6686500.0
22880006687000,1350,2016,288500.0,6687500.0
22880006688000,1044,2016,288500.0,6688500.0
22880006689000,686,2016,288500.0,6689500.0
22880006690000,53,2016,288500.0,6690500.0
22880006691000,98,2016,288500.0,6691500.0
22880006692000,46,2016,288500.0,6692500.0
22880006693000,4,2016,288500.0,6693500.0
22880006694000,3,2016,288500.0,6694500.0
22880006695000,1,2016,288500.0,6695500.0
22880006710000,31,2016,288500.0,6710500.0
22880006711000,242,2016,288500.0,6711500.0
22880006712000,159,2016,288500.0,6712500.0
22880006713000,17,2016,288500.0,6713500.0
22880006723000,2,2016,288500.0,6723500.0
22890006631000,11,2016,289500.0,6631500.0
22890006632000,12,2016,289500.0,6632500.0
22890006633000,14,2016,289500.0,6633500.0
22890006634000,18,2016,289500.0,6634500.0
22890006635000,13,2016,289500.0,6635500.0
22890006637000,2,2016,289500.0,6637500.0
22890006638000,14,2016,289500.0,6638500.0
22890006639000,16,2016,289500.0,6639500.0
22890006640000,62,2016,289500.0,6640500.0
22890006641000,122,2016,289500.0,6641500.0
22890006642000,20,2016,289500.0,6642500.0
22890006643000,248,2016,289500.0,6643500.0
22890006644000,315,2016,289500.0,6644500.0
22890006650000,8,2016,289500.0,6650500.0
22890006651000,15,2016,289500.0,6651500.0
22890006653000,19,2016,289500.0,6653500.0
22890006654000,87,2016,289500.0,6654500.0
22890006655000,806,2016,289500.0,6655500.0
22890006656000,177,2016,289500.0,6656500.0
22890006657000,9,2016,289500.0,6657500.0
22890006658000,13,2016,289500.0,6658500.0
22890006659000,655,2016,289500.0,6659500.0
22890006660000,110,2016,289500.0,6660500.0
22890006661000,23,2016,289500.0,6661500.0
22890006662000,11,2016,289500.0,6662500.0
22890006663000,11,2016,289500.0,6663500.0
22890006664000,5,2016,289500.0,6664500.0
22890006665000,34,2016,289500.0,6665500.0
22890006666000,14,2016,289500.0,6666500.0
22890006667000,133,2016,289500.0,6667500.0
22890006668000,846,2016,289500.0,6668500.0
22890006669000,26,2016,289500.0,6669500.0
22890006671000,40,2016,289500.0,6671500.0
22890006672000,1271,2016,289500.0,6672500.0
22890006673000,316,2016,289500.0,6673500.0
22890006674000,6,2016,289500.0,6674500.0
22890006675000,2,2016,289500.0,6675500.0
22890006676000,26,2016,289500.0,6676500.0
22890006677000,11,2016,289500.0,6677500.0
22890006678000,56,2016,289500.0,6678500.0
22890006683000,21,2016,289500.0,6683500.0
22890006684000,500,2016,289500.0,6684500.0
22890006685000,1132,2016,289500.0,6685500.0
22890006686000,747,2016,289500.0,6686500.0
22890006687000,1765,2016,289500.0,6687500.0
22890006688000,552,2016,289500.0,6688500.0
22890006689000,253,2016,289500.0,6689500.0
22890006690000,222,2016,289500.0,6690500.0
22890006691000,68,2016,289500.0,6691500.0
22890006692000,80,2016,289500.0,6692500.0
22890006693000,266,2016,289500.0,6693500.0
22890006694000,200,2016,289500.0,6694500.0
22890006695000,28,2016,289500.0,6695500.0
22890006696000,7,2016,289500.0,6696500.0
22890006697000,1,2016,289500.0,6697500.0
22890006701000,5,2016,289500.0,6701500.0
22890006702000,11,2016,289500.0,6702500.0
22890006703000,1,2016,289500.0,6703500.0
22890006709000,7,2016,289500.0,6709500.0
22890006710000,33,2016,289500.0,6710500.0
22890006711000,12,2016,289500.0,6711500.0
22890006712000,6,2016,289500.0,6712500.0
22890006713000,83,2016,289500.0,6713500.0
22890006714000,27,2016,289500.0,6714500.0
22890006718000,8,2016,289500.0,6718500.0
22890006719000,7,2016,289500.0,6719500.0
22890006722000,4,2016,289500.0,6722500.0
22900006631000,26,2016,290500.0,6631500.0
22900006632000,35,2016,290500.0,6632500.0
22900006633000,45,2016,290500.0,6633500.0
22900006634000,71,2016,290500.0,6634500.0
22900006635000,24,2016,290500.0,6635500.0
22900006637000,2,2016,290500.0,6637500.0
22900006638000,2,2016,290500.0,6638500.0
22900006639000,20,2016,290500.0,6639500.0
22900006640000,10,2016,290500.0,6640500.0
22900006641000,13,2016,290500.0,6641500.0
22900006642000,28,2016,290500.0,6642500.0
22900006643000,81,2016,290500.0,6643500.0
22900006644000,11,2016,290500.0,6644500.0
22900006653000,366,2016,290500.0,6653500.0
22900006654000,1398,2016,290500.0,6654500.0
22900006655000,1430,2016,290500.0,6655500.0
22900006656000,156,2016,290500.0,6656500.0
22900006657000,46,2016,290500.0,6657500.0
22900006658000,52,2016,290500.0,6658500.0
22900006659000,274,2016,290500.0,6659500.0
22900006660000,39,2016,290500.0,6660500.0
22900006661000,16,2016,290500.0,6661500.0
22900006663000,38,2016,290500.0,6663500.0
22900006666000,5,2016,290500.0,6666500.0
22900006667000,26,2016,290500.0,6667500.0
22900006668000,17,2016,290500.0,6668500.0
22900006669000,6,2016,290500.0,6669500.0
22900006670000,16,2016,290500.0,6670500.0
22900006671000,23,2016,290500.0,6671500.0
22900006672000,1277,2016,290500.0,6672500.0
22900006673000,394,2016,290500.0,6673500.0
22900006674000,7,2016,290500.0,6674500.0
22900006676000,38,2016,290500.0,6676500.0
22900006677000,88,2016,290500.0,6677500.0
22900006681000,7,2016,290500.0,6681500.0
22900006682000,2,2016,290500.0,6682500.0
22900006683000,20,2016,290500.0,6683500.0
22900006684000,575,2016,290500.0,6684500.0
22900006685000,780,2016,290500.0,6685500.0
22900006686000,102,2016,290500.0,6686500.0
22900006687000,47,2016,290500.0,6687500.0
22900006688000,15,2016,290500.0,6688500.0
22900006689000,36,2016,290500.0,6689500.0
22900006690000,61,2016,290500.0,6690500.0
22900006691000,25,2016,290500.0,6691500.0
22900006692000,36,2016,290500.0,6692500.0
22900006693000,487,2016,290500.0,6693500.0
22900006694000,361,2016,290500.0,6694500.0
22900006695000,47,2016,290500.0,6695500.0
22900006696000,20,2016,290500.0,6696500.0
22900006697000,23,2016,290500.0,6697500.0
22900006698000,37,2016,290500.0,6698500.0
22900006699000,15,2016,290500.0,6699500.0
22900006700000,260,2016,290500.0,6700500.0
22900006701000,104,2016,290500.0,6701500.0
22900006702000,79,2016,290500.0,6702500.0
22900006703000,43,2016,290500.0,6703500.0
22900006705000,1,2016,290500.0,6705500.0
22900006706000,27,2016,290500.0,6706500.0
22900006707000,19,2016,290500.0,6707500.0
22900006708000,27,2016,290500.0,6708500.0
22900006709000,9,2016,290500.0,6709500.0
22900006714000,28,2016,290500.0,6714500.0
22900006715000,23,2016,290500.0,6715500.0
22900006716000,6,2016,290500.0,6716500.0
22900006717000,36,2016,290500.0,6717500.0
22900006718000,16,2016,290500.0,6718500.0
22900006719000,36,2016,290500.0,6719500.0
22900006720000,4,2016,290500.0,6720500.0
22910006631000,3,2016,291500.0,6631500.0
22910006632000,10,2016,291500.0,6632500.0
22910006633000,6,2016,291500.0,6633500.0
22910006636000,2,2016,291500.0,6636500.0
22910006637000,2,2016,291500.0,6637500.0
22910006642000,28,2016,291500.0,6642500.0
22910006643000,13,2016,291500.0,6643500.0
22910006654000,91,2016,291500.0,6654500.0
22910006655000,267,2016,291500.0,6655500.0
22910006656000,255,2016,291500.0,6656500.0
22910006657000,14,2016,291500.0,6657500.0
22910006658000,6,2016,291500.0,6658500.0
22910006659000,2,2016,291500.0,6659500.0
22910006660000,16,2016,291500.0,6660500.0
22910006661000,10,2016,291500.0,6661500.0
22910006663000,17,2016,291500.0,6663500.0
22910006664000,37,2016,291500.0,6664500.0
22910006666000,7,2016,291500.0,6666500.0
22910006667000,88,2016,291500.0,6667500.0
22910006668000,10,2016,291500.0,6668500.0
22910006669000,12,2016,291500.0,6669500.0
22910006670000,30,2016,291500.0,6670500.0
22910006671000,18,2016,291500.0,6671500.0
22910006672000,25,2016,291500.0,6672500.0
22910006673000,266,2016,291500.0,6673500.0
22910006674000,13,2016,291500.0,6674500.0
22910006677000,22,2016,291500.0,6677500.0
22910006678000,12,2016,291500.0,6678500.0
22910006682000,20,2016,291500.0,6682500.0
22910006684000,6,2016,291500.0,6684500.0
22910006685000,30,2016,291500.0,6685500.0
22910006686000,20,2016,291500.0,6686500.0
22910006687000,91,2016,291500.0,6687500.0
22910006688000,9,2016,291500.0,6688500.0
22910006689000,26,2016,291500.0,6689500.0
22910006690000,7,2016,291500.0,6690500.0
22910006691000,2,2016,291500.0,6691500.0
22910006692000,35,2016,291500.0,6692500.0
22910006693000,207,2016,291500.0,6693500.0
22910006694000,202,2016,291500.0,6694500.0
22910006695000,43,2016,291500.0,6695500.0
22910006696000,20,2016,291500.0,6696500.0
22910006697000,68,2016,291500.0,6697500.0
22910006698000,39,2016,291500.0,6698500.0
22910006699000,20,2016,291500.0,6699500.0
22910006700000,20,2016,291500.0,6700500.0
22910006701000,153,2016,291500.0,6701500.0
22910006717000,2,2016,291500.0,6717500.0
22910006718000,5,2016,291500.0,6718500.0
22910006719000,10,2016,291500.0,6719500.0
22920006630000,4,2016,292500.0,6630500.0
22920006642000,25,2016,292500.0,6642500.0
22920006643000,7,2016,292500.0,6643500.0
22920006649000,6,2016,292500.0,6649500.0
22920006654000,36,2016,292500.0,6654500.0
22920006655000,64,2016,292500.0,6655500.0
22920006656000,5,2016,292500.0,6656500.0
22920006658000,38,2016,292500.0,6658500.0
22920006659000,6,2016,292500.0,6659500.0
22920006661000,14,2016,292500.0,6661500.0
22920006662000,13,2016,292500.0,6662500.0
22920006664000,16,2016,292500.0,6664500.0
22920006665000,35,2016,292500.0,6665500.0
22920006666000,14,2016,292500.0,6666500.0
22920006667000,7,2016,292500.0,6667500.0
22920006668000,29,2016,292500.0,6668500.0
22920006669000,4,2016,292500.0,6669500.0
22920006670000,2,2016,292500.0,6670500.0
22920006671000,30,2016,292500.0,6671500.0
22920006672000,1,2016,292500.0,6672500.0
22920006673000,291,2016,292500.0,6673500.0
22920006674000,37,2016,292500.0,6674500.0
22920006675000,48,2016,292500.0,6675500.0
22920006676000,145,2016,292500.0,6676500.0
22920006677000,271,2016,292500.0,6677500.0
22920006678000,490,2016,292500.0,6678500.0
22920006679000,16,2016,292500.0,6679500.0
22920006680000,14,2016,292500.0,6680500.0
22920006681000,17,2016,292500.0,6681500.0
22920006682000,6,2016,292500.0,6682500.0
22920006686000,3,2016,292500.0,6686500.0
22920006687000,13,2016,292500.0,6687500.0
22920006688000,35,2016,292500.0,6688500.0
22920006689000,102,2016,292500.0,6689500.0
22920006690000,37,2016,292500.0,6690500.0
22920006691000,57,2016,292500.0,6691500.0
22920006692000,26,2016,292500.0,6692500.0
22920006693000,239,2016,292500.0,6693500.0
22920006694000,77,2016,292500.0,6694500.0
22920006695000,13,2016,292500.0,6695500.0
22920006696000,13,2016,292500.0,6696500.0
22920006697000,34,2016,292500.0,6697500.0
22920006698000,12,2016,292500.0,6698500.0
22920006699000,79,2016,292500.0,6699500.0
22920006700000,87,2016,292500.0,6700500.0
22920006701000,48,2016,292500.0,6701500.0
22920006702000,36,2016,292500.0,6702500.0
22920006704000,2,2016,292500.0,6704500.0
22930006630000,4,2016,293500.0,6630500.0
22930006641000,9,2016,293500.0,6641500.0
22930006650000,3,2016,293500.0,6650500.0
22930006651000,9,2016,293500.0,6651500.0
22930006654000,9,2016,293500.0,6654500.0
22930006655000,47,2016,293500.0,6655500.0
22930006656000,106,2016,293500.0,6656500.0
22930006657000,229,2016,293500.0,6657500.0
22930006658000,52,2016,293500.0,6658500.0
22930006659000,32,2016,293500.0,6659500.0
22930006661000,1,2016,293500.0,6661500.0
22930006662000,34,2016,293500.0,6662500.0
22930006665000,2,2016,293500.0,6665500.0
22930006666000,1,2016,293500.0,6666500.0
22930006667000,38,2016,293500.0,6667500.0
22930006668000,2,2016,293500.0,6668500.0
22930006669000,26,2016,293500.0,6669500.0
22930006670000,2,2016,293500.0,6670500.0
22930006671000,73,2016,293500.0,6671500.0
22930006672000,22,2016,293500.0,6672500.0
22930006673000,13,2016,293500.0,6673500.0
22930006674000,17,2016,293500.0,6674500.0
22930006675000,17,2016,293500.0,6675500.0
22930006676000,13,2016,293500.0,6676500.0
22930006677000,46,2016,293500.0,6677500.0
22930006678000,209,2016,293500.0,6678500.0
22930006679000,39,2016,293500.0,6679500.0
22930006688000,21,2016,293500.0,6688500.0
22930006691000,54,2016,293500.0,6691500.0
22930006692000,253,2016,293500.0,6692500.0
22930006693000,486,2016,293500.0,6693500.0
22930006694000,663,2016,293500.0,6694500.0
22930006695000,89,2016,293500.0,6695500.0
22930006696000,9,2016,293500.0,6696500.0
22930006697000,2,2016,293500.0,6697500.0
22930006698000,16,2016,293500.0,6698500.0
22930006699000,13,2016,293500.0,6699500.0
22930006700000,10,2016,293500.0,6700500.0
22930006701000,37,2016,293500.0,6701500.0
22930006702000,356,2016,293500.0,6702500.0
22930006703000,21,2016,293500.0,6703500.0
22930006704000,38,2016,293500.0,6704500.0
22930006706000,18,2016,293500.0,6706500.0
22930006708000,7,2016,293500.0,6708500.0
22930006709000,28,2016,293500.0,6709500.0
22930006710000,31,2016,293500.0,6710500.0
22930006711000,1,2016,293500.0,6711500.0
22930006712000,4,2016,293500.0,6712500.0
22940006632000,2,2016,294500.0,6632500.0
22940006641000,4,2016,294500.0,6641500.0
22940006651000,11,2016,294500.0,6651500.0
22940006652000,27,2016,294500.0,6652500.0
22940006653000,40,2016,294500.0,6653500.0
22940006654000,61,2016,294500.0,6654500.0
22940006655000,19,2016,294500.0,6655500.0
22940006656000,58,2016,294500.0,6656500.0
22940006657000,195,2016,294500.0,6657500.0
22940006658000,40,2016,294500.0,6658500.0
22940006659000,3,2016,294500.0,6659500.0
22940006660000,14,2016,294500.0,6660500.0
22940006661000,31,2016,294500.0,6661500.0
22940006662000,7,2016,294500.0,6662500.0
22940006664000,14,2016,294500.0,6664500.0
22940006665000,2,2016,294500.0,6665500.0
22940006668000,2,2016,294500.0,6668500.0
22940006669000,30,2016,294500.0,6669500.0
22940006670000,13,2016,294500.0,6670500.0
22940006671000,19,2016,294500.0,6671500.0
22940006672000,1,2016,294500.0,6672500.0
22940006673000,32,2016,294500.0,6673500.0
22940006675000,13,2016,294500.0,6675500.0
22940006676000,9,2016,294500.0,6676500.0
22940006677000,5,2016,294500.0,6677500.0
22940006678000,31,2016,294500.0,6678500.0
22940006679000,23,2016,294500.0,6679500.0
22940006685000,9,2016,294500.0,6685500.0
22940006687000,16,2016,294500.0,6687500.0
22940006688000,3,2016,294500.0,6688500.0
22940006689000,28,2016,294500.0,6689500.0
22940006690000,18,2016,294500.0,6690500.0
22940006691000,18,2016,294500.0,6691500.0
22940006692000,86,2016,294500.0,6692500.0
22940006693000,591,2016,294500.0,6693500.0
22940006694000,198,2016,294500.0,6694500.0
22940006695000,39,2016,294500.0,6695500.0
22940006696000,32,2016,294500.0,6696500.0
22940006697000,98,2016,294500.0,6697500.0
22940006698000,94,2016,294500.0,6698500.0
22940006699000,89,2016,294500.0,6699500.0
22940006700000,59,2016,294500.0,6700500.0
22940006701000,9,2016,294500.0,6701500.0
22940006702000,4,2016,294500.0,6702500.0
22940006703000,11,2016,294500.0,6703500.0
22940006704000,8,2016,294500.0,6704500.0
22940006705000,4,2016,294500.0,6705500.0
22940006706000,5,2016,294500.0,6706500.0
22940006709000,3,2016,294500.0,6709500.0
22950006629000,4,2016,295500.0,6629500.0
22950006630000,11,2016,295500.0,6630500.0
22950006631000,8,2016,295500.0,6631500.0
22950006635000,13,2016,295500.0,6635500.0
22950006636000,25,2016,295500.0,6636500.0
22950006637000,1,2016,295500.0,6637500.0
22950006638000,1,2016,295500.0,6638500.0
22950006639000,5,2016,295500.0,6639500.0
22950006640000,3,2016,295500.0,6640500.0
22950006648000,3,2016,295500.0,6648500.0
22950006649000,3,2016,295500.0,6649500.0
22950006650000,10,2016,295500.0,6650500.0
22950006651000,34,2016,295500.0,6651500.0
22950006652000,15,2016,295500.0,6652500.0
22950006653000,16,2016,295500.0,6653500.0
22950006654000,3,2016,295500.0,6654500.0
22950006655000,35,2016,295500.0,6655500.0
22950006656000,3,2016,295500.0,6656500.0
22950006657000,76,2016,295500.0,6657500.0
22950006658000,10,2016,295500.0,6658500.0
22950006659000,109,2016,295500.0,6659500.0
22950006660000,329,2016,295500.0,6660500.0
22950006661000,78,2016,295500.0,6661500.0
22950006662000,7,2016,295500.0,6662500.0
22950006663000,21,2016,295500.0,6663500.0
22950006664000,14,2016,295500.0,6664500.0
22950006665000,2,2016,295500.0,6665500.0
22950006669000,8,2016,295500.0,6669500.0
22950006670000,3,2016,295500.0,6670500.0
22950006671000,18,2016,295500.0,6671500.0
22950006672000,16,2016,295500.0,6672500.0
22950006673000,27,2016,295500.0,6673500.0
22950006674000,10,2016,295500.0,6674500.0
22950006675000,2,2016,295500.0,6675500.0
22950006676000,35,2016,295500.0,6676500.0
22950006677000,12,2016,295500.0,6677500.0
22950006679000,15,2016,295500.0,6679500.0
22950006681000,2,2016,295500.0,6681500.0
22950006682000,8,2016,295500.0,6682500.0
22950006683000,17,2016,295500.0,6683500.0
22950006684000,26,2016,295500.0,6684500.0
22950006685000,40,2016,295500.0,6685500.0
22950006686000,13,2016,295500.0,6686500.0
22950006687000,13,2016,295500.0,6687500.0
22950006688000,8,2016,295500.0,6688500.0
22950006690000,7,2016,295500.0,6690500.0
22950006691000,137,2016,295500.0,6691500.0
