UniformRandom,Uniform,GA (1 year),PopulationProportionate,MA,SLS,GA (1 week),AllCityCenter,Random
920,1518,920,920,920,1518,920,1589,920
1132,1132,959,1132,959,1132,959,2566,1132
438,438,438,1276,1276,438,438,379,1276
382,382,382,382,382,382,382,382,382
597,597,597,850,597,597,597,1072,597
1157,1188,1157,966,1157,1188,1157,1188,1157
2156,3047,2156,2156,2156,2156,2156,2985,2495
601,787,601,601,601,601,601,602,1049
853,853,853,853,853,853,853,1361,853
2813,3261,2813,2693,2969,2813,2969,2865,3261
874,874,874,874,874,874,874,1563,874
863,863,863,863,863,203,863,1437,863
452,452,452,452,452,452,452,1801,452
510,950,950,510,510,495,950,1015,495
1291,1291,952,952,952,952,952,1095,1291
1372,1426,1372,1372,1372,1372,1372,2235,1574
366,366,366,251,366,366,366,366,366
858,1079,858,526,858,858,858,1079,858
830,837,830,830,830,837,830,1072,837
882,882,882,765,882,882,882,882,882
1246,1486,1246,1246,1246,1246,1246,1246,1246
1397,1397,1397,1397,1397,1397,1397,2259,1995
3195,3195,3131,2687,3195,3162,3131,3162,3195
1001,992,787,566,1001,787,787,787,1247
1957,1957,2012,1825,1957,1825,2012,1825,1957
1026,1220,946,812,946,812,1026,1101,1220
1471,1471,1471,1471,1471,1471,1471,1425,1471
550,1188,550,463,550,463,550,760,550
1305,1305,1305,2777,1305,1305,1305,2929,1305
1007,969,981,549,1007,549,948,512,1007
298,298,298,237,298,237,298,298,298
12262,12556,12262,11614,12329,11614,12262,11614,12329
744,744,744,744,744,744,744,796,744
976,976,976,976,976,976,976,1856,976
2555,435,435,2555,2555,2555,435,2740,2555
538,538,538,538,538,538,538,1093,538
361,361,361,361,361,361,361,1122,361
495,410,495,495,495,495,495,939,410
625,686,686,625,625,686,686,686,625
491,491,491,491,491,491,491,1980,491
689,738,689,870,689,823,689,689,929
562,820,562,562,825,806,806,825,825
358,510,358,358,358,358,358,358,358
804,798,804,804,804,798,804,831,798
441,460,460,460,412,441,412,211,956
738,738,363,738,616,992,616,838,738
1493,654,654,1493,1493,654,1493,1836,1493
841,841,841,841,841,841,841,1416,841
1396,1130,1130,1396,1130,1130,1611,2446,1396
729,567,567,581,567,581,567,567,729
603,603,603,603,603,603,603,1196,603
665,673,665,665,665,673,665,1393,673
433,708,539,433,539,433,539,471,539
622,862,622,622,622,622,622,622,862
1250,1250,1250,1250,1250,1250,1250,2615,1827
970,970,970,970,970,970,970,1465,970
534,534,534,534,534,534,534,649,534
339,339,339,339,339,339,339,339,339
569,569,569,569,569,569,569,569,569
297,478,478,297,297,297,537,297,297
464,817,464,464,464,464,817,817,817
1155,1346,654,654,654,654,1300,961,1300
467,736,467,467,467,585,467,736,585
1105,1105,772,311,772,988,772,988,311
1141,450,2049,2049,1963,2049,1141,2800,1963
1136,1136,1136,1136,1136,1136,1136,972,1136
304,424,304,304,304,304,304,409,304
462,462,2129,2129,462,1764,2313,2401,462
685,685,685,685,685,685,685,1290,685
279,279,1299,2411,1299,1299,1268,2956,279
1665,1665,1665,1665,1665,1665,1665,2123,1492
3217,2636,3217,3217,3217,3217,3217,3736,3217
879,879,1044,634,1197,1044,1044,1336,634
3967,3967,3967,3967,3967,3967,3967,5148,4584
1448,1045,1448,1045,1448,1448,1448,1448,1147
918,918,713,713,918,713,713,713,806
544,1102,601,304,601,601,544,304,544
566,808,819,269,819,566,566,819,269
1021,1021,3587,3587,1021,3477,3587,4017,1021
636,636,636,636,636,636,636,636,636
885,1263,934,870,934,1224,885,1224,870
609,609,609,572,673,609,572,673,609
1427,1427,1427,1248,1248,1248,1248,1248,1248
689,689,689,689,689,689,689,689,689
7451,7451,8149,8149,7451,8149,8212,10131,7451
3161,3161,3161,3161,3959,3161,3161,3590,3161
526,835,526,483,777,483,777,393,777
3701,3701,3701,2945,4039,3531,4039,3348,3567
726,1120,1551,348,1120,1120,1120,617,726
3767,3881,3881,2899,3881,3767,3881,2606,3125
1044,1409,1929,583,2362,1409,1409,1329,1044
3142,3459,3142,3142,2407,2407,3142,3321,3142
1487,1487,1869,1487,1487,1869,1869,2589,1487
1638,1733,1638,1638,1638,1638,1638,1573,1922
629,629,664,629,602,629,629,610,629
468,867,468,468,468,468,468,1092,468
1871,1871,1553,1871,1553,1553,1553,2418,1871
571,571,571,571,571,571,571,724,571
1124,1124,1124,1124,1124,1124,1124,1317,1124
381,720,381,381,381,381,381,510,381
11486,11486,12394,11486,11528,12200,12394,12778,12394
449,449,449,449,449,449,449,712,449
969,969,969,969,969,969,969,969,969
659,659,659,659,659,659,659,901,659
872,872,872,834,872,872,910,910,834
403,403,403,403,403,507,403,799,403
8701,8701,8701,8701,8701,8701,8701,8914,8701
720,665,665,720,665,720,665,941,665
395,395,395,395,395,395,395,560,395
565,565,551,551,551,551,551,551,565
978,978,978,978,978,978,1200,2193,978
983,983,983,983,983,983,983,1396,983
140,140,140,140,140,140,140,140,140
608,608,608,608,608,608,608,1028,1007
2115,2115,2115,2115,2368,2115,2115,2590,2115
709,709,709,709,709,709,709,1842,709
505,505,505,505,505,505,505,1110,505
1636,1636,2076,1636,1636,1772,1848,2141,1621
538,621,538,538,538,538,621,537,538
1626,1626,1445,1445,1445,1445,1445,1445,1626
851,851,851,851,851,851,851,1713,851
301,674,576,301,576,348,610,348,301
1741,1797,1741,1741,1741,1741,1741,2080,1741
610,898,610,610,610,610,610,1166,610
458,458,458,458,458,458,458,1372,458
415,415,415,415,415,415,415,868,415
1362,745,745,1362,1362,745,745,1926,745
735,958,735,735,904,735,735,1072,904
4439,4439,4439,4439,4439,4439,4439,6272,4439
432,432,432,432,685,432,685,807,432
2692,2680,2680,2565,2680,2565,2565,2913,2692
966,264,445,264,264,264,445,264,445
966,818,921,814,983,814,921,966,966
537,537,757,537,537,757,537,1465,537
323,323,384,323,384,323,323,384,323
557,557,557,557,925,557,557,557,557
1175,1309,380,268,1175,920,821,495,380
699,925,699,567,925,699,521,512,699
857,1598,857,857,1196,857,857,541,857
1316,1641,1301,1301,1316,1316,1301,1941,1301
1031,825,825,738,825,1042,977,1042,825
1231,1177,1177,1177,1177,1177,1177,1773,1177
658,740,658,658,487,658,658,658,658
1618,1618,1618,1618,2298,1618,1618,2349,1618
654,654,654,654,654,654,654,654,654
636,682,682,636,636,682,636,698,682
4599,4599,4599,4599,4599,4599,4599,4599,4599
324,324,324,2662,324,2662,324,3371,324
1177,1177,1226,1177,1177,1226,1177,1226,1177
1016,1314,1016,677,837,677,838,492,677
913,913,904,922,913,922,922,541,913
1521,1425,1425,1521,1425,1605,1414,1526,1605
511,602,511,427,476,475,427,384,602
788,1004,788,327,327,1004,788,1004,1194
1533,1148,1533,1064,1148,1594,1148,1835,1064
1283,1283,1283,1283,1094,1283,1283,1283,1283
4598,4598,4598,3757,3937,4569,3757,4232,3886
1430,1864,1744,462,631,1864,1097,631,1611
743,743,743,743,743,743,743,3603,743
1500,1208,1010,861,1010,1083,861,1083,1010
335,335,335,1754,335,335,335,1933,335
388,388,388,388,353,388,388,172,388
806,407,407,407,407,407,407,391,407
706,766,706,1001,1001,1001,993,1001,1001
824,856,824,736,824,736,824,824,736
1679,1698,1592,971,1123,971,1377,971,971
1130,1130,2110,2110,1130,1130,1130,3940,1130
2170,2170,2170,2170,2170,2334,2170,3466,2170
264,264,264,264,264,264,264,264,264
507,542,487,507,507,326,507,326,542
1218,1386,1015,1015,1015,1015,1386,1850,1015
796,796,796,1865,796,1865,796,2441,1893
495,495,495,495,495,495,495,970,495
1052,1052,1207,891,1207,891,1052,1207,891
961,961,961,961,961,961,960,961,961
1195,569,569,1195,1195,574,1195,1624,1254
402,402,402,402,402,402,402,402,402
198,198,379,198,198,198,198,198,379
1165,1024,1024,1024,1024,1024,1165,1504,1165
2308,2308,2308,2308,2308,2127,2308,2127,2308
515,515,515,2111,515,1673,515,3255,1673
436,436,436,436,436,436,436,2067,436
391,391,391,391,391,391,391,436,391
1715,1715,1715,1715,1715,1715,1715,1715,1715
343,343,343,343,343,343,544,343,343
1147,1147,1147,1147,1147,1147,1147,1530,1147
439,439,499,439,439,439,439,568,568
361,361,540,361,361,540,361,847,361
674,674,487,487,674,487,487,368,674
810,810,810,810,1534,810,810,2108,1534
913,913,681,681,773,681,681,977,773
936,702,702,936,936,702,936,1343,1054
1771,2009,851,1135,1771,1709,1645,1709,1224
429,1086,429,429,839,429,429,1171,429
2515,2515,2515,2451,2515,2515,2515,2515,2451
1498,1498,1498,1498,1498,1498,1498,3118,1498
961,961,961,961,961,961,961,3112,961
485,485,485,485,485,485,485,485,485
1431,197,1431,1431,1431,1431,1431,2979,1431
612,793,612,612,612,612,612,612,612
1049,1049,994,994,1049,994,1049,994,1108
597,597,597,597,597,597,597,1459,597
604,604,487,487,487,604,487,1127,487
430,588,430,430,430,430,430,249,430
1240,1649,996,996,1240,1240,996,1259,1240
531,531,531,531,531,531,531,1752,531
1473,1473,1473,1473,1473,1473,1473,1808,1473
260,260,260,260,260,260,260,356,260
1196,1196,1196,1196,1196,1196,1196,1196,1196
330,330,330,330,330,330,330,330,330
686,686,686,686,686,686,686,686,686
824,824,824,824,824,824,824,871,824
1003,1003,1003,1003,1003,911,1003,911,1003
1448,1208,1389,1389,1389,1208,1389,1208,1389
371,371,371,371,371,371,371,1035,371
367,367,367,367,367,367,367,579,367
807,807,807,807,807,807,807,1416,1137
837,837,837,837,837,837,837,1272,837
866,984,866,866,984,866,866,1422,984
188,188,188,188,188,188,188,943,188
421,421,421,421,421,421,421,1059,421
889,889,889,889,889,889,889,889,889
373,373,373,373,373,714,373,1047,373
503,503,503,503,503,503,503,1626,503
439,439,439,439,439,439,439,1636,439
654,654,654,654,654,654,654,3238,654
520,520,339,339,339,339,339,339,520
652,652,652,652,652,652,652,1552,652
230,230,230,230,230,230,230,230,230
658,658,658,658,658,658,658,947,658
505,505,505,505,505,505,505,954,505
461,579,461,461,461,461,461,1017,749
1214,1214,1214,1214,1214,1214,1214,2873,1214
1817,1817,1817,1817,1817,1817,1817,2679,1817
1396,1396,1396,1396,1396,1396,1396,3870,1396
1734,1734,1734,1734,1734,1734,1734,1734,1734
282,282,282,282,282,282,282,411,282
1128,1128,1128,1128,1128,1128,1128,1603,1128
446,446,446,446,446,446,446,381,446
571,571,571,571,571,571,571,2310,571
520,520,520,520,520,689,520,857,520
313,313,313,313,313,313,313,376,313
542,542,542,542,542,542,542,769,542
469,469,469,469,469,469,469,1108,669
357,357,357,357,357,357,357,357,357
396,396,396,396,396,396,396,490,396
898,898,898,898,898,898,898,1223,898
643,643,643,643,643,643,643,2902,643
767,767,767,767,767,767,767,1195,767
203,203,203,203,456,203,203,678,203
1908,1908,1908,1908,1908,1908,1908,3907,1908
393,393,393,393,393,797,393,1081,393
1441,1441,1441,1441,1441,1441,1441,1984,1441
724,724,724,724,724,724,724,1466,724
1025,1026,1025,1025,1026,1025,1025,1025,1026
546,546,546,546,546,353,353,1107,353
2642,2642,2642,2642,2642,2642,2642,3756,2642
1731,1731,1731,1731,1731,1731,1731,2625,2193
440,440,440,440,440,440,440,440,440
846,846,846,846,846,846,846,974,846
569,569,569,1168,569,1168,569,3118,569
1306,1306,1306,1306,1407,1306,1306,1672,1407
1287,1287,1287,1287,1287,1348,1348,1348,1287
1145,1145,1145,1145,1170,1145,1170,1247,1170
267,267,267,267,267,540,267,948,267
906,906,906,906,906,906,906,1205,906
468,468,468,468,468,468,468,517,468
268,521,268,268,521,268,268,743,521
346,346,346,346,346,346,346,313,418
1337,754,1337,1624,754,1337,1337,2809,1337
537,537,537,537,537,537,537,537,537
1169,1341,1169,1102,1221,1102,1102,1221,1341
249,249,249,1274,249,249,249,1430,549
810,810,810,690,810,690,690,862,862
604,604,423,423,423,423,423,423,783
3153,3412,2993,2726,3194,2726,2993,2726,3520
1617,1617,1617,1617,1617,1617,1617,1617,1617
448,448,448,448,448,448,448,1571,448
1440,1403,1440,1213,1213,1440,1440,1440,1403
1050,1068,806,261,1050,570,1050,261,1132
3242,3242,2876,2876,3242,2966,3242,2907,3242
1101,1101,1101,813,1101,813,1101,377,1337
1888,1888,1888,1888,1888,1888,1888,2214,1888
966,1229,966,966,966,1225,1229,846,966
243,243,243,243,243,243,243,243,243
742,548,742,2099,742,742,742,2099,2099
424,424,424,2584,424,424,424,2946,424
1612,1612,1612,1612,1612,1431,1431,1431,1431
1944,2033,1944,1944,2033,1944,1944,2033,1944
867,867,334,867,334,334,334,967,867
1766,1806,1766,1766,1806,1766,1766,2077,1806
820,1106,957,703,820,703,703,1106,820
1263,1572,1263,1263,1263,1263,1335,1263,1263
855,1210,855,855,855,855,855,1044,855
1614,1614,1614,2214,1614,1614,1614,3243,1626
1743,1203,1743,1823,1743,1743,1743,3139,1743
1711,1711,1711,1711,1711,1711,1711,2240,1906
648,648,648,648,648,648,648,778,641
529,529,529,778,529,778,529,778,778
1296,1356,1356,1296,1296,1296,1356,1425,1356
806,442,806,806,806,806,806,1576,806
1149,1149,1753,2005,1149,2005,1753,2767,1149
755,865,755,755,755,755,755,1466,755
1441,1441,1441,1441,1441,1441,1441,1610,1441
426,553,426,426,426,553,426,808,426
629,629,629,629,629,629,629,1810,1255
4074,4074,4074,4074,4074,4074,4074,4260,4074
230,230,230,230,230,230,230,3165,230
3642,3642,3642,3642,3642,3642,3642,3642,3642
1374,1374,1374,1374,1374,1374,1374,2487,1374
952,952,952,1206,1206,952,952,1206,1206
1692,1692,1692,1692,1692,1692,1692,1692,1692
661,720,480,480,480,480,480,480,720
1014,1014,1014,1014,1014,1355,1014,1593,1014
5051,5051,5051,5051,5051,5051,5051,5268,5051
1428,1428,716,1254,716,1428,716,1745,1254
389,570,389,366,389,366,389,366,389
613,866,613,613,613,613,613,920,866
698,698,698,698,698,698,698,1869,698
252,364,252,252,252,252,252,425,364
1354,1354,1354,2603,1354,1354,1354,3250,1354
935,556,643,643,643,853,643,853,556
842,842,842,1680,842,842,842,1812,1206
690,574,574,393,574,393,690,393,690
764,764,764,716,764,764,764,765,956
1181,343,1181,1181,1181,1181,1181,1956,1181
203,203,203,203,203,607,203,891,203
1827,1827,1827,1827,1827,1827,1827,2302,2081
882,882,882,882,882,882,882,962,882
2171,2172,2171,2171,2171,2171,2171,2172,2172
793,988,840,793,840,840,840,840,988
1326,1326,1326,1326,1326,1326,1326,2879,1326
871,1038,645,645,645,659,645,872,871
1483,1483,703,1483,703,1483,703,2302,1483
1193,1193,1193,1193,1193,1193,1193,1808,1193
638,394,394,394,394,638,638,657,638
1135,1135,1135,1135,1135,1135,1135,1137,1135
878,878,878,878,878,985,878,1209,878
1607,1460,1460,1460,1607,1607,1460,1607,1460
778,465,543,543,465,778,543,1558,778
1021,1254,864,864,999,864,841,864,864
1249,1249,2230,1249,1249,1249,1249,3411,1249
1403,1403,1403,1403,1525,1403,1403,3657,1403
557,1760,557,1098,557,1098,557,1682,557
927,684,830,830,1033,1033,830,1065,830
1685,1685,2195,1401,1685,1967,1685,2073,1685
1075,895,976,722,976,976,722,1075,722
1047,367,367,1287,1287,921,367,1287,367
995,575,575,829,829,772,575,772,829
1356,1356,551,551,551,551,551,681,1259
1579,985,1320,1107,1579,1261,985,893,1107
933,933,933,782,933,933,782,710,933
268,268,268,268,268,268,268,580,268
573,573,573,573,573,573,573,265,573
1702,1595,1550,1202,1202,1658,1621,1352,1658
646,650,646,646,1287,646,789,1832,646
697,697,697,1426,1426,697,697,1815,1426
889,889,571,571,571,571,571,571,889
1495,1495,1411,1289,1411,1411,1411,1598,1607
696,647,473,473,696,473,473,810,810
655,1295,1295,1295,1119,1295,1119,1418,1119
1725,1725,1725,1725,1725,1725,1725,1725,1725
397,397,397,397,398,376,397,444,397
299,299,299,299,299,299,299,299,299
198,198,198,198,1432,198,198,2980,2218
384,384,384,384,384,384,384,384,384
2451,283,2415,2484,1905,1905,1834,2484,2415
782,772,435,435,435,435,435,717,772
714,714,513,714,513,513,714,513,714
463,463,463,463,463,463,664,463,693
1129,1129,875,875,1129,875,1129,1350,875
2273,2273,2557,2219,2273,2557,2557,2945,2619
755,755,336,755,755,755,336,790,755
315,315,315,315,315,315,315,578,315
527,527,527,534,527,527,527,534,527
912,984,912,912,932,912,906,911,912
303,754,303,303,303,303,303,303,303
709,709,709,651,709,709,651,849,651
974,881,881,635,867,881,635,635,974
830,559,559,733,733,559,559,733,559
7182,6672,6672,6672,7138,6672,6672,7346,7138
1244,1244,873,951,1209,873,873,873,951
1060,945,253,863,863,253,422,253,562
1086,1379,1086,1086,1186,1086,1086,1126,1086
1036,1036,1060,1036,1036,1060,1036,1937,1036
804,804,384,804,804,804,758,804,804
655,655,655,655,655,655,655,2349,655
1623,1623,1866,1623,1623,1623,1770,1618,1623
1331,1295,1295,1295,1295,1295,1295,1488,1331
568,895,895,568,568,895,798,1388,568
678,678,678,678,460,460,678,3142,678
647,647,555,647,647,555,555,555,647
394,394,431,334,334,341,431,334,394
1162,1948,1162,1599,1162,1162,1162,1599,1162
462,462,462,462,462,462,462,2318,462
934,934,934,688,688,934,688,1027,1027
1198,1198,678,1198,1198,1198,1198,1568,1304
1115,1115,1115,1115,1115,1115,1115,1116,1115
454,454,454,454,454,454,454,454,635
489,489,489,430,430,249,430,249,489
587,587,587,587,587,587,587,2218,587
722,722,722,722,722,722,722,722,722
746,1101,1085,746,746,746,746,746,746
836,836,1057,836,836,1057,836,1715,836
522,522,522,522,522,183,364,183,522
749,749,387,387,749,387,387,502,387
785,785,650,650,650,650,650,939,650
534,534,534,534,534,646,534,761,534
651,1225,462,462,651,462,462,1324,462
1194,1194,1194,1194,1194,1194,1194,1194,1194
554,554,554,554,554,554,554,1609,554
799,799,1095,799,799,1095,799,1135,799
598,598,945,598,598,598,598,945,945
326,326,326,326,326,326,326,326,556
423,423,423,423,423,423,423,529,423
488,488,488,488,488,488,488,1350,488
322,322,322,322,322,322,322,797,322
578,578,578,578,578,578,578,482,578
477,477,477,477,477,477,477,477,477
1673,1673,1673,1673,1673,1673,1673,1674,1673
475,475,475,475,475,475,475,1000,475
1494,1494,1494,1494,1494,1494,1494,4218,1494
611,611,611,611,611,611,611,785,611
355,355,355,355,355,355,355,768,355
465,465,465,465,465,465,465,940,465
1510,1510,1510,2563,1510,2563,1510,4689,1510
352,352,352,352,530,352,352,758,352
1867,1867,1867,1867,1867,1867,1867,2980,1867
1038,1038,1038,1038,1038,1038,1038,2577,1038
613,613,613,613,613,613,613,1029,613
589,589,589,589,589,589,589,1468,589
446,446,666,446,446,446,666,1415,446
3099,3099,3099,3099,3099,3099,3099,3446,3099
776,776,776,1139,776,776,776,1482,776
227,227,227,227,227,227,227,1461,227
346,346,346,346,346,346,346,1737,1182
386,386,386,386,386,399,386,995,386
551,551,551,551,551,687,551,1056,536
1171,1171,1171,1171,1171,1171,1171,1455,1171
379,427,379,379,427,379,379,428,427
351,351,351,351,351,351,351,3028,351
1262,1262,1262,1018,1018,1262,1262,1057,1262
223,223,223,840,840,840,223,1397,840
446,475,446,245,446,245,446,245,475
585,585,585,585,585,578,585,939,585
1516,1622,1516,1516,1516,1516,1622,1622,1622
1675,1675,1675,1675,1675,1675,1675,1579,1675
862,862,862,862,862,989,862,989,862
992,992,992,992,992,992,992,2148,992
2286,2307,2286,2286,2286,2286,2286,2335,2307
746,811,745,745,746,746,746,746,824
686,686,686,686,686,999,686,1217,686
976,976,976,976,976,976,976,1208,1093
1026,1026,1026,1026,1026,1026,1026,1364,1026
1585,1585,1775,1331,1775,1804,1331,1804,1585
1156,1188,1002,902,1002,1002,1002,633,1188
2945,2945,2945,2945,2945,2945,2945,2925,2945
1511,1511,1511,1511,1511,1511,1511,1752,1511
2583,3141,2343,2343,2583,2583,2343,2343,3067
894,1188,868,712,868,712,868,737,1188
2083,2285,1332,1332,2013,1332,1979,1671,1979
1418,1955,1418,976,1418,1418,1418,976,1955
1200,1308,760,760,1200,760,760,1308,1308
2651,2650,2651,2651,2651,2651,2725,2651,2650
1871,1871,1871,1871,1871,1871,1871,2985,1871
3321,3321,3502,3321,3321,3321,3321,3321,3321
360,512,360,360,360,346,346,346,457
552,552,552,552,552,636,552,1323,552
1109,1109,1109,1109,1109,1109,1109,2412,1109
572,572,147,147,572,557,147,811,811
869,869,869,869,869,869,869,3820,869
860,806,806,791,860,806,806,1068,806
7289,7289,7297,7297,7297,7297,7297,7409,7289
270,270,270,270,270,270,270,2236,270
1320,1320,1320,1320,1320,1521,1320,2083,1320
956,1049,1049,742,956,956,1049,1049,522
787,787,787,787,787,787,787,1189,934
512,512,512,512,512,512,512,1124,686
1325,1325,1325,1325,1325,1325,1325,1315,1325
896,896,896,896,896,896,896,1063,896
414,414,414,414,414,609,414,856,609
354,600,354,354,354,354,354,347,600
268,268,268,268,268,268,268,268,268
663,663,663,663,663,663,663,1502,663
192,192,192,192,192,192,192,1409,192
403,403,403,403,403,403,403,2407,403
410,410,410,410,410,410,410,1527,410
349,349,349,349,349,410,410,410,349
425,425,425,425,425,425,425,689,425
1132,1132,1132,2052,1132,1132,1132,3174,1132
570,570,570,570,570,570,570,1744,570
494,494,577,577,577,494,577,1251,494
866,866,866,866,866,866,866,2008,866
455,455,455,455,455,455,455,455,455
