num_ambulances_day,num_ambulances_night,average_response_time
4,60,11881.208850931676
4,61,11826.684782608696
4,62,11771.91149068323
4,63,11742.112577639751
4,64,11712.468167701863
4,65,11662.07142857143
4,66,11613.48602484472
4,67,11580.434782608696
4,68,11529.893633540372
4,69,11513.808229813665
4,70,11760.875
5,1,1028942.4192546584
5,2,806060.9767080746
5,3,584042.8361801242
5,4,487069.85714285716
5,5,409058.1599378882
5,6,339906.6211180124
5,7,285164.027173913
5,8,239770.27795031056
5,9,219623.60248447204
5,10,171995.1809006211
5,11,143968.2857142857
5,12,122240.30201863353
5,13,102107.2849378882
5,14,84922.90605590062
5,15,69065.52173913043
5,16,55425.43633540373
5,17,49777.40372670807
5,18,37567.701863354036
5,19,26843.918478260868
5,20,20103.861024844722
5,21,17564.0450310559
5,22,16630.771739130436
5,23,15781.156832298137
5,24,15427.291925465839
5,25,15326.9200310559
5,26,14821.027173913044
5,27,14551.7950310559
5,28,14174.314440993789
5,29,13950.44099378882
5,30,13696.044254658385
5,31,13453.725155279502
5,32,13305.891304347826
5,33,13023.590838509317
5,34,12857.801242236024
5,35,12641.823757763976
5,36,12512.189440993789
5,37,12477.774844720498
5,38,12306.639751552795
5,39,12085.362577639751
5,40,11952.552795031055
5,41,11879.754658385093
5,42,11780.175465838509
5,43,11627.055124223603
5,44,11587.19254658385
5,45,11447.58850931677
5,46,11381.733695652174
5,47,11292.310559006211
5,48,11233.15450310559
5,49,11129.95652173913
5,50,11191.494565217392
5,51,11157.972826086956
5,52,11106.301242236024
5,53,11051.069099378881
5,54,10925.707298136645
5,55,10865.663819875776
5,56,10805.992236024846
5,57,10726.167701863355
5,58,10675.577639751553
5,59,10650.007763975154
5,60,10600.800465838509
5,61,10572.16304347826
5,62,10535.809782608696
5,63,10507.42701863354
5,64,10454.636645962733
5,65,10440.740683229813
5,66,10409.145186335403
5,67,10387.565217391304
5,68,10358.75155279503
5,69,10323.33695652174
5,70,10289.840062111802
6,1,821703.8913043478
6,2,584019.6381987578
6,3,488517.48369565216
6,4,407846.4153726708
6,5,347046.4790372671
6,6,293505.1645962733
6,7,245745.03338509318
6,8,225448.34937888198
6,9,170668.55279503105
6,10,145762.49223602485
6,11,120059.76397515528
6,12,101416.98835403727
6,13,82195.65217391304
6,14,66560.17080745341
6,15,62529.27251552795
6,16,48944.497670807454
6,17,31743.674689440995
6,18,22580.371118012423
6,19,19188.308229813665
6,20,15588.368012422361
6,21,15035.160714285714
6,22,14202.45652173913
6,23,13947.917701863355
6,24,13585.632763975154
6,25,13156.819875776397
6,26,12872.881211180124
6,27,12437.879658385093
6,28,12224.598602484471
6,29,12008.333074534161
6,30,11729.131987577639
6,31,11515.502329192546
6,32,11358.64751552795
6,33,11420.832298136645
6,34,11192.298136645963
6,35,11092.281832298137
6,36,10963.055124223603
6,37,10901.98602484472
6,38,10718.255434782608
6,39,10637.929347826086
6,40,10523.64751552795
6,41,10435.687888198758
6,42,10141.514751552795
6,43,10080.066770186335
6,44,9983.665372670808
6,45,9986.52950310559
6,46,9920.840062111802
6,47,9850.926242236024
6,48,9709.448757763976
6,49,9672.024844720498
6,50,9655.774844720498
6,51,9558.753881987577
6,52,9511.9549689441
6,53,9535.092391304348
6,54,9493.313664596273
6,55,9385.032608695652
6,56,9359.052795031055
6,57,9322.965062111802
6,58,9293.045807453416
6,59,9264.594720496894
6,60,9246.62344720497
6,61,9271.223602484471
6,62,9169.379658385093
6,63,9212.56599378882
6,64,9151.353260869566
6,65,9090.100155279502
6,66,9131.540372670808
6,67,9055.732919254659
6,68,9016.960403726707
6,69,9053.660714285714
6,70,8976.119565217392
7,1,590717.7173913043
7,2,482978.5504658385
7,3,409995.5131987578
7,4,348751.34704968944
7,5,294485.5597826087
7,6,249792.8051242236
7,7,210083.07841614907
7,8,174988.54658385093
7,9,143474.34472049688
7,10,122542.14440993789
7,11,102104.32686335404
7,12,83734.60714285714
7,13,67858.43245341614
7,14,61636.502329192546
7,15,47937.36956521739
7,16,35811.19798136646
7,17,20899.43090062112
7,18,15327.155279503106
7,19,14509.278726708075
7,20,13833.422360248447
7,21,12946.90295031056
7,22,12487.624223602485
7,23,12127.330745341615
7,24,11804.884316770187
7,25,11459.19798136646
7,26,11126.267857142857
7,27,10862.586180124224
7,28,10609.708850931676
7,29,10317.253881987577
7,30,10246.098602484471
7,31,10072.603260869566
7,32,9859.416149068324
7,33,9769.436335403727
7,34,9578.718944099379
7,35,9531.201086956522
7,36,9375.878881987577
7,37,9306.736801242236
7,38,9150.169254658385
7,39,9156.349378881987
7,40,9121.862577639751
7,41,9014.195652173914
7,42,8896.690217391304
7,43,8851.044254658385
7,44,8778.723602484471
7,45,8764.41149068323
7,46,8722.525621118013
7,47,8640.740683229813
7,48,8625.224378881987
7,49,8515.041925465839
7,50,8490.621118012423
7,51,8506.150621118013
7,52,8412.291925465839
7,53,8430.916149068324
7,54,8366.941770186335
7,55,8375.69099378882
7,56,8281.843944099379
7,57,8337.032608695652
7,58,8334.770186335403
7,59,8306.28649068323
7,60,8236.353260869566
7,61,8219.519409937888
7,62,8205.172360248447
7,63,8119.089285714285
7,64,8173.281055900621
7,65,8144.892080745341
7,66,8142.001552795031
7,67,8094.1296583850935
7,68,8052.2003105590065
7,69,8045.326086956522
7,70,8055.163043478261
8,1,538496.7841614907
8,2,415528.0287267081
8,3,384473.35326086957
8,4,293117.1793478261
8,5,250074.77329192546
8,6,211769.71661490682
8,7,177122.61801242235
8,8,148806.59161490682
8,9,122988.61645962733
8,10,101988.85791925466
8,11,83036.12965838509
8,12,67334.06754658386
8,13,54740.774844720494
8,14,42299.10403726708
8,15,29732.39596273292
8,16,19082.743788819876
8,17,14294.197204968945
8,18,12891.202639751553
8,19,12141.429347826086
8,20,11748.47204968944
8,21,11112.386645962733
8,22,10837.075310559007
8,23,10571.91304347826
8,24,10248.305900621119
8,25,9998.37344720497
8,26,9696.879658385093
8,27,9514.278726708075
8,28,9391.941770186335
8,29,9201.80745341615
8,30,9046.235248447205
8,31,8942.84704968944
8,32,8739.923913043478
8,33,8627.819875776397
8,34,8517.72748447205
8,35,8440.33695652174
8,36,8314.85947204969
8,37,8247.107919254659
8,38,8156.405279503106
8,39,8111.906055900621
8,40,8046.480590062112
8,41,7994.026397515528
8,42,7883.139751552795
8,43,7866.666925465838
8,44,7840.040372670807
8,45,7780.792701863354
8,46,7703.349378881988
8,47,7609.768633540372
8,48,7653.948757763975
8,49,7568.643633540372
8,50,7575.367236024845
8,51,7560.49301242236
8,52,7528.250776397515
8,53,7487.922360248447
8,54,7464.263198757764
8,55,7448.89751552795
8,56,7321.798913043478
8,57,7334.334627329193
8,58,7305.216614906833
8,59,7320.067546583851
8,60,7301.408385093167
8,61,7293.138198757764
8,62,7272.3796583850935
8,63,7198.666149068323
8,64,7231.874223602485
8,65,7135.722826086957
8,66,7177.021739130435
8,67,7136.430124223602
8,68,7155.906832298137
8,69,7156.91847826087
8,70,7072.3866459627325
9,1,454453.73136645963
9,2,354971.1956521739
9,3,319473.5
9,4,249665.24844720497
9,5,213160.2212732919
9,6,180113.46583850932
9,7,149721.47360248448
9,8,123632.28260869565
9,9,102312.84860248448
9,10,84087.52795031056
9,11,67644.71118012423
9,12,53849.39751552795
9,13,41067.48291925466
9,14,29523.344720496894
9,15,16861.993788819876
9,16,12465.274844720498
9,17,11023.050465838509
9,18,10247.583074534161
9,19,10146.732919254659
9,20,9724.680900621119
9,21,9346.099378881987
9,22,9063.563664596273
9,23,8724.524068322982
9,24,8466.636645962733
9,25,8250.187888198758
9,26,8062.684782608696
9,27,7912.568322981367
9,28,7812.491459627329
9,29,7617.708074534162
9,30,7537.820652173913
9,31,7376.079968944099
9,32,7311.090062111802
9,33,7220.798913043478
9,34,7161.842391304348
9,35,7071.515527950311
9,36,6945.767080745341
9,37,6957.124223602485
9,38,6833.181677018633
9,39,6850.391304347826
9,40,6767.542701863354
9,41,6734.218167701863
9,42,6704.555900621118
9,43,6617.111801242236
9,44,6563.597826086957
9,45,6564.180900621118
9,46,6524.356366459628
9,47,6504.878105590062
9,48,6478.322204968944
9,49,6426.353260869565
9,50,6419.987577639751
9,51,6367.392080745341
9,52,6384.22049689441
9,53,6365.333074534162
9,54,6350.819875776398
9,55,6310.783385093167
9,56,6250.100931677019
9,57,6245.381211180124
9,58,6263.518633540372
9,59,6242.608695652174
9,60,6223.49301242236
9,61,6217.305124223602
9,62,6191.082298136646
9,63,6163.114906832298
9,64,6113.045031055901
9,65,6092.577639751553
9,66,6113.038819875776
9,67,6066.388198757764
9,68,6108.689440993789
9,69,6085.017857142857
9,70,6031.302795031056
10,1,391153.9906832298
10,2,322053.7173913043
10,3,251524.1902173913
10,4,214870.31133540373
10,5,179008.81288819876
10,6,152052.05124223602
10,7,124515.84549689441
10,8,101705.70263975156
10,9,79332.69409937889
10,10,67506.44021739131
10,11,53588.316770186335
10,12,41139.051242236026
10,13,28502.31444099379
10,14,17625.94409937888
10,15,11575.530279503106
10,16,8927.94099378882
10,17,8826.646739130434
10,18,8495.587732919255
10,19,8129.144409937888
10,20,7786.816770186336
10,21,7791.169254658385
10,22,7474.8796583850935
10,23,7316.155279503106
10,24,7142.819875776398
10,25,6983.8253105590065
10,26,6832.538819875776
10,27,6651.319099378882
10,28,6492.621894409938
10,29,6432.012422360249
10,30,6328.024068322981
10,31,6252.739906832298
10,32,6130.389751552795
10,33,6038.666925465838
10,34,6013.676242236025
10,35,5976.965062111802
10,36,5895.881211180124
10,37,5828.9953416149065
10,38,5847.672360248447
10,39,5816.925465838509
10,40,5698.955745341615
10,41,5675.803571428572
10,42,5630.330745341615
10,43,5617.350155279503
10,44,5656.568322981367
10,45,5563.653726708075
10,46,5519.51397515528
10,47,5583.459627329193
10,48,5543.059782608696
10,49,5516.680900621118
10,50,5454.517857142857
10,51,5459.246894409938
10,52,5389.829968944099
10,53,5428.229813664596
10,54,5350.145186335404
10,55,5374.111801242236
10,56,5317.4246894409935
10,57,5303.953416149068
10,58,5304.204968944099
10,59,5286.169254658385
10,60,5274.332298136646
10,61,5252.289596273292
10,62,5282.777173913043
10,63,5290.490683229814
10,64,5281.823757763975
10,65,5272.251552795031
10,66,5205.0046583850935
10,67,5258.704968944099
10,68,5251.704192546584
10,69,5190.194875776398
10,70,5244.643633540372
11,1,326410.44875776395
11,2,275100.93555900623
11,3,216857.08618012423
11,4,178053.5698757764
11,5,153903.1700310559
11,6,125654.80745341614
11,7,101273.46739130435
11,8,80985.39285714286
11,9,63754.068322981366
11,10,50810.22826086957
11,11,38990.663043478264
11,12,27474.33695652174
11,13,15669.746118012423
11,14,9462.118012422361
11,15,8044.374223602485
11,16,7633.833850931677
11,17,7117.222826086957
11,18,6770.219720496894
11,19,6708.480590062112
11,20,6411.692546583851
11,21,6274.394409937888
11,22,6132.121118012423
11,23,5942.922360248447
11,24,5730.663819875776
11,25,5677.083850931677
11,26,5548.705745341615
11,27,5477.184782608696
11,28,5375.429347826087
11,29,5284.014751552795
11,30,5226.579192546584
11,31,5154.252329192546
11,32,5103.234472049689
11,33,5024.313664596273
11,34,5004.768633540372
11,35,4964.958074534162
11,36,4957.990683229814
11,37,4906.167701863354
11,38,4857.928571428572
11,39,4867.329968944099
11,40,4820.16847826087
11,41,4789.746894409938
11,42,4794.502329192546
11,43,4780.802018633541
11,44,4756.265527950311
11,45,4690.572204968944
11,46,4661.069099378882
11,47,4662.064440993789
11,48,4645.632763975155
11,49,4623.827639751553
11,50,4618.0496894409935
11,51,4617.707298136646
11,52,4579.5209627329195
11,53,4591.871894409938
11,54,4555.559782608696
11,55,4569.953416149068
11,56,4551.146739130435
11,57,4540.548136645963
11,58,4511.975155279503
11,59,4548.333850931677
11,60,4478.973602484472
11,61,4482.923913043478
11,62,4510.777950310559
11,63,4464.829192546584
11,64,4439.520186335404
11,65,4472.892857142857
11,66,4467.406055900621
11,67,4464.934782608696
11,68,4446.069875776398
11,69,4453.653726708075
11,70,4410.930900621118
12,1,281104.8796583851
12,2,216938.57763975154
12,3,181743.88664596275
12,4,144965.19254658386
12,5,128375.49922360248
12,6,103880.4697204969
12,7,81346.71894409938
12,8,64244.58074534161
12,9,48792.80745341615
12,10,37176.38043478261
12,11,25661.891304347828
12,12,16133.03649068323
12,13,8316.025621118013
12,14,6592.037267080746
12,15,5997.03649068323
12,16,5719.41847826087
12,17,5451.306677018633
12,18,5158.327639751553
12,19,5222.596273291925
12,20,4978.024844720497
12,21,4813.935559006211
12,22,4670.6133540372675
12,23,4521.842391304348
12,24,4428.545807453416
12,25,4379.592391304348
12,26,4279.730590062112
12,27,4246.496118012423
12,28,4168.628105590062
12,29,4115.913819875776
12,30,4088.4945652173915
12,31,4037.2243788819874
12,32,4023.0170807453414
12,33,3993.43400621118
12,34,3978.9728260869565
12,35,3938.6172360248447
12,36,3920.6048136645963
12,37,3886.194099378882
12,38,3841.7787267080744
12,39,3852.6110248447203
12,40,3818.919254658385
12,41,3801.396739130435
12,42,3795.5007763975154
12,43,3801.3478260869565
12,44,3775.0768633540374
12,45,3763.0597826086955
12,46,3742.2701863354037
12,47,3719.9914596273293
12,48,3744.8990683229813
12,49,3676.5458074534163
12,50,3702.4355590062114
12,51,3693.861801242236
12,52,3670.520962732919
12,53,3672.208850931677
12,54,3668.019409937888
12,55,3617.1847826086955
12,56,3664.657608695652
12,57,3653.1684782608695
12,58,3620.427795031056
12,59,3652.273291925466
12,60,3604.978260869565
12,61,3615.0683229813662
12,62,3634.2507763975154
12,63,3591.7034161490683
12,64,3601.045031055901
12,65,3617.7391304347825
12,66,3606.9239130434785
12,67,3609.8788819875776
12,68,3572.163043478261
12,69,3601.555900621118
12,70,3577.11801242236
13,1,239142.68633540373
13,2,185613.23757763975
13,3,155605.11490683228
13,4,127886.60559006211
13,5,99601.53881987577
13,6,80105.9697204969
13,7,63374.482142857145
13,8,45960.00543478261
13,9,40392.79580745342
13,10,23489.21894409938
13,11,16819.860248447207
13,12,10875.574534161491
13,13,4972.052018633541
13,14,4626.648291925466
13,15,5112.882763975155
13,16,4681.114906832298
13,17,4434.060559006211
13,18,4174.976708074534
13,19,3927.6048136645963
13,20,3866.4596273291927
13,21,3737.9728260869565
13,22,3641.6211180124224
13,23,3549.266304347826
13,24,3472.054347826087
13,25,3458.194099378882
13,26,3442.2538819875776
13,27,3334.7414596273293
13,28,3280.871894409938
13,29,3322.410714285714
13,30,3306.2422360248447
13,31,3274.910714285714
13,32,3271.5178571428573
13,33,3285.623447204969
13,34,3168.069099378882
13,35,3199.347049689441
13,36,3151.291149068323
13,37,3167.4114906832297
13,38,3075.0225155279504
13,39,3101.4479813664598
13,40,3100.579968944099
13,41,3090.722049689441
13,42,3103.305900621118
13,43,3112.197204968944
13,44,3056.0419254658386
13,45,3036.7375776397516
13,46,3005.9751552795033
13,47,3081.151397515528
13,48,3056.105590062112
13,49,3033.715062111801
13,50,3018.426242236025
13,51,3033.476708074534
13,52,3010.5077639751553
13,53,3004.4728260869565
13,54,3031.1125776397516
13,55,3073.351708074534
13,56,3002.822204968944
13,57,3030.214285714286
13,58,3022.61801242236
13,59,2980.240683229814
13,60,3006.0861801242236
13,61,2992.6389751552797
13,62,2959.4448757763976
13,63,3088.5481366459626
13,64,2982.3315217391305
13,65,2960.8951863354037
13,66,2989.00698757764
13,67,2971.952639751553
13,68,2956.7492236024846
13,69,3027.394409937888
13,70,2968.9122670807456
14,1,201620.075310559
14,2,150320.70263975154
14,3,125104.38043478261
14,4,100079.86723602485
14,5,80412.9650621118
14,6,63836.124223602485
14,7,46998.80590062112
14,8,32129.531832298137
14,9,21544.679347826088
14,10,7225.2290372670805
14,11,5286.066770186336
14,12,3957.205745341615
14,13,3794.4378881987577
14,14,3284.5815217391305
14,15,3141.8641304347825
14,16,3016.99301242236
14,17,2882.893633540373
14,18,2808.092391304348
14,19,2657.1374223602484
14,20,2647.6428571428573
14,21,2625.4510869565215
14,22,2518.855590062112
14,23,2568.68400621118
14,24,2574.233695652174
14,25,2440.960403726708
14,26,2491.4448757763976
14,27,2409.551242236025
14,28,2434.94099378882
14,29,2377.082298136646
14,30,2435.9580745341614
14,31,2402.1420807453414
14,32,2426.045031055901
14,33,2402.4371118012423
14,34,2434.9332298136646
14,35,2408.391304347826
14,36,2378.3664596273293
14,37,2372.968944099379
14,38,2306.876552795031
14,39,2339.6669254658386
14,40,2344.6568322981366
14,41,2353.5225155279504
14,42,2322.11801242236
14,43,2338.688664596273
14,44,2360.870341614907
14,45,2341.1948757763976
14,46,2328.9316770186338
14,47,2343.186335403727
14,48,2323.210403726708
14,49,2292.4844720496894
14,50,2278.813664596273
14,51,2292.2981366459626
14,52,2329.9021739130435
14,53,2294.226708074534
14,54,2347.128105590062
14,55,2310.2197204968943
14,56,2307.167701863354
14,57,2287.6545031055903
14,58,2273.8183229813662
14,59,2275.927795031056
14,60,2301.495341614907
14,61,2305.820652173913
14,62,2313.745341614907
14,63,2305.9448757763976
14,64,2299.125
14,65,2301.8571428571427
14,66,2266.1475155279504
14,67,2283.141304347826
14,68,2276.0318322981366
14,69,2236.711956521739
14,70,2237.8905279503106
15,1,165477.32142857142
15,2,125587.2802795031
15,3,105031.16304347826
15,4,82636.49844720497
15,5,64366.9899068323
15,6,46638.83074534161
15,7,33313.05900621118
15,8,22261.666925465837
15,9,6659.116459627329
15,10,4521.357142857143
15,11,3580.582298136646
15,12,3126.1855590062114
15,13,2954.5931677018634
15,14,2675.914596273292
15,15,2542.356366459627
15,16,2441.526397515528
15,17,2370.038043478261
15,18,2315.936335403727
15,19,2261.511645962733
15,20,2253.927795031056
15,21,2208.5993788819874
15,22,2234.0621118012423
15,23,2202.832298136646
15,24,2138.4332298136646
15,25,2074.5993788819874
15,26,2132.8346273291927
15,27,2049.764751552795
15,28,2083.067546583851
15,29,2114.454968944099
15,30,2065.327639751553
15,31,2074.669254658385
15,32,2053.6894409937886
15,33,2053.8594720496894
15,34,2047.6397515527951
15,35,2059.269409937888
15,36,2035.8493788819876
15,37,2011.3835403726707
15,38,2052.0155279503106
15,39,2040.4099378881988
15,40,2030.8315217391305
15,41,2034.694099378882
15,42,2050.688664596273
15,43,2020.2468944099378
15,44,1981.570652173913
15,45,2037.2717391304348
15,46,1949.8245341614906
15,47,1977.5349378881988
15,48,1987.8742236024846
15,49,2006.6444099378882
15,50,2018.1335403726707
15,51,1996.8416149068323
15,52,2012.611801242236
15,53,2008.4169254658384
15,54,2004.8416149068323
15,55,2008.9270186335405
15,56,1976.6304347826087
15,57,1997.177795031056
15,58,1998.5667701863354
15,59,1967.1894409937888
15,60,1999.9184782608695
15,61,2005.5380434782608
15,62,1980.9697204968943
15,63,1996.4604037267081
15,64,1963.3408385093169
15,65,1962.745341614907
15,66,1976.870341614907
15,67,1939.350155279503
15,68,1975.8610248447205
15,69,1975.8610248447205
15,70,1995.0908385093169
16,1,129401.46661490684
16,2,111025.94875776398
16,3,84161.47127329193
16,4,65942.81288819876
16,5,50531.88121118012
16,6,33277.63742236025
16,7,23991.458074534163
16,8,5696.422360248447
16,9,3897.830745341615
16,10,3193.0403726708073
16,11,2700.271739130435
16,12,2352.3330745341614
16,13,2167.873447204969
16,14,1914.7600931677018
16,15,1834.138198757764
16,16,1799.6770186335405
16,17,1745.751552795031
16,18,1730.9619565217392
16,19,1705.9394409937888
16,20,1682.65450310559
16,21,1668.5551242236024
16,22,1641.1218944099378
16,23,1660.958850931677
16,24,1624.5333850931677
16,25,1617.0939440993789
16,26,1618.680900621118
16,27,1609.2942546583852
16,28,1604.8874223602484
16,29,1602.3447204968943
16,30,1622.067546583851
16,31,1585.0139751552795
16,32,1582.80900621118
16,33,1591.6312111801242
16,34,1585.6521739130435
16,35,1594.166149068323
16,36,1567.40450310559
16,37,1564.7562111801242
16,38,1563.6211180124224
16,39,1565.1700310559006
16,40,1564.7344720496894
16,41,1583.6521739130435
16,42,1570.888198757764
16,43,1552.9666149068323
16,44,1549.3361801242236
16,45,1588.0784161490683
16,46,1561.5069875776398
16,47,1551.6591614906831
16,48,1544.5737577639752
16,49,1540.0846273291925
16,50,1561.90450310559
16,51,1561.6436335403728
16,52,1543.391304347826
16,53,1547.5069875776398
16,54,1563.975155279503
16,55,1563.975155279503
16,56,1536.2880434782608
16,57,1536.0939440993789
16,58,1545.0760869565217
16,59,1546.8035714285713
16,60,1547.677795031056
16,61,1547.3540372670807
16,62,1546.7414596273293
16,63,1553.9301242236024
16,64,1552.4580745341616
16,65,1551.945652173913
16,66,1563.3012422360248
16,67,1549.34549689441
16,68,1549.34549689441
16,69,1549.34549689441
16,70,1549.34549689441
17,1,110097.74456521739
17,2,86380.87189440994
17,3,67804.25077639752
17,4,48285.05434782609
17,5,35753.81599378882
17,6,26778.013198757762
17,7,8030.442546583851
17,8,4529.085403726708
17,9,3547.1024844720496
17,10,2950.660714285714
17,11,2461.8051242236024
17,12,2174.9681677018634
17,13,1933.97049689441
17,14,1772.6894409937888
17,15,1687.4417701863354
17,16,1637.988354037267
17,17,1609.5155279503106
17,18,1594.6723602484471
17,19,1566.2717391304348
17,20,1557.8781055900622
17,21,1536.7445652173913
17,22,1530.9875776397516
17,23,1521.5621118012423
17,24,1505.7305900621118
17,25,1489.6948757763976
17,26,1487.3361801242236
17,27,1481.7290372670807
17,28,1480.65450310559
