num_ambulances_day,num_ambulances_night,average_response_time
17,29,1470.9534161490683
17,30,1472.013198757764
17,31,1466.0209627329193
17,32,1467.7577639751553
17,33,1460.0621118012423
17,34,1462.4200310559006
17,35,1459.1583850931677
17,36,1450.7826086956522
17,37,1452.138198757764
17,38,1454.6801242236024
17,39,1454.6801242236024
17,40,1461.9681677018634
17,41,1446.3711180124224
17,42,1450.495341614907
17,43,1439.0815217391305
17,44,1442.0621118012423
17,45,1437.070652173913
17,46,1434.9402173913043
17,47,1439.0069875776398
17,48,1431.8664596273293
17,49,1431.0434782608695
17,50,1431.2585403726707
17,51,1434.376552795031
17,52,1434.9565217391305
17,53,1437.3711180124224
17,54,1429.7142857142858
17,55,1429.7142857142858
17,56,1429.557453416149
17,57,1429.363354037267
17,58,1429.2313664596272
17,59,1429.3788819875776
17,60,1429.2313664596272
17,61,1432.9518633540372
17,62,1432.322204968944
17,63,1435.417701863354
17,64,1428.3478260869565
17,65,1430.5900621118012
17,66,1428.2135093167701
17,67,1427.2965838509317
17,68,1427.25
17,69,1427.25
17,70,1427.25
18,1,90493.71661490684
18,2,70248.17158385093
18,3,51381.211956521736
18,4,34730.885869565216
18,5,27297.523291925467
18,6,10090.600155279502
18,7,5722.537267080746
18,8,4308.492236024845
18,9,3327.924689440994
18,10,2776.261645962733
18,11,2466.6871118012423
18,12,2050.870341614907
18,13,1821.3462732919254
18,14,1689.8897515527951
18,15,1590.3982919254659
18,16,1558.1933229813665
18,17,1522.9658385093169
18,18,1497.141304347826
18,19,1481.2352484472049
18,20,1475.1801242236024
18,21,1448.9992236024846
18,22,1435.8121118012423
18,23,1429.4417701863354
18,24,1416.1762422360248
18,25,1402.358695652174
18,26,1401.6350931677018
18,27,1399.8462732919254
18,28,1390.8167701863354
18,29,1388.8889751552795
18,30,1381.0698757763976
18,31,1382.6040372670807
18,32,1372.732142857143
18,33,1377.1731366459628
18,34,1371.100155279503
18,35,1376.070652173913
18,36,1370.3478260869565
18,37,1368.0551242236024
18,38,1359.8889751552795
18,39,1367.055900621118
18,40,1362.873447204969
18,41,1364.6172360248447
18,42,1365.5698757763976
18,43,1359.7973602484471
18,44,1359.0364906832299
18,45,1358.0038819875776
18,46,1355.5380434782608
18,47,1352.5892857142858
18,48,1352.736801242236
18,49,1352.5007763975154
18,50,1350.430900621118
18,51,1350.2624223602484
18,52,1348.5861801242236
18,53,1351.4743788819876
18,54,1351.2919254658384
18,55,1351.2919254658384
18,56,1351.0892857142858
18,57,1350.8951863354037
18,58,1350.4503105590063
18,59,1350.1389751552795
18,60,1349.7142857142858
18,61,1346.8975155279504
18,62,1352.0287267080746
18,63,1345.233695652174
18,64,1343.5069875776398
18,65,1342.9945652173913
18,66,1345.2026397515529
18,67,1344.2228260869565
18,68,1344.1762422360248
18,69,1344.1762422360248
18,70,1344.1762422360248
19,1,84711.53571428571
19,2,51869.8548136646
19,3,35839.38742236025
19,4,28665.791925465837
19,5,11492.792701863355
19,6,8074.197204968944
19,7,5428.392857142857
19,8,4264.059782608696
19,9,3371.6684782608695
19,10,2841.3672360248447
19,11,2319.664596273292
19,12,2030.0745341614906
19,13,1853.1855590062112
19,14,1669.4122670807453
19,15,1552.4782608695652
19,16,1491.5473602484471
19,17,1460.9549689440994
19,18,1422.0225155279504
19,19,1416.3672360248447
19,20,1404.347049689441
19,21,1385.620341614907
19,22,1367.416149068323
19,23,1366.3656832298136
19,24,1351.5232919254659
19,25,1334.6405279503106
19,26,1332.6816770186335
19,27,1329.901397515528
19,28,1324.570652173913
19,29,1314.876552795031
19,30,1314.5232919254659
19,31,1307.5077639751553
19,32,1307.0652173913043
19,33,1304.6009316770187
19,34,1295.9844720496894
19,35,1299.1692546583852
19,36,1292.1568322981366
19,37,1290.704192546584
19,38,1293.2647515527951
19,39,1296.7732919254659
19,40,1292.5442546583852
19,41,1291.4627329192547
19,42,1295.3920807453417
19,43,1281.554347826087
19,44,1284.1591614906831
19,45,1279.9107142857142
19,46,1279.8051242236024
19,47,1273.263198757764
19,48,1273.138198757764
19,49,1276.254658385093
19,50,1277.763198757764
19,51,1277.5450310559006
19,52,1280.9262422360248
19,53,1276.0683229813665
19,54,1272.6063664596272
19,55,1272.6063664596272
19,56,1272.4495341614906
19,57,1272.2554347826087
19,58,1275.2010869565217
19,59,1276.2197204968943
19,60,1275.47049689441
19,61,1275.1467391304348
19,62,1279.9394409937888
19,63,1275.6669254658384
19,64,1271.5776397515529
19,65,1270.7996894409937
19,66,1273.3097826086957
19,67,1268.5473602484471
19,68,1268.5023291925465
19,69,1268.5023291925465
19,70,1268.5023291925465
20,1,61981.43711180124
20,2,39192.53338509317
20,3,25516.293478260868
20,4,13318.701086956522
20,5,9627.40295031056
20,6,6766.0659937888195
20,7,5270.646739130435
20,8,3986.8594720496894
20,9,3116.61801242236
20,10,2571.4992236024846
20,11,2124.093944099379
20,12,1824.69099378882
20,13,1709.0931677018634
20,14,1556.807453416149
20,15,1456.3152173913043
20,16,1402.1995341614906
20,17,1377.067546583851
20,18,1346.233695652174
20,19,1337.495341614907
20,20,1324.1591614906831
20,21,1310.8656832298136
20,22,1300.8773291925465
20,23,1293.608695652174
20,24,1288.3035714285713
20,25,1273.0
20,26,1267.5434782608695
20,27,1262.511645962733
20,28,1250.2996894409937
20,29,1249.929347826087
20,30,1246.8082298136646
20,31,1243.9813664596272
20,32,1237.1847826086957
20,33,1239.4510869565217
20,34,1228.4200310559006
20,35,1237.1273291925465
20,36,1226.15450310559
20,37,1225.579192546584
20,38,1224.5698757763976
20,39,1224.5698757763976
20,40,1223.8493788819876
20,41,1223.5621118012423
20,42,1223.6226708074535
20,43,1215.3951863354037
20,44,1214.379658385093
20,45,1212.6343167701864
20,46,1211.829192546584
20,47,1208.8431677018634
20,48,1209.6319875776398
20,49,1208.2981366459628
20,50,1207.3330745341616
20,51,1207.1149068322982
20,52,1207.1149068322982
20,53,1206.5830745341616
20,54,1206.149844720497
20,55,1206.149844720497
20,56,1206.069099378882
20,57,1205.875
20,58,1205.7841614906831
20,59,1205.7841614906831
20,60,1205.7841614906831
20,61,1205.4604037267081
20,62,1205.4604037267081
20,63,1205.4604037267081
20,64,1205.0807453416148
20,65,1204.5683229813665
20,66,1203.2422360248447
20,67,1202.569099378882
20,68,1202.569099378882
20,69,1202.569099378882
20,70,1202.569099378882
21,1,41054.54736024845
21,2,27338.13354037267
21,3,15696.642080745341
21,4,10979.65295031056
21,5,8192.434782608696
21,6,6719.6746894409935
21,7,5045.649844720497
21,8,3933.858695652174
21,9,3074.985248447205
21,10,2597.5954968944097
21,11,2168.375
21,12,1834.6187888198758
21,13,1641.0551242236024
21,14,1525.0333850931677
21,15,1415.8664596273293
21,16,1368.8167701863354
21,17,1334.386645962733
21,18,1304.7445652173913
21,19,1294.6917701863354
21,20,1276.7135093167701
21,21,1260.0388198757764
21,22,1251.5450310559006
21,23,1244.524844720497
21,24,1231.8082298136646
21,25,1213.9487577639752
21,26,1212.2018633540372
21,27,1208.4138198757764
21,28,1194.0434782608695
21,29,1193.4021739130435
21,30,1190.569099378882
21,31,1187.8920807453417
21,32,1186.5069875776398
21,33,1189.4875776397516
21,34,1180.3959627329193
21,35,1181.170807453416
21,36,1176.3105590062112
21,37,1177.8346273291925
21,38,1173.1350931677018
21,39,1173.1350931677018
21,40,1172.0613354037266
21,41,1170.555900621118
21,42,1171.3284161490683
21,43,1169.8035714285713
21,44,1165.6948757763976
21,45,1163.9829192546583
21,46,1162.7639751552795
21,47,1158.7670807453417
21,48,1159.1040372670807
21,49,1160.8447204968943
21,50,1158.1102484472049
21,51,1157.7523291925465
21,52,1157.7523291925465
21,53,1156.929347826087
21,54,1156.7903726708075
21,55,1156.7903726708075
21,56,1156.7142857142858
21,57,1156.5201863354037
21,58,1156.3299689440994
21,59,1156.3299689440994
21,60,1156.3299689440994
21,61,1156.0062111801242
21,62,1155.9743788819876
21,63,1155.9743788819876
21,64,1155.5947204968943
21,65,1155.082298136646
21,66,1153.9891304347825
21,67,1152.8299689440994
21,68,1152.8299689440994
21,69,1152.8299689440994
21,70,1152.8299689440994
22,1,36126.71350931677
22,2,19080.165372670806
22,3,13099.30201863354
22,4,9713.276397515529
22,5,7656.452639751553
22,6,6274.969720496894
22,7,4774.051242236025
22,8,3813.1506211180126
22,9,3084.7181677018634
22,10,2556.1211180124224
22,11,2099.0621118012423
22,12,1835.8625776397516
22,13,1648.3307453416148
22,14,1493.251552795031
22,15,1387.511645962733
22,16,1336.7802795031057
22,17,1307.4611801242236
22,18,1275.170807453416
22,19,1259.5318322981366
22,20,1246.6731366459628
22,21,1220.8602484472049
22,22,1220.0341614906831
22,23,1210.4510869565217
22,24,1198.875
22,25,1177.94099378882
22,26,1174.4596273291925
22,27,1172.350155279503
22,28,1161.1886645962734
22,29,1161.3439440993789
22,30,1160.2267080745341
22,31,1155.4068322981366
22,32,1156.7492236024846
22,33,1151.7771739130435
22,34,1148.7065217391305
22,35,1147.4006211180124
22,36,1144.8897515527951
22,37,1143.7771739130435
22,38,1142.7181677018634
22,39,1142.7181677018634
22,40,1141.4270186335405
22,41,1140.832298136646
22,42,1139.9448757763976
22,43,1133.8718944099378
22,44,1133.0271739130435
22,45,1131.3198757763976
22,46,1130.9114906832299
22,47,1127.642857142857
22,48,1126.947204968944
22,49,1126.572204968944
22,50,1125.9697204968943
22,51,1125.611801242236
22,52,1125.611801242236
22,53,1125.0830745341616
22,54,1124.2445652173913
22,55,1124.2445652173913
22,56,1123.8245341614906
22,57,1123.6304347826087
22,58,1123.5395962732919
22,59,1123.5395962732919
22,60,1123.5395962732919
22,61,1123.7864906832299
22,62,1123.5846273291925
22,63,1124.6521739130435
22,64,1123.0139751552795
22,65,1122.501552795031
22,66,1122.1475155279504
22,67,1120.988354037267
22,68,1120.988354037267
22,69,1120.988354037267
22,70,1120.988354037267
23,1,18196.145186335405
23,2,14066.590838509317
23,3,11532.425465838509
23,4,9164.569099378881
23,5,7647.630434782609
23,6,6168.465062111802
23,7,4978.197204968944
23,8,3841.2251552795033
23,9,3088.645962732919
23,10,2519.3905279503106
23,11,2016.0155279503106
23,12,1725.7119565217392
23,13,1617.5419254658384
23,14,1470.152950310559
23,15,1366.5139751552795
23,16,1313.9604037267081
23,17,1274.7461180124224
23,18,1244.3408385093169
23,19,1227.9107142857142
23,20,1211.5978260869565
23,21,1193.7593167701864
23,22,1182.3260869565217
23,23,1174.4697204968943
23,24,1162.4798136645963
23,25,1149.3920807453417
23,26,1144.5380434782608
23,27,1142.6024844720496
23,28,1135.524844720497
23,29,1135.8330745341616
23,30,1132.804347826087
23,31,1129.1312111801242
23,32,1128.998447204969
23,33,1127.3012422360248
23,34,1121.8563664596272
23,35,1121.97049689441
23,36,1116.3850931677018
23,37,1115.027950310559
23,38,1112.754658385093
23,39,1112.5062111801242
23,40,1111.7857142857142
23,41,1111.5745341614906
23,42,1110.1995341614906
23,43,1106.2888198757764
23,44,1104.972049689441
23,45,1104.333850931677
23,46,1103.5287267080746
23,47,1099.2709627329193
23,48,1099.0737577639752
23,49,1098.8959627329193
23,50,1098.3423913043478
23,51,1097.9844720496894
23,52,1097.9844720496894
23,53,1097.5962732919254
23,54,1096.7577639751553
23,55,1096.7577639751553
23,56,1096.6009316770187
23,57,1096.4068322981366
23,58,1096.31599378882
23,59,1096.31599378882
23,60,1096.31599378882
23,61,1095.9922360248447
23,62,1095.697204968944
23,63,1095.697204968944
23,64,1095.697204968944
23,65,1095.1847826086957
23,66,1093.3400621118012
23,67,1092.6669254658384
23,68,1092.6669254658384
23,69,1092.6669254658384
23,70,1092.6669254658384
24,1,16064.974378881987
24,2,12857.97204968944
24,3,10823.061335403727
24,4,8921.858695652174
24,5,7342.551242236025
24,6,6024.516304347826
24,7,4879.597826086957
24,8,3780.705745341615
24,9,2967.1451863354037
24,10,2389.6164596273293
24,11,1942.3493788819876
24,12,1699.9891304347825
24,13,1525.6746894409937
24,14,1409.347049689441
24,15,1312.6218944099378
24,16,1265.5931677018634
24,17,1234.8509316770187
24,18,1216.4138198757764
24,19,1194.3905279503106
24,20,1177.0201863354037
24,21,1158.5566770186335
24,22,1149.9145962732919
24,23,1141.9138198757764
24,24,1131.5100931677018
24,25,1118.1614906832299
24,26,1111.766304347826
24,27,1110.552795031056
24,28,1098.0209627329193
24,29,1096.2119565217392
24,30,1094.649844720497
24,31,1092.0962732919254
24,32,1091.2686335403728
24,33,1088.9091614906831
24,34,1083.777950310559
24,35,1084.7422360248447
24,36,1080.170807453416
24,37,1078.858695652174
24,38,1077.386645962733
24,39,1077.0729813664595
24,40,1076.3524844720496
24,41,1075.5869565217392
24,42,1074.7142857142858
24,43,1070.6731366459628
24,44,1069.4976708074535
24,45,1068.2305900621118
24,46,1067.4254658385094
24,47,1063.8905279503106
24,48,1063.6933229813665
24,49,1063.4689440993789
24,50,1063.1537267080746
24,51,1062.557453416149
24,52,1062.557453416149
24,53,1062.0287267080746
24,54,1061.59549689441
24,55,1061.59549689441
24,56,1061.4386645962734
24,57,1061.2445652173913
24,58,1061.1195652173913
24,59,1061.1195652173913
24,60,1061.1195652173913
24,61,1060.795807453416
24,62,1060.5007763975154
24,63,1060.5007763975154
24,64,1060.1211180124224
24,65,1059.608695652174
24,66,1057.7639751552795
24,67,1057.0908385093169
24,68,1057.0908385093169
24,69,1057.0908385093169
24,70,1057.0908385093169
25,1,15310.368012422361
25,2,12248.61102484472
25,3,10305.77950310559
25,4,8531.657608695652
25,5,7214.776397515528
25,6,5975.257763975155
25,7,4621.484472049689
25,8,3769.1816770186338
25,9,2909.7981366459626
25,10,2347.555900621118
25,11,1992.682453416149
25,12,1681.8742236024846
25,13,1515.1172360248447
25,14,1376.9805900621118
25,15,1295.141304347826
25,16,1250.8563664596272
25,17,1216.3346273291925
25,18,1194.4363354037266
25,19,1168.7430124223602
25,20,1155.4914596273293
25,21,1134.7026397515529
25,22,1127.3082298136646
25,23,1118.986801242236
25,24,1107.8439440993789
25,25,1092.5139751552795
25,26,1087.7352484472049
25,27,1086.483695652174
25,28,1072.858695652174
25,29,1073.8214285714287
25,30,1071.6614906832299
25,31,1065.5729813664595
25,32,1065.7096273291925
25,33,1062.679347826087
25,34,1058.22049689441
25,35,1059.4627329192547
25,36,1055.5636645962734
25,37,1054.5962732919254
25,38,1053.6933229813665
25,39,1053.379658385093
25,40,1052.6591614906831
25,41,1051.7686335403728
25,42,1050.8812111801242
25,43,1045.320652173913
25,44,1044.1288819875776
25,45,1043.3804347826087
25,46,1042.5753105590063
25,47,1038.6211180124224
25,48,1038.4961180124224
25,49,1038.1211180124224
25,50,1037.4961180124224
25,51,1037.138198757764
25,52,1037.138198757764
25,53,1036.75
25,54,1036.3167701863354
25,55,1036.3167701863354
25,56,1036.3113354037266
25,57,1036.1172360248447
25,58,1036.026397515528
25,59,1036.026397515528
25,60,1036.026397515528
25,61,1035.7026397515529
25,62,1035.4076086956522
25,63,1035.4076086956522
25,64,1035.4076086956522
25,65,1034.8951863354037
25,66,1033.0504658385094
25,67,1032.3773291925465
25,68,1032.3773291925465
25,69,1032.3773291925465
25,70,1032.3773291925465
26,1,14409.394409937888
26,2,11773.173136645963
26,3,9781.586180124224
26,4,7900.178571428572
26,5,6785.197981366459
26,6,5446.931677018633
26,7,4261.850155279503
26,8,3352.023291925466
26,9,2840.483695652174
26,10,2263.0489130434785
26,11,1959.1490683229813
26,12,1668.004658385093
26,13,1480.8858695652175
26,14,1331.3649068322982
26,15,1258.0139751552795
26,16,1230.9145962732919
26,17,1191.6847826086957
26,18,1166.4153726708075
26,19,1157.9673913043478
26,20,1137.3423913043478
26,21,1114.442546583851
26,22,1109.6273291925465
26,23,1100.942546583851
26,24,1089.3788819875776
26,25,1074.7732919254659
26,26,1069.944099378882
26,27,1067.4650621118012
26,28,1052.2531055900622
26,29,1051.2034161490683
26,30,1047.802795031056
26,31,1045.47049689441
26,32,1041.2740683229813
26,33,1042.817546583851
26,34,1038.5566770186335
26,35,1039.454192546584
26,36,1035.251552795031
26,37,1034.5341614906831
26,38,1033.695652173913
26,39,1033.695652173913
26,40,1032.975155279503
26,41,1031.667701863354
26,42,1030.738354037267
26,43,1025.0636645962734
26,44,1024.3392857142858
26,45,1022.7010869565217
26,46,1021.8959627329192
26,47,1017.9262422360248
26,48,1017.8012422360248
26,49,1017.4262422360248
26,50,1016.9433229813665
26,51,1016.585403726708
26,52,1016.585403726708
26,53,1016.1972049689441
26,54,1015.7639751552795
26,55,1015.7639751552795
26,56,1015.3439440993789
26,57,1015.1498447204968
26,58,1015.0590062111801
26,59,1015.0590062111801
26,60,1015.0590062111801
26,61,1014.735248447205
26,62,1014.5675465838509
26,63,1014.5675465838509
26,64,1014.5675465838509
26,65,1014.0551242236024
26,66,1012.210403726708
26,67,1011.5372670807453
26,68,1011.5372670807453
26,69,1011.5372670807453
26,70,1011.5372670807453
27,1,13668.041925465839
27,2,11121.594720496894
27,3,9800.870341614907
27,4,7818.479813664596
27,5,6727.628105590062
27,6,5586.375776397515
27,7,4376.864130434783
27,8,3533.0364906832297
27,9,2892.4208074534163
27,10,2331.091614906832
27,11,1895.2849378881988
27,12,1639.3687888198758
27,13,1488.4448757763976
27,14,1314.5194099378882
27,15,1240.3773291925465
27,16,1209.5877329192547
27,17,1181.9642857142858
27,18,1145.4813664596272
27,19,1132.0256211180124
27,20,1115.5318322981366
27,21,1088.5776397515529
27,22,1084.7158385093169
27,23,1076.9743788819876
27,24,1064.4650621118012
27,25,1051.013198757764
27,26,1050.704192546584
27,27,1042.2802795031057
27,28,1030.0628881987577
27,29,1030.0628881987577
27,30,1028.1149068322982
27,31,1023.9821428571429
27,32,1023.0535714285714
27,33,1020.7492236024844
27,34,1015.2251552795032
27,35,1017.2228260869565
27,36,1011.7569875776397
27,37,1011.1296583850932
27,38,1009.2375776397515
27,39,1009.2375776397515
27,40,1008.5170807453416
27,41,1007.5931677018633
27,42,1006.6413043478261
27,43,1001.34549689441
27,44,1000.6863354037267
27,45,998.52950310559
27,46,997.7243788819876
27,47,993.3858695652174
27,48,993.2608695652174
27,49,992.8858695652174
27,50,992.4254658385094
27,51,991.804347826087
27,52,991.804347826087
27,53,991.416149068323
27,54,990.5636645962733
27,55,990.5636645962733
27,56,990.6094720496894
27,57,990.4153726708074
27,58,990.3245341614906
27,59,990.3245341614906
27,60,990.3245341614906
27,61,990.0007763975156
27,62,990.0007763975156
27,63,990.0007763975156
27,64,989.6211180124224
27,65,989.1086956521739
27,66,987.2639751552795
27,67,986.5908385093168
27,68,986.5908385093168
27,69,986.5908385093168
27,70,986.5908385093168
28,1,13917.923136645963
28,2,11443.791149068324
28,3,9677.857919254659
28,4,7911.395186335404
28,5,6713.33850931677
28,6,5388.180124223602
28,7,4248.333074534162
28,8,3556.6288819875776
28,9,2832.6847826086955
28,10,2354.9541925465837
28,11,1869.9945652173913
28,12,1644.4596273291925
28,13,1462.4138198757764
28,14,1301.1770186335405
28,15,1237.1304347826087
28,16,1196.1537267080746
28,17,1168.7127329192547
28,18,1139.6397515527951
28,19,1113.9790372670807
28,20,1092.6630434782608
28,21,1070.9083850931677
28,22,1065.704192546584
28,23,1057.3742236024846
28,24,1043.5745341614906
28,25,1030.2135093167701
28,26,1028.9673913043478
28,27,1023.7771739130435
28,28,1010.9021739130435
28,29,1011.4712732919255
28,30,1009.3501552795032
28,31,1005.6972049689441
28,32,1004.77950310559
28,33,1001.9953416149068
28,34,996.4821428571429
28,35,997.0939440993789
28,36,991.6389751552795
28,37,990.9386645962733
28,38,988.776397515528
28,39,988.776397515528
28,40,988.055900621118
28,41,987.264751552795
28,42,986.3431677018633
28,43,980.9347826086956
28,44,980.1343167701864
28,45,977.9774844720497
28,46,977.1723602484471
28,47,974.1902173913044
28,48,974.0652173913044
28,49,973.6902173913044
28,50,973.4681677018633
28,51,972.847049689441
28,52,972.847049689441
28,53,972.458850931677
28,54,972.0116459627329
28,55,972.0116459627329
28,56,971.944099378882
28,57,971.75
28,58,971.6591614906832
28,59,971.6591614906832
28,60,971.6591614906832
28,61,971.335403726708
28,62,971.335403726708
28,63,971.335403726708
28,64,971.069099378882
28,65,970.5566770186335
28,66,969.2305900621118
28,67,968.5574534161491
28,68,968.5574534161491
28,69,968.5574534161491
28,70,968.5574534161491
29,1,13508.32298136646
29,2,11022.957298136645
29,3,9268.97049689441
29,4,7862.480590062112
29,5,6500.440217391304
29,6,5399.062888198758
29,7,4279.938664596273
29,8,3473.7065217391305
29,9,2740.5605590062114
29,10,2295.4774844720496
29,11,1852.292701863354
29,12,1589.1878881987577
29,13,1425.8136645962734
29,14,1281.1979813664595
29,15,1219.6801242236024
29,16,1178.2569875776398
29,17,1148.2554347826087
29,18,1116.1723602484471
29,19,1105.5318322981366
29,20,1086.8214285714287
29,21,1065.0310559006211
29,22,1058.8315217391305
29,23,1048.495341614907
29,24,1038.4332298136646
29,25,1024.8920807453417
29,26,1022.9270186335403
29,27,1016.6607142857143
29,28,1004.6296583850932
29,29,1004.2072981366459
29,30,1002.5729813664597
29,31,999.0745341614906
29,32,997.652950310559
29,33,994.8843167701864
29,34,988.9650621118012
29,35,990.388198757764
29,36,984.5271739130435
29,37,983.5139751552795
29,38,981.5302795031056
29,39,981.5302795031056
29,40,980.8097826086956
29,41,980.0186335403727
29,42,979.097049689441
29,43,973.7158385093168
29,44,972.8501552795032
29,45,970.6933229813665
29,46,969.888198757764
29,47,966.3012422360248
29,48,966.1762422360248
29,49,965.8012422360248
29,50,965.3159937888199
29,51,964.9580745341615
29,52,964.9580745341615
29,53,964.5698757763976
29,54,963.7173913043479
29,55,963.7173913043479
29,56,963.6498447204968
29,57,963.4557453416149
29,58,963.3649068322982
29,59,963.3649068322982
29,60,963.3649068322982
29,61,963.041149068323
29,62,963.041149068323
29,63,963.041149068323
29,64,962.7748447204968
29,65,962.2624223602485
29,66,960.9363354037267
29,67,960.263198757764
29,68,960.263198757764
29,69,960.263198757764
29,70,960.263198757764
30,1,13099.80357142857
30,2,11125.55900621118
30,3,9027.271739130434
30,4,7873.490683229814
30,5,6501.796583850932
30,6,5454.188664596273
30,7,4207.973602484472
30,8,3470.967391304348
30,9,2804.0287267080744
30,10,2274.965062111801
30,11,1892.2228260869565
30,12,1602.2996894409937
30,13,1434.3625776397516
30,14,1310.3035714285713
30,15,1207.2826086956522
30,16,1157.4223602484471
30,17,1136.5799689440994
30,18,1100.7437888198758
30,19,1097.1638198757764
30,20,1075.7732919254659
30,21,1051.7771739130435
30,22,1045.1024844720496
30,23,1037.6273291925465
30,24,1023.8408385093168
30,25,1011.5613354037267
30,26,1009.6622670807453
30,27,1003.9526397515529
30,28,990.6715838509317
30,29,989.0364906832298
30,30,986.2569875776397
30,31,984.4122670807453
30,32,982.902950310559
30,33,979.7344720496894
30,34,973.7274844720497
30,35,975.9332298136646
30,36,969.9844720496894
30,37,968.7336956521739
30,38,966.4891304347826
30,39,966.4891304347826
30,40,965.7686335403727
30,41,965.3843167701864
30,42,964.4627329192547
30,43,958.8245341614906
30,44,957.958850931677
30,45,955.8020186335403
30,46,954.8152173913044
30,47,951.4402173913044
30,48,951.3152173913044
30,49,950.9402173913044
30,50,950.7181677018633
30,51,950.2243788819876
30,52,950.0535714285714
30,53,949.6653726708074
30,54,949.2181677018633
30,55,949.2181677018633
30,56,949.1506211180124
30,57,948.9565217391304
30,58,948.8656832298136
30,59,948.8656832298136
30,60,948.8656832298136
30,61,948.5419254658385
30,62,948.5419254658385
30,63,948.5419254658385
30,64,948.2756211180124
30,65,947.763198757764
30,66,946.4371118012423
30,67,945.7639751552795
30,68,945.7639751552795
30,69,945.7639751552795
30,70,945.7639751552795
31,1,12978.964285714286
31,2,10664.687111801242
31,3,9087.239130434782
31,4,7778.923913043478
31,5,6531.760093167702
31,6,5597.836180124224
31,7,4446.250776397515
31,8,3410.495341614907
31,9,2790.143633540373
31,10,2280.364906832298
31,11,1914.652950310559
31,12,1643.6032608695652
31,13,1447.376552795031
31,14,1288.0062111801242
31,15,1195.6801242236024
31,16,1150.7352484472049
31,17,1119.3113354037266
31,18,1094.2717391304348
31,19,1079.9650621118012
31,20,1063.579192546584
31,21,1041.5434782608695
31,22,1033.598602484472
31,23,1025.6459627329193
31,24,1009.6327639751553
31,25,994.0908385093168
31,26,993.2996894409938
31,27,987.5908385093168
31,28,975.2096273291926
31,29,974.9355590062112
31,30,972.5054347826087
31,31,968.651397515528
31,32,967.013198757764
31,33,964.3299689440994
31,34,958.194099378882
31,35,959.9984472049689
31,36,953.9208074534162
31,37,952.6700310559006
31,38,950.3998447204968
31,39,950.3998447204968
31,40,949.679347826087
31,41,949.0566770186335
31,42,948.1017080745341
31,43,942.9114906832298
31,44,942.0458074534162
31,45,939.8889751552795
31,46,939.083850931677
31,47,935.8253105590062
31,48,935.7003105590062
31,49,935.3253105590062
31,50,935.1032608695652
31,51,934.5069875776397
31,52,934.5069875776397
31,53,934.1187888198758
31,54,933.6715838509317
31,55,933.6715838509317
31,56,933.6040372670808
31,57,933.4099378881988
31,58,933.2849378881988
31,59,933.2849378881988
31,60,933.2849378881988
31,61,932.9611801242236
31,62,932.6979813664597
31,63,932.6979813664597
31,64,932.4316770186335
31,65,931.9192546583851
31,66,930.5931677018633
31,67,929.9200310559006
31,68,929.9200310559006
31,69,929.9200310559006
31,70,929.9200310559006
32,1,12565.158385093167
32,2,10473.425465838509
32,3,9004.606366459628
32,4,7663.149844720497
32,5,6584.659937888198
32,6,5526.949534161491
32,7,4410.875776397515
32,8,3518.288043478261
32,9,2761.4402173913045
32,10,2268.718944099379
32,11,1893.6739130434783
32,12,1628.2406832298136
32,13,1434.8354037267081
32,14,1275.9596273291925
32,15,1177.7717391304348
32,16,1132.4378881987577
32,17,1103.7585403726707
32,18,1079.27950310559
32,19,1066.4464285714287
32,20,1049.3936335403728
32,21,1027.7709627329193
32,22,1020.2958074534162
32,23,1012.3431677018633
32,24,996.6001552795032
32,25,980.7717391304348
32,26,980.222049689441
32,27,974.3944099378882
32,28,962.013198757764
32,29,961.7391304347826
32,30,959.4378881987577
32,31,956.1180124223603
32,32,953.9169254658385
32,33,951.5644409937888
32,34,944.9448757763976
32,35,947.2639751552795
32,36,940.7026397515529
32,37,939.4518633540373
32,38,936.2538819875776
32,39,936.2538819875776
32,40,935.5333850931677
32,41,934.9386645962733
32,42,933.9689440993789
32,43,928.7787267080745
32,44,927.9130434782609
32,45,925.7562111801242
32,46,924.9510869565217
32,47,921.6925465838509
32,48,921.5675465838509
32,49,921.1925465838509
32,50,920.97049689441
32,51,920.3431677018633
32,52,920.3431677018633
32,53,919.9549689440994
32,54,919.5077639751553
32,55,919.5077639751553
32,56,919.4402173913044
32,57,919.2461180124224
32,58,919.1552795031056
32,59,919.1552795031056
32,60,919.1552795031056
32,61,918.8315217391304
32,62,918.8315217391304
32,63,918.5683229813665
32,64,918.3020186335403
32,65,917.789596273292
32,66,916.4635093167702
32,67,915.7903726708074
32,68,915.7903726708074
32,69,915.7903726708074
32,70,915.7903726708074
33,1,12558.267080745341
33,2,10277.664596273293
33,3,8914.2950310559
33,4,7563.142857142857
33,5,6342.857919254659
33,6,5415.800465838509
33,7,4166.649844720497
33,8,3322.523291925466
33,9,2748.726708074534
33,10,2251.5085403726707
33,11,1825.1583850931677
33,12,1590.5209627329193
33,13,1404.2895962732919
33,14,1274.8315217391305
33,15,1178.1141304347825
33,16,1132.0768633540372
33,17,1104.608695652174
33,18,1072.9945652173913
33,19,1065.177795031056
33,20,1046.3649068322982
33,21,1025.6048136645963
33,22,1016.8447204968944
33,23,1008.0240683229814
33,24,998.4169254658385
33,25,981.7212732919255
33,26,979.8447204968944
33,27,970.1040372670808
33,28,959.9953416149068
33,29,959.0178571428571
