tries,flips,current,best
0,0,1061.4622222222222,1061.4622222222222
0,1,1055.4622222222222,1055.4622222222222
0,2,1050.7251851851852,1050.7251851851852
0,3,1056.0185185185185,1050.7251851851852
0,4,1055.1644444444444,1050.7251851851852
0,5,1057.7711111111112,1050.7251851851852
0,6,1064.6051851851853,1050.7251851851852
0,7,1069.2696296296297,1050.7251851851852
0,8,1062.4474074074074,1050.7251851851852
0,9,1066.608148148148,1050.7251851851852
0,10,1061.3222222222223,1050.7251851851852
0,11,1065.6014814814814,1050.7251851851852
0,12,1072.9933333333333,1050.7251851851852
0,13,1062.9992592592594,1050.7251851851852
0,14,1052.2266666666667,1050.7251851851852
0,15,1057.134074074074,1050.7251851851852
0,16,1055.6503703703704,1050.7251851851852
0,17,1063.0948148148148,1050.7251851851852
0,18,1062.7933333333333,1050.7251851851852
0,19,1059.7666666666667,1050.7251851851852
0,20,1063.5555555555557,1050.7251851851852
0,21,1051.2474074074073,1050.7251851851852
0,22,1053.2992592592593,1050.7251851851852
0,23,1045.351851851852,1045.351851851852
0,24,1036.2548148148148,1036.2548148148148
0,25,1038.7059259259258,1036.2548148148148
0,26,1028.3296296296296,1028.3296296296296
0,27,1020.8437037037037,1020.8437037037037
0,28,1019.2792592592592,1019.2792592592592
0,29,1019.7111111111111,1019.2792592592592
0,30,1024.2814814814815,1019.2792592592592
0,31,1029.9207407407407,1019.2792592592592
0,32,1031.691111111111,1019.2792592592592
0,33,1026.308888888889,1019.2792592592592
0,34,1038.5081481481482,1019.2792592592592
0,35,1049.3140740740741,1019.2792592592592
0,36,1047.1303703703704,1019.2792592592592
0,37,1041.6496296296295,1019.2792592592592
0,38,1037.3318518518518,1019.2792592592592
0,39,1030.2792592592593,1019.2792592592592
0,40,1029.5318518518518,1019.2792592592592
0,41,1033.351111111111,1019.2792592592592
1,0,1064.1903703703704,1019.2792592592592
1,1,1081.4266666666667,1019.2792592592592
1,2,1074.885925925926,1019.2792592592592
1,3,1067.5014814814815,1019.2792592592592
1,4,1073.4888888888888,1019.2792592592592
1,5,1083.1407407407407,1019.2792592592592
1,6,1075.7503703703703,1019.2792592592592
2,0,1072.525925925926,1019.2792592592592
2,1,1078.8762962962962,1019.2792592592592
2,2,1069.005925925926,1019.2792592592592
2,3,1060.3155555555556,1019.2792592592592
2,4,1069.9592592592592,1019.2792592592592
2,5,1072.5874074074075,1019.2792592592592
2,6,1067.4251851851852,1019.2792592592592
2,7,1064.8725925925926,1019.2792592592592
2,8,1072.7755555555555,1019.2792592592592
2,9,1074.0637037037036,1019.2792592592592
2,10,1073.2703703703703,1019.2792592592592
2,11,1066.502962962963,1019.2792592592592
2,12,1070.5918518518517,1019.2792592592592
2,13,1065.7325925925925,1019.2792592592592
2,14,1060.5518518518518,1019.2792592592592
2,15,1058.2614814814815,1019.2792592592592
2,16,1055.4162962962962,1019.2792592592592
2,17,1051.2296296296297,1019.2792592592592
2,18,1051.6733333333334,1019.2792592592592
2,19,1054.1325925925926,1019.2792592592592
2,20,1047.0214814814815,1019.2792592592592
2,21,1044.3555555555556,1019.2792592592592
2,22,1050.8837037037038,1019.2792592592592
2,23,1047.4844444444445,1019.2792592592592
2,24,1052.634074074074,1019.2792592592592
2,25,1055.6007407407408,1019.2792592592592
2,26,1057.16,1019.2792592592592
2,27,1050.7355555555555,1019.2792592592592
2,28,1053.8614814814814,1019.2792592592592
2,29,1050.7962962962963,1019.2792592592592
2,30,1041.5444444444445,1019.2792592592592
2,31,1037.4644444444446,1019.2792592592592
2,32,1056.8155555555556,1019.2792592592592
2,33,1049.0266666666666,1019.2792592592592
2,34,1044.4096296296295,1019.2792592592592
2,35,1052.117037037037,1019.2792592592592
2,36,1051.3162962962963,1019.2792592592592
