PopulationProportionate,UniformRandom,Uniform,GA (1 week),GA (1 year),Random,AllCityCenter,MA,SLS
732,742,742,742,742,742,732,742,742
576,576,576,576,576,576,576,576,576
104,475,848,848,848,475,939,848,475
552,552,552,552,552,552,1715,552,552
1510,1510,1510,1510,1510,1510,2911,1510,1510
2594,2594,2594,2594,2594,2594,2594,2594,2594
836,776,776,909,1189,776,776,776,836
411,411,411,411,411,411,411,411,411
2692,2692,2692,1902,1902,2692,2743,1902,2692
581,731,731,731,731,731,731,731,581
5381,5381,5381,5381,5381,5381,5084,5381,5324
210,210,210,210,210,210,567,210,210
12609,12609,12609,12609,12609,13071,13503,12609,12609
624,1030,1030,1030,576,1120,375,1030,576
1367,1733,1816,1613,1613,1733,1176,1733,1613
419,419,419,419,419,419,1519,419,419
1758,1592,1592,1592,1592,1592,1942,1592,1592
753,753,753,753,753,753,753,753,753
1347,1347,1577,1347,1347,1347,1347,1347,1347
1897,1897,1897,1897,1897,1897,1885,1885,1944
572,572,767,767,767,767,767,767,572
162,162,162,162,162,493,842,162,533
1310,1224,1224,1224,1224,1224,1335,1224,1224
433,433,433,506,433,433,433,751,433
599,599,825,599,599,599,1188,825,924
1100,785,873,785,951,1100,1382,1023,951
464,464,464,441,441,464,385,441,441
343,343,343,343,343,343,952,343,343
949,1233,1233,1233,1233,949,1233,1017,949
499,564,903,499,903,499,903,1082,903
1251,1702,1702,1316,701,2136,1316,1894,1402
1025,1025,1025,1524,1524,1025,2631,1025,1524
255,255,594,255,255,255,594,255,255
354,354,383,354,354,405,481,383,354
2503,2503,2503,2503,2503,2503,2474,2503,2503
1684,1684,3094,1684,1684,3303,2797,1684,1684
363,742,742,371,579,742,897,363,363
445,445,445,445,445,445,1354,445,445
1608,1608,1608,1047,1047,1608,1681,1047,1608
300,607,693,300,300,607,300,300,300
1699,1031,1031,1070,1070,1031,2946,1070,1070
1939,1939,1939,1939,1939,1939,1939,1939,1939
1120,1028,1218,1028,1028,1028,1317,1028,1028
1753,1753,629,1436,1436,629,2244,1122,1927
644,644,644,644,644,644,648,644,644
279,662,662,751,662,279,879,662,674
422,422,422,422,422,373,620,422,422
4466,4466,4466,4466,4466,4466,5492,4466,4466
826,826,826,826,826,826,797,826,826
411,411,411,411,411,411,1075,411,411
310,310,310,310,310,310,310,310,310
2766,2766,2276,1653,1653,2276,2730,1937,1653
7136,7136,7136,7136,7136,7389,7511,7136,7136
796,807,999,766,766,999,941,766,796
317,317,317,317,317,317,1003,317,317
2427,2585,2948,2246,2246,2948,2246,2246,2246
498,1051,1051,610,498,1051,725,725,725
1371,1276,1276,1276,1276,1371,1731,1371,1371
571,466,693,693,693,571,693,466,571
991,1307,1307,716,716,991,1140,716,1307
382,382,382,382,382,382,711,382,382
771,771,771,771,771,771,1024,771,771
735,735,735,735,735,735,1869,735,735
463,463,463,463,463,463,942,463,463
805,805,805,805,805,805,806,805,805
313,313,338,338,313,313,241,313,313
354,354,437,354,354,437,885,354,667
457,558,457,457,457,457,457,457,457
1681,1681,1681,1681,1681,1681,2794,1681,1965
596,596,596,596,596,785,1382,596,596
727,727,727,727,727,1350,1590,977,727
1388,1388,1811,1475,1475,1811,1388,1758,1475
448,448,448,448,448,448,448,448,448
317,317,518,317,518,317,317,518,317
2350,2350,2698,2350,2603,2350,2698,2603,2603
413,457,413,569,451,569,451,451,413
160,160,160,160,160,826,732,160,160
1714,1714,1714,1714,1714,1714,1652,1714,1714
397,584,584,584,584,885,725,584,397
847,847,1194,847,847,1239,859,847,847
365,365,640,471,471,734,471,471,365
542,542,1190,542,542,542,1263,542,1190
888,888,888,888,888,943,1599,888,888
1199,1129,1199,1199,1199,1129,1463,1199,1199
2807,2807,2807,2807,2807,2807,3678,2022,2807
914,914,914,914,914,914,1434,914,914
383,383,564,383,383,383,383,383,383
471,471,1108,471,471,1108,1762,471,471
728,666,666,728,728,868,550,728,666
709,709,709,709,709,1108,1052,709,709
456,456,652,456,456,456,749,456,652
985,985,985,985,985,985,2747,985,985
383,564,383,383,383,564,383,383,383
492,492,799,492,492,492,799,492,492
1191,1191,1191,1191,1191,1191,1179,1191,1191
819,1088,1437,819,819,1232,1232,819,1088
381,381,381,429,381,381,406,381,381
317,317,317,317,317,317,317,317,317
551,636,636,636,636,636,777,636,551
410,410,410,410,410,410,1054,748,410
1218,1218,1218,369,996,1218,1218,369,1218
548,548,548,548,548,548,1023,548,548
456,456,456,456,456,456,510,510,456
1368,1368,1368,1368,1368,1368,1699,1368,1475
287,724,724,545,724,287,974,724,724
726,726,1040,726,726,1040,855,726,726
978,978,978,978,978,978,978,978,978
1015,1015,1015,1015,1015,1265,1361,1015,1015
854,854,854,854,889,854,1508,854,889
671,671,671,671,671,671,1732,671,671
976,1392,1392,1392,1392,976,1803,1392,1392
726,726,726,726,726,726,1761,726,726
484,484,484,484,484,484,484,484,484
645,645,645,645,1453,645,1453,645,645
1855,1855,1855,1614,1614,1855,2169,1614,1614
348,348,348,348,348,348,695,348,348
735,735,1057,1057,1057,735,1400,1057,1057
582,582,582,582,582,582,582,582,582
2085,2325,2424,2085,2085,2424,2085,2085,2085
727,727,1112,727,727,1095,908,1072,727
574,574,574,574,574,574,1529,574,574
873,873,873,873,873,873,2670,873,873
227,227,915,851,663,227,851,631,227
676,676,1086,676,676,1086,1418,1086,676
475,475,475,475,475,475,3024,475,475
755,755,755,755,755,755,755,755,755
588,588,616,769,588,588,588,588,588
1022,1022,1022,1022,1022,1022,1314,1305,1022
421,421,538,421,421,421,618,421,421
1098,1098,1098,1098,1098,1098,917,1098,917
826,1146,1146,826,826,826,1617,826,1142
245,245,245,245,245,245,625,445,245
385,385,385,385,385,385,432,432,385
437,878,759,664,664,437,664,1344,664
1193,1582,1193,1193,1193,1193,1837,1193,1193
905,905,905,905,905,905,905,905,905
573,729,1252,729,573,723,667,1020,573
532,1133,1388,1133,1219,772,1007,1219,1007
1849,1565,1849,1565,1565,1565,2678,1565,1565
795,1319,1477,1116,1116,795,630,1319,1319
821,821,821,821,821,821,821,671,821
2787,2992,2751,2992,2787,2787,2751,2988,2787
878,1143,1013,878,371,1013,1143,878,878
3029,692,692,692,692,692,3623,692,3029
1916,1985,1799,1898,1916,1648,1791,1799,1985
596,596,596,596,596,596,366,366,596
466,384,384,407,407,815,414,384,407
606,267,731,559,731,703,267,559,335
2723,2532,2723,2532,2723,2723,2292,2532,2532
754,635,635,754,635,635,1226,754,635
1265,1265,1265,1265,1265,1265,3009,1265,1265
1221,1387,1405,1221,1221,1228,1405,1228,1221
2695,541,541,2695,2695,2797,3476,2797,2695
1213,1213,2072,1213,2072,1213,2072,1213,1213
517,425,517,517,425,425,425,425,639
606,963,963,606,555,555,706,555,606
1177,1217,345,1184,345,1217,2284,1184,1177
1654,1654,1654,1654,1654,1654,2129,1654,1654
463,463,463,463,463,775,1267,775,463
700,700,627,627,627,700,700,627,700
568,607,568,607,568,568,653,568,568
296,296,296,328,328,296,328,328,328
1173,1173,1173,1173,513,1173,1747,1173,1262
607,607,1223,1223,995,607,1288,1223,1149
725,725,906,725,725,725,725,725,725
919,1394,1581,1173,1173,919,1348,1394,1394
275,489,702,489,489,275,275,489,275
608,608,608,608,608,608,608,608,608
251,251,251,251,251,251,312,251,251
702,757,702,702,702,757,702,702,702
1140,1219,1206,1219,1206,1206,1141,1206,1206
756,756,812,756,756,756,1095,756,756
753,753,753,753,753,753,2369,753,753
272,272,272,272,272,272,1192,272,272
255,255,271,255,255,255,795,450,255
398,398,398,398,398,398,398,398,398
341,341,341,341,341,341,3018,341,341
919,1060,919,919,919,1176,1441,919,1060
354,354,354,354,354,354,354,354,354
1670,1471,1619,1471,1417,1670,2280,1471,1471
1192,1192,1192,1192,1192,1192,1241,1192,1192
1419,1419,1419,1419,1419,1419,1712,1419,1615
597,597,597,597,597,597,909,597,597
284,284,284,284,284,284,1204,284,284
263,263,263,263,263,263,754,458,263
765,765,765,765,765,765,1104,765,765
394,394,394,394,394,394,394,394,394
344,898,344,344,344,344,1264,344,898
611,611,611,611,611,863,884,611,611
642,642,642,642,642,642,1131,642,642
518,518,518,518,518,1247,1821,1247,518
743,743,743,743,743,743,743,743,743
655,655,655,655,655,655,2588,655,655
648,648,648,648,648,648,1051,648,648
339,339,339,339,339,339,385,339,339
602,602,602,602,602,602,3249,602,602
294,294,294,294,294,294,641,294,294
1962,1962,1962,1962,1962,1962,3075,1962,1962
275,275,275,275,275,275,962,275,275
838,838,838,838,838,838,1066,838,945
1077,1077,1077,1077,1077,1077,1078,1077,1077
557,557,557,557,557,557,606,557,557
398,398,398,398,398,398,1261,398,398
331,331,331,331,331,331,710,331,331
222,222,328,328,222,328,328,222,328
449,449,449,449,449,449,1275,449,675
685,685,685,685,685,685,1543,685,685
417,1235,1235,1235,1235,417,1350,1235,1235
1123,417,417,417,417,1235,417,417,417
613,613,613,613,613,613,613,613,613
1292,1292,1292,1292,1292,1292,1787,1292,1292
1084,1084,1084,1084,1084,1084,1156,1084,1084
602,602,602,602,602,602,602,602,602
667,667,667,667,667,667,862,667,667
1065,1065,1065,1065,1065,1065,2213,1065,1065
760,760,760,760,760,760,1206,760,760
952,952,952,952,952,952,953,952,952
358,358,358,358,358,358,737,358,358
353,353,353,353,353,353,896,353,604
1208,1208,1208,1208,1208,1208,1504,1208,1208
846,846,846,846,846,951,1109,846,853
193,193,193,193,193,193,420,193,193
492,492,492,492,492,492,373,578,492
373,626,848,748,626,643,848,848,848
621,1025,1025,1025,1025,1025,1309,1025,1025
817,817,817,817,817,877,1291,877,817
1098,1098,1098,1098,1098,1098,1775,1098,1098
1534,1534,1534,1534,1534,1883,2147,1883,1883
239,466,674,466,466,466,466,466,466
8821,9061,9257,8821,8821,9252,8821,8821,8821
507,507,697,507,507,1042,1042,507,507
775,775,775,775,775,1034,553,775,664
703,703,703,703,703,703,2191,703,703
703,703,703,703,703,703,2104,703,703
411,411,411,411,411,411,638,411,411
520,795,795,795,795,744,626,795,626
215,215,215,215,215,215,215,215,215
526,526,526,526,526,526,526,526,526
305,231,305,305,231,256,344,305,305
6004,6272,6403,6004,6004,6403,6111,6004,6004
840,840,840,840,840,840,840,840,840
1174,1174,1174,1174,1174,1295,1934,1174,1174
290,290,290,290,290,811,667,290,485
486,486,486,486,486,486,1372,486,486
748,748,748,748,748,748,921,750,748
432,432,432,432,432,390,460,390,390
519,519,742,519,519,1004,1004,519,519
829,921,921,829,921,877,1125,921,1061
589,589,589,589,589,813,1137,589,589
538,538,669,655,538,807,807,538,538
658,672,672,658,658,1059,658,658,658
319,553,706,553,553,924,602,553,602
615,615,615,615,615,615,1378,615,615
620,620,967,716,716,620,620,716,620
1724,1724,1724,1724,1724,1724,1724,1724,1724
1388,1756,2242,1756,1756,1756,1569,1756,1388
574,492,492,632,632,492,574,632,597
402,321,654,321,402,1114,1274,402,402
1221,1314,1314,1064,1064,1087,1314,1064,1064
920,920,920,920,920,969,1271,920,920
697,697,697,697,697,697,697,697,697
701,701,701,701,701,701,1522,701,701
625,625,625,625,625,625,2580,625,625
312,367,367,367,367,367,312,367,312
310,466,466,466,466,310,357,310,310
684,684,684,684,684,684,996,779,684
227,227,227,227,227,358,454,454,454
486,486,486,708,486,486,795,486,486
331,331,331,331,331,331,3113,331,331
434,434,434,434,434,434,1306,686,434
339,339,339,339,339,339,339,339,339
404,585,404,404,404,404,404,404,404
2694,2694,2694,2694,2694,2694,2990,3014,2694
2142,2142,2142,2142,2142,2412,2757,2142,2142
1064,1064,1064,1064,1064,1064,2169,1064,1064
1089,1089,1089,1089,1089,1089,3350,1089,1089
192,192,192,192,192,192,569,192,192
1831,1831,1831,1831,1831,1831,1892,1831,1831
2498,1676,623,1676,1676,1676,3148,623,1676
1701,1701,1701,1701,1701,1701,1703,1701,1701
468,468,468,468,468,468,468,468,468
639,639,639,639,639,639,825,639,639
897,897,893,897,897,897,930,897,897
377,377,377,377,377,377,660,377,377
1383,1383,1424,1383,1383,1833,1558,1383,1383
1116,1116,1116,1116,1116,1116,1974,1116,1116
581,581,831,831,581,831,1255,831,831
2321,2321,2321,2321,2321,2321,2321,2321,2321
1371,1289,1289,1289,1289,1289,1482,1289,1289
891,891,891,1008,891,891,1008,891,891
698,698,698,698,698,747,747,654,654
356,356,356,356,356,936,408,356,356
449,449,449,449,449,612,741,612,449
1984,403,403,403,403,403,2774,403,1182
336,336,336,336,336,336,336,336,336
894,894,900,870,870,1097,870,870,870
617,684,617,617,684,799,799,684,617
181,181,181,181,181,181,1447,181,181
497,497,497,497,497,497,497,497,497
750,750,750,750,750,1184,1076,750,750
838,838,838,838,838,838,2332,838,838
2702,2702,2702,2702,2702,2702,3636,2702,2702
872,872,872,872,872,872,872,872,872
2117,2117,2117,1833,1833,2456,2947,1833,2117
664,664,664,664,664,664,778,664,664
532,532,532,532,532,532,1156,532,532
770,770,770,770,770,770,2745,770,770
532,532,532,532,532,532,761,532,532
656,656,656,656,656,656,1977,656,656
833,833,833,833,833,833,1308,833,833
1877,1877,1877,1877,1877,1877,2988,1877,1877
323,323,323,323,323,323,323,323,323
2944,2944,2944,2944,2944,2944,2964,2944,2944
288,288,288,288,288,288,1067,288,860
3600,3012,3012,3012,3012,3600,4945,3600,3012
1369,1369,1369,1369,1369,1369,2488,1369,1369
494,494,494,494,494,689,1034,494,689
791,884,884,545,545,545,884,545,884
559,559,559,559,559,559,559,559,559
833,216,216,216,216,216,1281,216,833
642,642,642,642,642,642,727,642,642
465,646,646,465,465,646,465,465,465
2161,2161,2161,2161,2161,2161,3024,2161,2161
495,495,495,500,500,759,759,500,495
1271,1271,1271,1271,1271,1610,1271,1271,1271
1017,1017,1017,1017,1017,1017,1320,1017,1017
499,499,499,499,499,499,1220,499,1147
1126,1500,1500,1039,1500,1039,1614,1500,1500
461,461,461,461,461,461,838,461,461
441,441,441,441,441,441,441,441,441
330,330,330,330,330,330,985,330,556
385,385,385,385,385,385,457,385,385
850,850,850,850,850,850,1137,850,850
849,849,983,911,849,849,1138,849,849
480,710,710,480,480,710,480,480,480
519,519,519,519,519,519,1358,519,519
1268,1268,1518,1360,1360,1518,1942,1360,1518
1939,1939,1939,1939,1939,1939,2802,1939,1939
1142,1142,1142,1142,1142,1142,4135,1142,1142
1319,1319,1241,1319,1319,1527,1358,1319,1319
999,999,1355,999,999,1658,999,999,999
468,468,468,468,468,468,468,468,468
860,909,909,860,860,860,909,860,369
1454,1916,1454,1526,1454,1454,1454,1454,1454
652,1046,418,652,450,418,701,450,418
700,727,727,700,727,1053,1053,727,727
454,1187,1187,1103,1251,1251,1187,454,1187
254,690,956,254,593,435,254,254,254
2781,1842,1842,1842,1842,2781,2672,1842,1015
826,1135,1135,826,826,826,912,826,826
650,1091,1173,650,650,650,481,650,650
1278,1297,1297,1297,1297,1292,1297,1297,1278
1016,1684,1725,1426,1426,1426,724,1426,1016
595,746,746,595,746,595,1115,595,610
814,1017,1390,814,814,814,945,814,1017
1135,1135,1135,1135,1135,1135,1967,1135,1135
1928,1171,2134,1928,1928,2134,2134,1171,1928
405,1090,405,1090,1090,1090,790,1090,405
2368,1059,1059,1059,1194,1059,3117,1059,1059
373,479,479,373,373,479,479,373,373
560,1455,1495,560,560,1183,1709,1183,560
1337,1337,1156,1337,1512,1396,1156,1396,1396
328,328,328,328,328,328,328,328,328
1733,1733,2012,1733,1733,2191,2519,1733,1733
1652,1269,255,1094,1399,1270,2199,1094,1399
460,460,460,460,460,460,743,492,492
486,690,690,486,486,369,590,486,369
4221,4105,4095,4095,4095,4359,4359,4095,4105
854,864,864,420,420,902,902,757,854
1641,1335,1767,1767,1496,1767,1658,1767,1641
758,974,912,680,847,758,912,847,758
780,854,532,780,780,532,610,780,780
701,1131,1131,701,701,701,920,701,701
339,611,555,611,611,339,555,611,555
466,466,466,466,466,466,693,466,466
795,795,795,1374,1423,795,1253,1423,795
1148,845,845,845,1148,1148,1884,845,1148
509,577,530,530,577,530,509,577,509
1744,1237,1237,1237,1237,1324,2168,1237,1744
336,603,603,336,336,336,336,336,336
179,454,454,179,454,179,285,454,285
859,859,859,859,859,859,1645,859,859
766,766,766,766,766,766,2346,766,766
780,780,780,780,780,780,780,780,780
556,556,556,556,556,556,1679,556,556
2448,497,497,497,497,497,2448,497,2448
374,374,374,374,374,835,1051,374,374
1704,596,1376,596,596,596,2195,596,596
471,471,471,471,701,471,1316,471,701
465,719,719,719,465,465,940,719,465
240,240,240,240,240,867,564,240,240
361,361,361,361,361,361,361,361,361
518,518,518,518,518,518,518,518,518
1281,1533,1533,1281,1281,1281,1511,1511,1511
596,596,596,596,596,596,634,596,596
480,480,480,480,684,480,1266,480,684
893,893,902,893,893,902,1030,902,893
545,606,606,545,606,545,606,606,606
531,531,531,531,531,531,1205,872,531
389,389,389,389,389,1118,1692,1118,389
1806,1806,1806,1806,1806,1806,2920,1806,1806
759,759,759,759,759,759,1104,759,759
1573,876,876,876,876,876,2063,876,432
680,680,934,680,934,680,1033,680,934
990,990,990,990,990,990,1458,990,990
755,755,755,755,755,755,1075,755,755
439,784,439,439,439,439,1301,439,784
916,869,916,869,869,869,2183,869,869
441,441,441,441,441,441,441,441,441
754,754,754,407,754,754,754,754,754
288,288,288,288,288,288,1019,687,288
587,587,587,587,587,919,1040,587,587
2477,2477,2477,2477,2477,2477,5259,2477,2477
1086,1086,1086,1086,1086,1086,1425,1086,1086
420,420,420,420,420,420,580,420,477
520,520,520,520,520,520,931,520,520
493,493,493,493,493,493,1098,493,493
1646,1332,1332,1332,1646,1776,2203,1776,1332
207,207,207,207,207,207,500,207,207
543,543,543,543,543,543,832,543,543
647,647,647,647,647,647,1182,647,647
459,459,459,459,459,459,768,527,459
361,361,361,361,361,361,361,361,361
1273,516,516,1192,1273,1273,1866,1273,516
419,419,419,419,419,419,419,419,419
285,285,285,285,285,285,1071,285,285
914,914,914,914,914,914,2080,914,914
920,920,920,920,920,920,2875,920,920
676,676,676,676,676,676,1439,676,676
840,840,840,840,840,840,1467,840,840
1067,1067,1067,1067,1067,1067,1542,1067,1067
222,222,222,222,222,222,569,222,222
669,669,669,669,669,669,1211,669,669
623,623,623,827,827,623,1384,623,623
338,338,338,338,338,338,338,338,338
590,590,590,590,590,590,590,590,590
396,396,396,396,396,396,1040,396,396
707,762,762,707,707,762,707,707,707
701,701,701,701,701,701,1048,701,709
295,350,409,295,295,409,295,295,295
2335,2536,2536,2335,2536,2335,3098,2536,2536
362,362,701,362,362,608,701,362,362
960,960,960,960,960,960,3331,960,960
316,316,316,316,316,316,729,316,316
464,464,464,464,464,464,776,504,464
151,151,561,151,151,561,893,151,561
455,747,747,455,495,767,767,495,455
568,568,568,568,568,568,911,568,568
521,521,722,521,521,722,521,521,521
703,703,703,703,703,703,1949,703,703
438,438,438,438,438,438,1803,438,438
2305,844,844,844,844,844,3795,844,1872
1268,1268,1268,1268,1268,1268,2867,1268,1268
1445,576,576,576,576,1163,1927,1163,576
1409,1409,1409,1409,1409,1409,1528,1409,1409
857,963,963,963,963,963,963,963,963
421,421,421,421,421,421,1349,421,421
751,862,751,751,751,751,751,751,751
1001,1001,1001,1001,1001,1001,1447,1001,1001
235,327,327,235,235,327,235,235,235
382,382,382,382,382,382,1254,382,382
554,715,554,554,554,554,870,715,554
2064,390,390,390,390,390,3184,390,390
834,920,920,834,920,920,1269,920,834
2170,2170,2170,2170,2170,2747,2357,2170,2170
747,747,747,747,747,747,747,747,747
1330,1766,1978,1570,1570,2032,1330,1570,1570
696,696,820,696,696,820,917,696,696
1872,2346,2346,2346,1872,2346,2165,1872,2165
1703,1703,1703,1791,1703,1703,1750,1703,1703
600,600,600,600,600,789,1462,789,600
609,609,609,609,609,609,609,609,609
1263,1215,675,1215,1215,1263,2608,1263,1215
1113,1113,1113,1113,1113,1113,1448,1113,1113
2171,1269,1269,1269,1269,2171,3301,1269,1269
551,551,551,551,551,551,846,551,551
387,387,387,506,506,387,992,387,387
946,946,946,946,946,946,1991,946,946
183,289,289,289,289,289,221,289,289
456,575,456,456,456,456,456,456,456
1572,1712,1795,1712,1572,1795,1535,1572,1572
1607,1525,1525,1525,1525,1525,1800,1525,1525
3133,3133,3133,3133,3133,2493,3216,3133,3133
2177,1391,1391,2177,2177,2177,3382,2177,2177
969,969,969,969,969,969,1156,969,969
286,286,286,286,286,286,567,286,286
979,979,979,979,979,979,958,979,979
808,808,808,808,808,808,1561,808,808
2039,1648,1254,1648,1648,1648,2705,1648,2039
2492,2809,2492,2319,2319,2492,2809,2319,2492
447,447,447,447,447,447,873,447,461
320,573,573,320,320,573,573,320,320
530,530,530,530,530,530,2370,530,530
3200,3588,3657,2710,2883,3767,3200,2710,2883
1476,1737,1737,1476,1476,1737,1726,1476,1726
617,617,617,942,942,617,942,942,942
