UniformRandom,Uniform,GA (1 year),MA,PopulationProportionate,AllCityCenter,GA (1 week),Random,SLS
2772,3873,2496,2772,3873,3873,2772,2772,2496
369,1673,369,369,708,369,369,369,369
273,273,273,273,273,273,273,273,273
1019,1019,1019,1019,1031,1032,1031,1019,1019
2238,2377,2377,2181,2238,1941,2181,1941,2377
852,852,861,805,308,975,861,1060,1198
2810,2810,2638,2758,2638,2810,2638,2638,2810
600,600,600,600,600,600,600,581,600
1055,1055,1055,792,792,1055,852,792,852
625,405,405,876,237,876,570,237,405
1034,1567,1271,1585,962,962,1271,962,1575
1118,1875,1118,1118,1118,4021,1118,1118,1118
671,1260,671,671,671,1182,671,1260,671
1628,1628,1628,1628,1391,1352,1628,1391,1628
2292,2292,1563,2083,1133,1770,2292,2083,1563
2212,2282,2282,2282,2282,2282,2282,2282,2282
647,647,647,1371,1371,1413,647,1371,647
379,675,600,675,379,1293,379,600,600
554,554,554,554,554,554,554,554,554
1166,1166,1166,1203,1166,1101,1175,1101,1101
958,1170,958,964,958,964,1170,958,1170
637,726,860,729,860,726,729,860,726
1235,1094,1094,1094,1094,1616,1094,1094,1094
732,732,732,860,732,1434,732,860,732
534,534,534,477,534,549,477,534,477
390,390,390,390,390,521,390,390,390
433,433,490,433,490,505,433,490,490
944,944,252,944,944,1518,944,944,1033
1335,1335,1335,1335,1335,2907,1335,1335,1335
288,288,288,288,288,288,288,288,288
579,579,579,579,579,752,579,579,579
915,915,675,915,675,1150,915,675,675
560,560,560,560,560,1999,560,560,560
759,759,759,759,759,1106,759,759,759
679,679,679,679,679,679,679,679,679
479,479,479,929,479,1317,479,929,479
543,797,797,543,797,896,543,797,797
623,623,623,623,623,2781,623,623,623
1669,1669,1669,1669,1669,1669,1669,1669,1669
1250,1250,1250,1250,1250,1296,1250,1250,1250
3103,2037,3103,3103,2981,3356,3103,2037,3103
559,559,559,559,559,1034,559,559,559
612,612,612,781,612,1224,612,612,612
841,747,747,841,841,1430,841,841,747
756,756,905,756,756,1044,756,756,905
353,353,353,353,353,353,376,353,353
716,163,163,163,163,1053,163,163,163
965,1024,818,1024,818,1264,818,818,965
185,185,185,185,185,564,185,185,185
488,488,488,488,488,1184,488,488,572
1442,1442,1442,1442,1442,1543,1442,1442,1442
547,547,547,547,547,547,547,547,547
526,526,526,526,526,3203,526,526,526
1683,1683,1683,1683,1683,2396,1683,2082,1683
882,882,882,882,882,3053,882,882,1130
710,710,710,710,710,829,710,710,710
711,752,711,711,752,886,711,752,711
721,721,721,721,721,1463,721,721,721
772,772,772,772,772,2267,772,772,772
676,411,411,411,676,598,411,676,411
517,517,517,517,517,1194,517,517,517
2683,2683,2683,2936,2683,3158,2683,2683,2683
389,389,389,389,389,587,389,389,389
1133,1133,1133,1133,1133,1469,1133,1133,1133
596,596,596,596,596,1099,596,596,596
239,300,239,300,239,300,300,300,300
1879,1879,1879,1879,1875,1815,1879,1879,1879
397,397,397,397,397,626,397,685,515
921,921,921,921,921,2087,921,921,921
804,804,804,804,804,804,804,804,804
660,660,660,660,660,627,660,660,951
274,274,274,274,274,805,274,274,587
785,785,785,785,785,1083,785,785,785
1338,1338,1338,1338,1338,3732,1338,1338,1338
743,743,743,743,743,3783,743,743,743
524,524,728,524,524,1221,728,524,524
2234,2234,2234,2234,2234,2234,2234,2234,2234
1368,1313,1313,1313,1368,2388,1313,1368,1313
869,869,869,869,869,975,869,869,869
2950,2950,2950,2950,2950,3870,2950,2950,2950
477,477,477,477,477,824,477,477,477
1460,1460,1460,1460,1460,2323,1460,1514,1460
594,594,571,594,571,1433,571,1124,571
395,395,395,395,395,607,715,395,395
1366,1366,481,481,1366,1419,481,1366,1366
179,179,179,179,179,442,179,179,179
1061,1122,1061,1122,1061,1122,1122,1122,1122
1409,1409,1409,1409,1349,1388,1409,1409,1409
1890,1890,1890,1890,1890,1968,1890,1968,1890
458,458,458,458,458,926,458,458,458
243,243,669,243,243,1078,669,243,669
658,871,720,720,658,947,720,720,658
596,596,596,596,596,2135,596,596,596
258,258,258,258,258,2224,258,258,258
1399,1399,1159,1399,1159,1159,1399,1719,1159
529,529,529,529,529,1041,529,966,966
788,788,788,788,788,849,788,788,788
478,478,478,1066,1066,2275,478,1066,478
143,143,143,143,143,964,143,143,143
417,417,417,417,417,417,417,417,417
671,671,528,671,528,1390,528,671,528
506,506,325,506,325,325,506,506,325
1453,491,1453,1453,1516,2457,1453,1453,491
544,544,544,544,544,1909,544,544,544
691,691,691,691,691,970,691,691,691
559,559,559,559,559,559,559,559,559
340,340,340,340,340,567,340,340,340
2611,2611,2611,2611,2611,2495,2611,2611,2611
1323,1323,1323,1323,2021,2802,1323,1323,1323
693,693,693,693,693,2188,693,1698,693
641,641,641,641,641,1398,641,641,641
552,552,493,438,438,438,438,438,438
1690,1690,1690,1690,1690,3288,1690,1690,1690
673,673,673,673,673,1317,673,1062,673
317,317,317,317,317,1156,317,317,317
406,406,406,406,406,620,406,406,406
1574,1574,1209,1209,1556,1535,1209,1642,1209
2675,2675,2675,2675,2675,2706,2276,2675,2276
470,470,470,470,470,520,470,576,470
1461,1461,1461,1461,1461,1461,1461,1461,1461
1003,1142,1003,1003,1003,1207,1003,1142,1003
353,465,353,353,353,561,353,465,353
940,940,672,672,940,2167,672,672,940
827,933,827,827,827,933,933,933,933
1407,1407,672,672,1407,1528,672,1638,672
1047,1047,1047,1047,1047,2880,1047,1047,1047
299,299,299,299,299,299,299,299,299
351,520,351,351,245,351,351,528,351
422,422,182,182,182,182,422,422,182
1775,1854,1775,1775,1775,2305,1854,1854,2071
830,875,830,830,810,809,830,875,810
382,382,382,382,382,144,382,325,382
629,629,748,629,629,1234,748,629,629
449,449,449,449,848,996,449,848,449
889,889,889,984,889,1214,889,889,889
540,540,540,540,540,1115,540,540,1001
1062,1062,1062,1062,1062,1254,521,1062,1062
1078,1078,1078,1078,1078,1149,1078,1078,1078
895,895,895,895,895,1121,895,895,895
659,659,659,659,659,853,659,659,659
748,748,748,748,748,1657,748,748,748
660,660,660,660,660,3219,660,660,660
649,649,649,649,649,649,649,649,649
276,276,276,276,276,276,276,276,276
198,198,198,198,198,304,198,198,198
1740,1064,1740,1740,1740,2235,1740,1064,1740
12597,12597,12597,12597,12597,13072,12597,12597,12597
3115,3115,2935,2935,2935,2996,3115,3331,2935
142,142,142,142,142,983,142,142,142
3891,3891,3661,3891,3417,3680,3661,3891,3661
5962,5962,5962,5962,5914,5963,5962,5962,5962
431,431,250,250,250,250,250,431,250
620,620,620,713,404,404,713,1014,404
390,390,390,390,390,1271,390,390,390
849,849,849,849,405,511,849,849,405
2411,2411,2411,2411,2411,3085,2411,2767,2752
2236,2236,2236,2236,2236,3056,2236,2236,2487
4189,4189,4401,4401,4401,4724,4401,4855,4599
3302,3302,3302,3302,3302,3431,3302,3302,3302
920,1142,920,920,667,1142,920,667,1142
678,678,678,678,678,919,678,678,678
1044,1044,1044,1044,1044,1044,1044,1044,1044
356,428,356,356,356,356,356,356,356
1224,1224,1224,1224,1224,1413,1224,1224,1224
634,634,634,634,634,837,634,634,634
320,320,990,990,990,2997,990,320,990
9614,10261,9614,9614,9953,9953,9614,10261,9614
925,925,925,925,925,3278,925,925,925
1418,1654,1418,1418,1130,694,875,875,694
1146,1146,943,943,513,477,738,943,815
659,659,659,1282,659,1830,659,1282,659
1719,4357,1719,1719,1719,3033,1719,1719,1719
1301,1400,727,727,538,731,727,1400,690
1962,718,718,1962,2168,1962,2429,1219,718
1347,3692,539,1771,1274,887,1771,1353,539
10505,11584,9535,10035,9663,9686,11525,10505,9535
5003,2954,4023,4023,3293,2497,5090,5003,3158
6461,3697,6461,6294,4233,3616,4233,6294,4436
785,785,785,785,785,1596,785,785,785
1412,1928,1288,1288,1412,914,1412,1412,1288
4262,3372,4129,3996,4262,2977,4262,4262,3684
652,1072,652,652,652,2093,652,652,652
1164,1164,1150,318,318,1164,1164,318,1150
1249,1249,1550,674,674,1249,1249,674,3400
1221,2081,744,1672,1672,745,1018,1672,744
714,718,554,1903,1979,1426,714,1365,2106
4826,4826,4826,4826,4826,5507,4826,4826,4826
1713,1713,4288,1713,1745,1745,1745,1745,1990
3214,3214,3214,3214,3217,3282,3217,3217,3214
5672,5672,5672,5672,6499,6499,6499,6499,5672
1589,1589,1057,1589,1881,1589,1881,1881,1057
4155,4155,4155,4155,4381,4155,4381,4381,4155
2021,2025,929,2021,2021,1003,2021,2021,929
1280,1280,2008,1280,1233,1280,1280,1233,2008
2203,2203,2191,2203,2191,1816,2203,2191,2809
1816,1816,1629,1704,1166,6022,6389,1166,1306
6022,6022,6180,6180,6022,2808,3015,3655,6307
2789,2789,2758,2758,3446,3498,3230,2817,2758
3412,3412,3257,3369,3369,1759,1524,1352,3240
1759,1759,1518,1630,1630,3006,2273,6307,1386
1386,1386,1282,1356,1483,1591,1386,1483,1998
1998,1998,1386,1386,1386,3434,1998,1581,2173
1903,1907,2958,1998,1998,1998,1903,1998,1349
3216,4097,3079,4058,3079,4097,3294,2984,2312
823,823,823,1584,1584,1584,823,1520,823
4517,4517,4517,4517,4517,7134,4517,4517,4517
2279,2279,1898,3013,3323,1108,2546,3034,2167
682,682,1008,682,1037,535,682,1061,1284
1349,986,483,415,415,678,2016,803,1084
1730,1567,1207,758,571,1038,1762,1130,1441
2221,1792,1247,1135,1094,1399,1385,1054,1477
3795,3795,3948,3440,3388,3795,3638,3510,4112
3434,3434,3774,3428,4158,3677,3696,3648,4019
857,857,857,434,491,1311,2312,434,857
5005,5005,3553,3880,3553,4208,5364,3568,3553
1988,1988,2235,2235,1988,2320,1988,2064,1838
640,640,605,605,400,851,400,400,544
527,578,710,498,837,837,685,498,817
495,495,495,495,495,722,495,495,495
357,483,483,483,483,483,483,483,483
1003,1163,1003,1344,1163,1163,1003,1003,1163
358,358,358,358,358,358,358,358,358
4086,3919,4109,4307,3744,3744,3808,3871,4086
2846,2735,3018,3446,2623,2623,2742,2691,2925
1445,1445,459,459,1572,3041,1863,2202,459
1271,1454,2069,2496,1659,1335,1841,1659,1872
658,797,1159,1959,1009,361,936,1159,1159
258,258,933,650,933,1428,823,663,859
398,775,398,398,398,398,775,775,398
353,534,353,353,534,353,534,353,353
287,287,287,1011,287,1585,1011,1011,287
750,750,750,750,750,750,750,750,750
652,590,590,590,590,879,652,590,590
1254,1254,416,416,1254,1597,960,416,416
3575,3495,3591,3575,3575,3642,3575,3889,3591
1259,1018,951,898,951,1259,951,951,951
589,589,1265,1552,1265,1552,1265,1265,1265
320,811,320,1026,938,1494,320,938,320
673,673,673,839,845,1104,673,702,673
570,570,570,1158,1158,1885,1158,1158,1158
781,781,781,781,781,1962,781,781,781
1129,644,644,1129,1129,1566,1129,1129,644
3089,3089,3089,3089,3089,3297,3089,3089,3089
596,596,596,596,596,794,596,596,654
1387,1799,1387,1387,2512,3046,1387,1387,1387
2674,2674,1549,2674,2851,3169,2674,2851,1549
1496,1496,1496,1496,1496,2359,1496,1496,1496
343,343,343,343,343,343,343,343,343
303,303,303,1032,303,1606,303,1032,303
515,515,515,515,515,3467,515,515,515
551,551,551,551,551,858,551,551,551
1919,2202,2202,1919,1919,3032,1919,1919,1919
647,647,647,842,647,1187,647,647,647
880,501,501,880,880,1145,501,501,880
857,544,544,857,544,906,544,544,544
6292,6292,6292,6292,6292,6292,6292,6292,6292
1420,1457,1457,1420,1420,1328,1420,1420,1521
342,342,342,342,342,342,342,342,342
672,672,853,672,672,1145,672,672,853
707,707,707,707,707,410,707,707,707
1403,1647,1403,1403,1403,1666,1403,1647,1647
738,738,738,738,738,827,738,738,738
1238,1238,1238,1238,1238,3474,1238,1238,1238
925,925,1600,925,1600,2234,1600,925,1600
441,383,441,441,383,581,383,383,441
630,630,686,686,686,630,686,686,686
911,911,911,1164,911,1386,911,1355,911
581,581,581,581,581,2889,581,581,581
678,678,678,678,678,1540,678,678,678
718,718,718,718,718,719,718,718,718
800,800,800,800,800,800,800,800,800
118,118,118,118,118,3053,118,118,118
1171,1171,1171,1171,1171,1256,1171,1171,1171
341,341,341,341,341,2285,341,341,341
627,627,627,627,627,966,627,627,627
715,715,715,1130,1554,2035,715,1130,715
1173,1173,1173,1173,1173,1402,1173,1173,1291
827,827,827,827,827,827,827,827,827
586,586,586,586,586,1942,586,586,586
348,348,348,348,348,394,348,348,348
347,347,1381,1381,1381,3078,1381,347,1381
970,333,1172,1172,1172,2277,1172,970,333
2323,2323,2323,2323,2323,2978,2323,2323,2549
4013,4013,3730,3730,4013,4843,3730,4013,4013
1589,1589,1589,1589,1589,1898,1811,1589,1589
2101,2101,1783,1783,2101,2731,1783,2101,1783
379,379,379,379,379,606,379,379,379
438,438,438,438,438,1199,438,438,438
545,705,545,545,545,705,705,705,705
710,710,710,710,710,710,710,710,710
312,312,312,312,312,1184,312,312,312
652,652,652,652,652,1231,652,652,652
1927,1927,1927,1927,1927,1971,1460,1362,1927
105,105,797,105,105,1185,105,105,105
245,245,245,798,245,816,245,798,245
679,679,679,679,679,827,679,679,679
265,265,265,265,265,446,265,446,265
562,562,562,562,562,2031,562,562,562
681,681,681,847,847,1112,681,847,681
519,519,519,519,519,528,519,519,519
1196,1196,1196,1196,1196,1196,1196,1196,1196
881,881,881,881,881,1581,881,881,881
4382,4382,4382,4382,4382,4812,4382,4382,4382
635,635,635,635,635,1495,635,881,635
2172,2172,2172,2172,2172,2591,2172,2172,2172
524,524,524,524,524,1281,524,524,524
1237,1237,1237,1237,1237,3786,1237,1237,1237
822,822,822,822,1803,3695,822,1803,1803
2456,2456,2456,2456,2456,3821,2456,2456,2456
832,832,832,832,832,1357,832,832,832
1200,1200,1200,1200,1200,1289,1200,1200,1200
375,375,375,375,375,375,375,375,375
4244,4244,3174,3174,4244,4765,3174,4244,3174
1490,1490,532,532,1490,1980,532,1490,1490
959,1298,826,707,959,1298,826,826,959
959,959,628,536,753,753,536,959,753
488,488,1164,1164,1164,1838,1164,488,488
3194,3194,2815,2815,3132,3132,2815,3429,3132
1142,1142,1142,1946,1946,2446,1142,1946,1142
2629,1825,2629,2629,2629,3748,2629,2629,2698
1758,1902,1330,1330,1758,1758,1330,1758,1508
4344,4435,4138,4138,4344,4138,4138,4344,4138
832,1141,674,493,674,493,674,1195,674
687,687,687,687,687,687,687,687,687
536,536,536,536,536,1394,536,536,536
1341,1785,1341,1341,1341,1816,1341,1785,1341
667,1104,667,667,667,1354,667,1104,925
777,1074,124,124,124,417,124,1146,124
1873,1873,1447,1447,1447,1674,1552,1873,1873
1731,1731,1731,1731,2126,2159,1731,1731,2090
960,1059,961,961,987,961,961,1348,961
1261,1261,1261,1261,1261,1261,1261,1261,1261
1273,1273,1151,1151,819,618,1151,1273,819
1978,1978,1716,1530,1530,1503,1530,2280,1530
1270,1270,1270,1270,1139,1612,1270,1270,1270
1016,1016,1016,1016,1016,1016,1016,1016,1016
490,490,490,490,490,1489,490,490,1107
1005,1034,1206,1161,1005,1005,1206,1005,974
753,795,593,593,593,1267,593,795,753
1161,1264,1195,1188,1188,1451,1195,1264,1161
795,775,221,221,221,1004,221,619,221
466,466,466,466,466,1867,466,466,466
1722,1722,1649,1975,1649,2182,1649,1722,1649
385,385,385,385,385,521,385,385,385
1368,1636,1368,1368,1368,1798,1368,1636,1368
1053,1053,840,1098,1053,1362,1053,1130,1098
839,839,839,839,839,1103,839,1103,839
555,555,555,555,555,604,555,555,555
1000,1000,1000,1002,1000,1173,1000,1002,1000
1865,1865,1865,1865,1865,2697,1865,2327,1865
657,657,657,878,657,859,657,878,530
7338,7338,6712,6712,7338,7868,6712,7338,6712
539,539,539,539,276,539,539,779,539
796,908,582,796,582,582,582,908,582
1043,1043,1043,1043,1043,1634,1043,1043,1043
3762,3811,3762,3811,3718,3811,3811,4267,3718
1890,1890,1694,1694,1454,1454,1694,1694,1454
2412,2452,2176,2366,2075,2075,2366,2412,2075
111,111,111,111,111,404,111,111,111
2629,2629,2629,2629,2629,3202,2629,3286,2629
785,785,785,785,785,1745,785,785,785
417,417,417,417,417,831,417,496,607
4474,4655,4474,4474,4474,4474,4474,4474,4474
770,770,589,589,770,589,589,770,589
916,916,1011,1128,1011,1414,1011,1128,1011
865,1140,865,865,865,912,865,865,865
1731,2052,1576,1614,1576,1661,1655,2255,1576
444,444,444,444,444,1748,444,444,444
725,725,598,436,436,725,598,598,436
1025,1025,584,602,236,236,602,236,236
401,1060,1060,1060,1060,1634,1060,1060,401
655,655,902,655,245,987,655,655,902
990,990,990,990,990,2912,990,990,990
383,383,383,383,383,383,383,383,383
985,745,745,745,745,745,985,985,745
3211,3211,3211,3211,2796,2902,3211,3594,2902
604,604,604,604,604,1429,604,1066,649
683,683,723,556,344,683,889,344,556
572,572,572,1364,572,1333,572,1269,1364
2276,2146,357,880,880,1454,969,880,1152
1071,1071,1071,1071,1071,3861,1071,1071,1071
1088,500,500,1544,1544,1409,1088,1088,1088
1074,1270,1074,1270,1074,1360,1074,1074,1270
978,1061,1061,978,1061,1724,1061,1402,1061
313,445,445,1005,445,1393,445,1005,313
1526,1526,1526,1526,1526,3099,1526,1526,1526
1077,1077,1077,1077,1077,1138,1077,1077,1077
380,380,380,403,380,1265,403,403,403
2430,2430,2430,2430,2769,3260,2430,2430,2146
361,361,619,361,361,1048,361,361,619
864,864,914,864,733,1206,864,733,914
1178,1178,1178,1178,1178,1178,1178,1178,1178
1347,1353,1347,1347,1347,1353,1347,1347,1347
431,612,431,431,431,431,431,612,431
2549,2549,2487,1997,2549,2308,2549,2549,1997
700,662,662,662,662,747,700,700,662
358,358,358,358,358,737,358,737,358
2339,2437,2012,1951,2157,1861,2157,2339,1951
1639,1639,1639,1639,1639,1577,1639,1639,1639
418,781,418,418,418,1173,418,418,418
639,639,639,639,639,458,639,639,458
1159,1384,704,822,704,1260,704,822,704
318,318,318,318,318,318,318,318,318
242,992,242,242,992,1875,242,242,242
438,438,1160,438,1160,1834,1507,438,1160
425,556,556,556,556,605,556,425,425
478,478,478,478,478,615,478,478,478
1506,1506,1506,1506,1506,1506,1506,1506,1506
480,479,758,594,480,529,655,480,529
472,472,472,472,472,340,472,929,945
524,856,978,978,524,323,524,323,323
894,894,894,894,644,463,644,802,819
1901,1901,1901,1901,1901,3014,1901,1901,1901
694,1451,1451,694,1370,2044,1370,1711,1370
1182,1182,828,1182,828,502,828,828,1225
399,420,447,447,447,448,399,399,399
634,306,634,714,634,1316,634,634,634
432,432,432,432,432,693,432,432,432
260,260,260,260,260,1180,260,260,260
1001,1001,1001,1001,1001,1327,1001,1001,1001
695,695,695,727,695,978,695,695,695
1133,1912,1133,1133,1912,2731,1133,1133,1133
307,307,307,307,307,307,307,307,307
298,298,298,298,2452,3233,298,298,2457
523,523,567,523,523,1213,523,523,797
445,445,445,445,445,672,445,445,445
767,767,2965,2965,3034,3034,2965,2965,3034
530,530,530,530,530,636,530,530,636
569,569,569,569,569,1702,569,932,569
1230,1230,1230,1230,1230,1230,1230,1230,1230
570,570,570,570,570,865,570,570,570
508,508,508,508,396,623,396,396,508
600,600,460,600,460,600,402,460,460
342,342,342,342,342,1262,342,997,896
328,328,328,328,328,328,328,328,328
361,361,361,361,361,544,361,361,361
616,616,616,616,616,1969,616,616,616
306,306,306,306,306,1480,306,923,306
235,235,235,235,235,235,235,235,235
407,407,407,407,407,1135,407,407,812
477,477,477,477,477,538,477,477,477
2214,1752,1752,1993,1752,2503,1993,1993,1752
1302,1302,1302,1302,1302,1824,1302,1302,1302
379,379,379,379,379,673,379,379,379
914,914,914,914,914,915,914,914,914
3163,3163,3163,3163,3163,3292,3163,3163,3163
509,509,509,509,509,848,509,509,509
1065,1065,1065,1065,1065,2165,1065,1065,1065
306,306,306,306,306,306,306,306,306
265,265,265,265,265,201,265,265,265
606,606,606,688,606,1080,606,688,606
1324,1520,1084,1084,1084,1084,1084,1520,1084
388,388,388,649,388,913,649,649,388
1108,1108,870,839,870,774,839,1418,870
415,415,415,415,415,1864,415,415,415
1148,1148,1148,1148,1148,1148,1148,1148,1148
629,716,629,716,629,736,629,716,629
2307,2307,2307,2307,2307,2314,2307,2245,2245
1372,1372,1372,1372,1372,2338,1372,1372,1372
440,440,440,440,440,440,440,440,440
523,523,523,523,523,2466,523,523,523
1217,1217,1217,1217,1217,1845,1217,1796,1217
299,299,1534,299,2043,3093,1534,299,1534
874,874,874,874,874,2071,874,874,874
437,437,437,437,578,784,437,437,437
2497,2497,2316,2316,2316,2316,2316,2556,2316
536,536,536,536,536,775,536,536,536
2924,2924,2743,2743,2743,2743,2743,2924,2743
1101,1296,1101,1101,1101,1148,1101,1296,1101
583,583,583,583,583,1403,583,583,583
950,950,950,950,950,1785,950,950,1321
614,559,462,462,448,448,462,559,448
716,716,716,716,716,716,716,716,716
846,846,545,545,545,606,725,980,545
1398,1398,1398,1398,1398,1483,1398,1483,1398
1841,1841,1595,1595,1595,1807,1595,1484,1595
1430,1430,1430,1430,1430,2248,1430,1758,1430
1038,1038,1038,1038,1038,2353,1038,1038,1038
509,620,509,620,458,620,509,458,509
993,998,993,998,582,993,993,993,582
804,804,804,804,804,1676,804,804,804
749,749,749,749,749,1451,749,749,749
1692,1692,1863,1692,1692,2348,1863,1692,1865
431,431,431,431,431,431,431,431,431
308,308,308,308,308,308,308,308,308
1706,1892,1706,1706,1693,1628,1730,1999,1693
872,872,560,560,560,525,872,1133,560
2590,2666,2590,2590,2182,1942,2590,2644,2182
4394,4743,4743,4743,4308,4743,4743,4743,4308
742,1422,1167,1167,627,742,1167,1422,742
519,519,519,519,519,1152,519,519,519
729,729,729,729,729,1893,729,729,729
201,201,201,201,201,201,201,201,201
846,846,846,846,595,846,846,846,846
